clip,offset_s,survival,mean_survival_s,n,window_s
KIT_3_kneel_down_with_both_hands04_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands04_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,0.0,0.0,2.21,8,3.0
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,1.0,0.0,1.24,8,3.0
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,2.0,0.0,1.18,8,3.0
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,3.0,0.0,0.585,8,2.78
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,4.0,0.0,0.612,8,1.78
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands05_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,0.0,0.75,2.993,8,3.0
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,1.0,0.0,2.177,8,3.0
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,2.0,0.0,1.09,8,3.0
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,3.0,0.0,0.557,8,3.0
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,4.0,0.0,0.597,8,2.2
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,6.0,1.0,0.18,8,0.18
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands07_poses_100_jpos,mean,0.3929,,56,3.0
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,0.0,0.0,2.233,8,3.0
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,1.0,0.0,1.225,8,3.0
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,2.0,0.0,0.947,8,3.0
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,3.0,0.0,0.612,8,3.0
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,4.0,0.0,0.598,8,2.9
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,6.0,0.0,0.685,8,0.9
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands09_poses_100_jpos,mean,0.1429,,56,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,0.0,0.875,2.995,8,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,1.0,0.125,2.157,8,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,2.0,0.0,1.632,8,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,3.0,0.0,0.525,8,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,4.0,0.0,0.567,8,3.0
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,6.0,0.0,0.72,8,1.7
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands10_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,0.0,0.0,2.517,8,3.0
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,1.0,0.0,1.425,8,3.0
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,2.0,0.0,0.517,8,3.0
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,3.0,0.0,0.558,8,2.38
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,4.0,0.0,0.553,8,1.4
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_both_hands11_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,2.0,0.0,2.85,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,3.0,0.0,1.88,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,4.0,0.0,0.942,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,6.0,0.0,0.572,8,3.0
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,8.0,0.0,0.575,8,1.7
KIT_3_kneel_down_with_left_hand01_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,3.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,4.0,0.5,2.755,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,6.0,0.25,1.425,8,3.0
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,8.0,0.0,0.707,8,1.24
KIT_3_kneel_down_with_left_hand02_poses_100_jpos,mean,0.6786,,56,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,3.0,0.5,2.94,8,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,4.0,0.0,2.003,8,3.0
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,6.0,0.0,0.623,8,2.92
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,8.0,0.0,0.832,8,0.94
KIT_3_kneel_down_with_left_hand03_poses_100_jpos,mean,0.5,,56,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,3.0,0.0,2.48,8,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,4.0,0.0,1.21,8,3.0
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,6.0,0.0,0.68,8,2.76
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,8.0,0.75,0.738,8,0.76
KIT_3_kneel_down_with_left_hand05_poses_100_jpos,mean,0.5357,,56,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,3.0,0.0,2.867,8,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,4.0,0.0,1.902,8,3.0
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,6.0,0.0,0.815,8,1.92
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_left_hand06_poses_100_jpos,mean,0.5714,,56,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,3.0,0.125,2.405,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,4.0,0.0,1.13,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,6.0,0.0,0.725,8,3.0
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,8.0,0.0,0.772,8,1.66
KIT_3_kneel_down_with_left_hand07_poses_100_jpos,mean,0.4464,,56,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,2.0,0.125,2.862,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,3.0,0.125,2.463,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,4.0,0.0,0.852,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,6.0,0.0,0.69,8,3.0
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,8.0,0.0,0.702,8,1.5
KIT_3_kneel_down_with_left_hand08_poses_100_jpos,mean,0.3214,,56,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,2.0,0.625,2.947,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,3.0,0.25,2.49,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,4.0,0.0,1.53,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,6.0,0.0,0.627,8,3.0
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,8.0,0.0,0.725,8,1.56
KIT_3_kneel_down_with_left_hand09_poses_100_jpos,mean,0.4107,,56,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,2.0,0.75,2.987,8,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,3.0,0.0,2.1,8,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,4.0,0.0,1.24,8,3.0
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,6.0,0.0,0.56,8,1.48
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_left_hand10_poses_100_jpos,mean,0.5357,,56,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,1.0,0.0,2.0,8,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,2.0,0.0,1.082,8,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,3.0,0.0,0.62,8,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,4.0,0.0,0.615,8,3.0
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,6.0,0.0,0.77,8,1.58
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand01_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,1.0,0.125,2.635,8,3.0
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,2.0,0.0,1.415,8,3.0
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,3.0,0.0,0.635,8,3.0
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,4.0,0.0,0.542,8,2.02
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand02_poses_100_jpos,mean,0.4464,,56,3.0
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,1.0,0.0,2.73,8,3.0
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,2.0,0.0,1.405,8,3.0
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,3.0,0.0,0.557,8,3.0
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,4.0,0.0,0.38,8,2.66
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,6.0,0.75,0.582,8,0.68
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand04_poses_100_jpos,mean,0.3929,,56,3.0
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,0.0,0.125,2.77,8,3.0
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,1.0,0.0,1.678,8,3.0
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,2.0,0.0,0.935,8,2.08
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,3.0,0.0,0.532,8,1.1
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,4.0,1.0,0.08,8,0.08
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand05_poses_100_jpos,mean,0.4464,,56,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,0.0,0.625,2.97,8,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,1.0,0.0,1.692,8,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,2.0,0.0,0.835,8,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,3.0,0.0,0.678,8,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,4.0,0.0,0.562,8,3.0
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,6.0,0.0,0.755,8,1.42
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_right_hand06_poses_100_jpos,mean,0.2321,,56,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,3.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,4.0,0.0,2.5,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,6.0,0.0,0.81,8,3.0
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,8.0,0.0,0.655,8,2.4
KIT_3_kneel_down_with_right_hand07_poses_100_jpos,mean,0.5714,,56,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,1.0,0.375,2.882,8,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,2.0,0.0,1.595,8,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,3.0,0.0,0.915,8,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,4.0,0.0,0.42,8,3.0
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,6.0,0.0,0.632,8,2.86
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,8.0,0.25,0.707,8,0.84
KIT_3_kneel_down_with_right_hand08_poses_100_jpos,mean,0.2321,,56,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,3.0,0.75,2.96,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,4.0,0.0,1.912,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,6.0,0.0,0.472,8,3.0
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,8.0,0.0,0.767,8,2.34
KIT_3_kneel_down_with_right_hand09_poses_100_jpos,mean,0.5357,,56,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,0.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,1.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,2.0,1.0,3.0,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,3.0,0.0,2.225,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,4.0,0.0,1.257,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,6.0,0.0,0.553,8,3.0
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,8.0,0.0,0.653,8,1.9
KIT_3_kneel_down_with_right_hand10_poses_100_jpos,mean,0.4286,,56,3.0
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,0.0,0.25,2.758,8,3.0
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,1.0,0.0,2.08,8,2.66
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,2.0,0.0,0.547,8,1.68
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,3.0,0.0,0.48,8,0.68
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,4.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand01_poses_100_jpos,mean,0.4643,,56,3.0
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,0.0,0.25,2.648,8,3.0
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,1.0,0.0,1.697,8,2.8
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,2.0,0.0,0.522,8,1.8
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,3.0,0.0,0.492,8,0.78
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,4.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand02_poses_100_jpos,mean,0.4643,,56,3.0
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,0.0,0.0,2.523,8,3.0
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,1.0,0.0,1.577,8,3.0
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,2.0,0.0,0.45,8,3.0
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,3.0,0.0,0.51,8,2.44
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,4.0,0.0,0.428,8,1.44
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand03_poses_100_jpos,mean,0.2857,,56,3.0
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,0.0,0.0,2.702,8,3.0
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,1.0,0.0,1.777,8,3.0
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,2.0,0.0,0.48,8,3.0
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,3.0,0.0,0.512,8,2.6
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,4.0,0.0,0.335,8,1.58
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,6.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,8.0,1.0,0.04,8,0.04
KIT_3_kneel_down_with_stool_left_hand04_poses_100_jpos,mean,0.2857,,56,3.0
