clip,offset_s,survival,mean_survival_s,n,window_s
BMLmovi_Subject_64_F_MoSh_Subject_64_F_5_poses_120_jpos,mean,1.0,,56,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,0.0,1.0,3.0,8,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,1.0,1.0,3.0,8,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,2.0,1.0,3.0,8,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,3.0,1.0,3.0,8,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,4.0,1.0,3.0,8,3.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,6.0,1.0,1.64,8,1.64
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,8.0,1.0,0.04,8,0.04
BMLmovi_Subject_67_F_MoSh_Subject_67_F_10_poses_120_jpos,mean,1.0,,56,3.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,0.0,1.0,3.0,8,3.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,1.0,1.0,3.0,8,3.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,2.0,1.0,3.0,8,3.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,3.0,1.0,3.0,8,3.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,4.0,1.0,2.36,8,2.36
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,6.0,1.0,0.38,8,0.38
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,8.0,1.0,0.04,8,0.04
BMLmovi_Subject_71_F_MoSh_Subject_71_F_10_poses_120_jpos,mean,1.0,,56,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,0.0,1.0,3.0,8,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,1.0,1.0,3.0,8,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,2.0,1.0,3.0,8,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,3.0,1.0,3.0,8,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,4.0,1.0,3.0,8,3.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,6.0,1.0,1.7,8,1.7
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,8.0,1.0,0.04,8,0.04
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,mean,1.0,,56,3.0
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,0.0,1.0,3.0,8,3.0
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,1.0,1.0,3.0,8,3.0
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,2.0,1.0,3.0,8,3.0
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,3.0,1.0,3.0,8,3.0
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,4.0,1.0,2.5,8,2.5
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,6.0,1.0,0.5,8,0.5
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,8.0,1.0,0.04,8,0.04
BMLmovi_Subject_83_F_MoSh_Subject_83_F_9_poses_120_jpos,mean,1.0,,56,3.0
CMU_06_06_04_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_06_06_04_poses_120_jpos,1.0,0.75,2.265,8,2.3
CMU_06_06_04_poses_120_jpos,2.0,1.0,1.3,8,1.3
CMU_06_06_04_poses_120_jpos,3.0,1.0,0.28,8,0.28
CMU_06_06_04_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_06_06_04_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_06_06_04_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_06_06_04_poses_120_jpos,mean,0.9643,,56,3.0
CMU_07_07_02_poses_120_jpos,0.0,1.0,2.74,8,2.74
CMU_07_07_02_poses_120_jpos,1.0,1.0,1.74,8,1.74
CMU_07_07_02_poses_120_jpos,2.0,1.0,0.74,8,0.74
CMU_07_07_02_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_07_07_02_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_07_07_02_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_07_07_02_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_07_07_02_poses_120_jpos,mean,1.0,,56,3.0
CMU_102_102_02_poses_120_jpos,0.0,0.0,0.553,8,1.44
CMU_102_102_02_poses_120_jpos,1.0,0.75,0.425,8,0.44
CMU_102_102_02_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_102_102_02_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_102_102_02_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_102_102_02_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_102_102_02_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_102_102_02_poses_120_jpos,mean,0.8214,,56,3.0
CMU_105_105_02_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,2.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,3.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,4.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,6.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,8.0,1.0,3.0,8,3.0
CMU_105_105_02_poses_120_jpos,mean,1.0,,56,3.0
CMU_105_105_03_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,2.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,3.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,4.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,6.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,8.0,1.0,3.0,8,3.0
CMU_105_105_03_poses_120_jpos,mean,1.0,,56,3.0
CMU_105_105_04_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,2.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,3.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,4.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,6.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,8.0,1.0,3.0,8,3.0
CMU_105_105_04_poses_120_jpos,mean,1.0,,56,3.0
CMU_105_105_17_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,2.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,3.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,4.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,6.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,8.0,1.0,3.0,8,3.0
CMU_105_105_17_poses_120_jpos,mean,1.0,,56,3.0
CMU_106_106_02_poses_60_jpos,0.0,0.875,1.707,8,1.86
CMU_106_106_02_poses_60_jpos,1.0,1.0,0.84,8,0.84
CMU_106_106_02_poses_60_jpos,2.0,1.0,0.04,8,0.04
CMU_106_106_02_poses_60_jpos,3.0,1.0,0.04,8,0.04
CMU_106_106_02_poses_60_jpos,4.0,1.0,0.04,8,0.04
CMU_106_106_02_poses_60_jpos,6.0,1.0,0.04,8,0.04
CMU_106_106_02_poses_60_jpos,8.0,1.0,0.04,8,0.04
CMU_106_106_02_poses_60_jpos,mean,0.9821,,56,3.0
CMU_106_106_25_poses_60_jpos,0.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,1.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,2.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,3.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,4.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,6.0,1.0,3.0,8,3.0
CMU_106_106_25_poses_60_jpos,8.0,1.0,2.22,8,2.22
CMU_106_106_25_poses_60_jpos,mean,1.0,,56,3.0
CMU_106_106_34_poses_60_jpos,0.0,1.0,3.0,8,3.0
CMU_106_106_34_poses_60_jpos,1.0,1.0,3.0,8,3.0
CMU_106_106_34_poses_60_jpos,2.0,1.0,3.0,8,3.0
CMU_106_106_34_poses_60_jpos,3.0,1.0,2.22,8,2.22
CMU_106_106_34_poses_60_jpos,4.0,1.0,1.22,8,1.22
CMU_106_106_34_poses_60_jpos,6.0,1.0,0.04,8,0.04
CMU_106_106_34_poses_60_jpos,8.0,1.0,0.04,8,0.04
CMU_106_106_34_poses_60_jpos,mean,1.0,,56,3.0
CMU_108_108_04_poses_120_jpos,0.0,0.875,1.377,8,1.54
CMU_108_108_04_poses_120_jpos,1.0,1.0,0.52,8,0.52
CMU_108_108_04_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_04_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_04_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_04_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_04_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_04_poses_120_jpos,mean,0.9821,,56,3.0
CMU_108_108_05_poses_120_jpos,0.0,1.0,1.52,8,1.52
CMU_108_108_05_poses_120_jpos,1.0,1.0,0.52,8,0.52
CMU_108_108_05_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_05_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_05_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_05_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_05_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_05_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_06_poses_120_jpos,0.0,1.0,1.58,8,1.58
CMU_108_108_06_poses_120_jpos,1.0,1.0,0.58,8,0.58
CMU_108_108_06_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_06_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_06_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_06_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_06_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_06_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_07_poses_120_jpos,0.0,1.0,1.86,8,1.86
CMU_108_108_07_poses_120_jpos,1.0,0.75,0.762,8,0.84
CMU_108_108_07_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_07_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_07_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_07_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_07_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_07_poses_120_jpos,mean,0.9643,,56,3.0
CMU_108_108_08_poses_120_jpos,0.0,1.0,1.88,8,1.88
CMU_108_108_08_poses_120_jpos,1.0,1.0,0.88,8,0.88
CMU_108_108_08_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_08_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_08_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_08_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_08_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_08_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_14_poses_120_jpos,0.0,1.0,1.44,8,1.44
CMU_108_108_14_poses_120_jpos,1.0,1.0,0.44,8,0.44
CMU_108_108_14_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_14_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_14_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_14_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_14_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_14_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_17_poses_120_jpos,0.0,0.0,0.9,8,1.92
CMU_108_108_17_poses_120_jpos,1.0,1.0,0.9,8,0.9
CMU_108_108_17_poses_120_jpos,2.0,1.0,0.04,8,0.04
CMU_108_108_17_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_17_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_17_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_17_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_17_poses_120_jpos,mean,0.8571,,56,3.0
CMU_108_108_19_poses_120_jpos,0.0,0.0,0.92,8,2.1
CMU_108_108_19_poses_120_jpos,1.0,0.0,0.142,8,1.12
CMU_108_108_19_poses_120_jpos,2.0,1.0,0.12,8,0.12
CMU_108_108_19_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_19_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_19_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_19_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_19_poses_120_jpos,mean,0.7143,,56,3.0
CMU_108_108_21_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_108_108_21_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_108_108_21_poses_120_jpos,2.0,1.0,2.12,8,2.12
CMU_108_108_21_poses_120_jpos,3.0,1.0,1.14,8,1.14
CMU_108_108_21_poses_120_jpos,4.0,1.0,0.14,8,0.14
CMU_108_108_21_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_21_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_21_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_22_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_108_108_22_poses_120_jpos,1.0,1.0,2.86,8,2.86
CMU_108_108_22_poses_120_jpos,2.0,1.0,1.86,8,1.86
CMU_108_108_22_poses_120_jpos,3.0,1.0,0.84,8,0.84
CMU_108_108_22_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_22_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_22_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_22_poses_120_jpos,mean,1.0,,56,3.0
CMU_108_108_28_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_108_108_28_poses_120_jpos,1.0,1.0,2.02,8,2.02
CMU_108_108_28_poses_120_jpos,2.0,1.0,1.02,8,1.02
CMU_108_108_28_poses_120_jpos,3.0,1.0,0.04,8,0.04
CMU_108_108_28_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_108_108_28_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_108_108_28_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_108_108_28_poses_120_jpos,mean,1.0,,56,3.0
CMU_10_10_02_poses_120_jpos,0.0,0.375,2.862,8,3.0
CMU_10_10_02_poses_120_jpos,1.0,0.375,2.485,8,3.0
CMU_10_10_02_poses_120_jpos,2.0,0.25,1.577,8,2.9
CMU_10_10_02_poses_120_jpos,3.0,0.25,1.12,8,1.92
CMU_10_10_02_poses_120_jpos,4.0,1.0,0.9,8,0.9
CMU_10_10_02_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_10_10_02_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_10_10_02_poses_120_jpos,mean,0.6071,,56,3.0
CMU_10_10_05_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_10_10_05_poses_120_jpos,1.0,1.0,2.64,8,2.64
CMU_10_10_05_poses_120_jpos,2.0,0.5,1.235,8,1.64
CMU_10_10_05_poses_120_jpos,3.0,1.0,0.64,8,0.64
CMU_10_10_05_poses_120_jpos,4.0,1.0,0.04,8,0.04
CMU_10_10_05_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_10_10_05_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_10_10_05_poses_120_jpos,mean,0.9286,,56,3.0
CMU_118_118_18_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_118_118_18_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_118_118_18_poses_120_jpos,2.0,1.0,2.92,8,2.92
CMU_118_118_18_poses_120_jpos,3.0,1.0,1.94,8,1.94
CMU_118_118_18_poses_120_jpos,4.0,1.0,0.94,8,0.94
CMU_118_118_18_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_118_118_18_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_118_118_18_poses_120_jpos,mean,1.0,,56,3.0
CMU_118_118_21_poses_120_jpos,0.0,1.0,3.0,8,3.0
CMU_118_118_21_poses_120_jpos,1.0,1.0,3.0,8,3.0
CMU_118_118_21_poses_120_jpos,2.0,1.0,3.0,8,3.0
CMU_118_118_21_poses_120_jpos,3.0,1.0,3.0,8,3.0
CMU_118_118_21_poses_120_jpos,4.0,1.0,2.28,8,2.28
CMU_118_118_21_poses_120_jpos,6.0,1.0,0.28,8,0.28
CMU_118_118_21_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_118_118_21_poses_120_jpos,mean,1.0,,56,3.0
CMU_118_118_22_poses_120_jpos,0.0,0.0,2.503,8,3.0
CMU_118_118_22_poses_120_jpos,1.0,0.0,1.507,8,3.0
CMU_118_118_22_poses_120_jpos,2.0,0.0,0.512,8,3.0
CMU_118_118_22_poses_120_jpos,3.0,1.0,2.38,8,2.38
CMU_118_118_22_poses_120_jpos,4.0,1.0,1.4,8,1.4
CMU_118_118_22_poses_120_jpos,6.0,1.0,0.04,8,0.04
CMU_118_118_22_poses_120_jpos,8.0,1.0,0.04,8,0.04
CMU_118_118_22_poses_120_jpos,mean,0.5714,,56,3.0
