seed,iteration,tv,effective_units,top1_unit_mass,max_clip_mass,saturation,completed_trials
12,800,0.05396333663696426,632.5876142451368,0.01520929975910736,0.01607471919795493,0.06756756756756757,261383
12,900,0.056014458260195465,639.8257306171037,0.018740397605667716,0.018740397605667716,0.06925675675675676,287554
12,1000,0.06165442835809269,649.8269891522193,0.015156156197634623,0.01573722177926581,0.08192567567567567,313554
12,1100,0.06333499873837758,649.5632751297443,0.01617129178594595,0.01687761561949307,0.125,339559
12,1200,0.06672475348283544,644.137960706914,0.015356960905837548,0.01636161809424673,0.21368243243243243,365499
12,1300,0.0787708233004824,662.3053206262921,0.014061605647683655,0.015377688692105585,0.31334459459459457,391385
12,1400,0.0788873794362313,663.1514077755265,0.013320344102521163,0.01568904955037679,0.3842905405405405,417238
12,1500,0.07519337129655733,646.4794073378406,0.01610306647816538,0.01610306647816538,0.4358108108108108,443166
12,1600,0.07867898565184574,655.4325862612152,0.0143744736918231,0.015550475405843048,0.4577702702702703,469040
12,1700,0.08599673917446915,653.0682804778043,0.016247328439243057,0.016537172466107374,0.49493243243243246,494868
12,1800,0.08848721447688607,653.6457804083103,0.01458890413113641,0.015324329574893061,0.518581081081081,520648
12,1900,0.08922692931766413,652.7161522431039,0.014317128070885875,0.015990096453425844,0.5574324324324325,546488
12,2000,0.0907368533343504,653.678130030954,0.014414481224880425,0.016506319429241377,0.5591216216216216,572305
12,2100,0.08789658626841468,647.2992362223971,0.013824943802548496,0.0158067823671924,0.5844594594594594,598186
12,2200,0.08925702613094272,648.0790021494723,0.0163448862083212,0.0163448862083212,0.575168918918919,624034
12,2300,0.08921916139036806,654.0101837974238,0.01350224991662052,0.01737383369498278,0.597972972972973,649817
12,2400,0.09063971046624912,653.4103856935952,0.013997009145234503,0.015770544553589172,0.6081081081081081,675658
12,2500,0.093450284776846,648.4232767625249,0.014186721302223088,0.015907047934182173,0.6097972972972973,701449
12,2600,0.09192185609687928,642.9754340084171,0.015469729979810205,0.015614742099891186,0.606418918918919,727179
12,2700,0.09243132158293887,652.5257615217284,0.013722314688338642,0.01584656867349352,0.6359797297297297,752989
12,2800,0.09284765357911393,645.9953772189917,0.015702265285846746,0.0159839432527729,0.6494932432432432,778715
12,2900,0.09422202015944099,644.9838203527669,0.014197745459663076,0.016621624763812543,0.6452702702702703,804453
12,3000,0.09473365500749345,652.2474052291287,0.015093679707370458,0.015909129058504765,0.652027027027027,830197
12,3100,0.09293815085612622,646.2425924744205,0.014232336473490134,0.016566192525210365,0.6596283783783784,855873
12,3200,0.0878233831743187,633.6352251923325,0.022351269900814374,0.022351269900814374,0.6587837837837838,881602
12,3300,0.0955624098632616,641.1020283894402,0.015402860278115167,0.015402860278115167,0.6638513513513513,907265
12,3400,0.0936534567184768,649.3026697753353,0.015260110805610185,0.015260110805610185,0.668918918918919,932877
12,3500,0.10139880213566149,655.6374343784498,0.01442825321705133,0.016108389206565536,0.6739864864864865,958524
12,3600,0.09571471575572871,633.8732819841923,0.017610065376184092,0.017820116771181154,0.6951013513513513,984151
12,3700,0.09960561310926722,637.4672875900908,0.0170057938176273,0.0170057938176273,0.7035472972972973,1009743
12,3800,0.10009360361718656,645.4194032915632,0.016941677327075792,0.018043318053816912,0.7128378378378378,1035284
12,3900,0.0984674278311984,635.6683870229622,0.014600674783474835,0.015872965148417083,0.7271959459459459,1060856
12,3999,0.09720261362644102,638.7361994561526,0.016177958514487674,0.01717172660531617,0.7331081081081081,1086192
