motion_key,num_frames,fps,airborne_frac,infeasible_frac,unsupported_force_N_p50,unsupported_force_N_p95,unsupported_force_N_max,unsupported_impulse_per_weight_s,max_tau_ratio_p95,torque_infeasible_frac,schema_version,robot_sha256,source_sha256,num_evaluable_frames,num_contact_free_frames,duration_s,body_weight_N,foot_gap_m_p50,foot_gap_m_p05,mean_contacts,max_tau_ratio_max,torque_saturated_frac,mjcf_path,thr_gap_m,thr_mu,thr_unsupported_force_frac
BMLmovi_Subject_22_F_MoSh_Subject_22_F_2_poses_120_jpos,150,50,0.0,0.0,0.0,21.514773912356517,38.608430977712764,0.021279843627756284,0.6113497958078057,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,720c95221f4809bbcb9bb9d852631a1fd7494b8ba26e2e93fb2d985783c17539,150,0,3.0,327.07660302000005,0.003545356486342876,-0.0005516487907983201,12.0,0.7244104165518166,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
BMLmovi_Subject_53_F_MoSh_Subject_53_F_17_poses_120_jpos,494,50,0.6032388663967612,0.6032388663967612,323.27469823518663,342.73472281733183,357.29693384247275,6.065399113287181,0.5972504004819935,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,a01167f4aeb80181791cb3b13fc67f52aebb4468c82cc00f7e54a438641b1366,494,298,9.88,327.07660302000005,0.08680339312192621,0.011384586724097236,2.4878542510121457,0.7660042656613726,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
BMLmovi_Subject_64_F_MoSh_Subject_64_F_9_poses_120_jpos,499,50,0.22845691382765532,0.1342685370741483,7.105427357601002e-15,334.5765173883829,353.8931526681982,1.4261888896330055,0.7438142386925174,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,ca3354c753370d2e4bfff270febac6dd4da237860cf5b0aec11e42b38a88278c,499,62,9.98,327.07660302000005,0.049955683545204334,0.01599344725495174,5.152304609218437,0.8073589830788283,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
CMU_02_02_02_poses_120_jpos,124,50,0.4435483870967742,0.4596774193548387,80.67217514155718,393.60287362317644,400.9562913886748,1.1743208108314473,0.8279260345170593,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,4300c8fd8a16d3b684a59c95d9905f54bf27b8cef08070205850404e7adde397,124,55,2.48,327.07660302000005,0.05799438455323597,0.004869469121563111,2.0806451612903225,0.9989009004613251,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
CMU_102_102_28_poses_120_jpos,293,50,0.7918088737201365,0.6689419795221843,300.2502388395389,497.3779464313251,593.5083198488362,4.825449965943359,0.7130623123662949,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,c5259dd2517d55724a75d9cd6ab33d7cb392f96172fab418ba3bf2c0083ba259,293,232,5.86,327.07660302000005,0.08520661650206422,0.03352592785064344,0.5631399317406144,1.0211393958893142,0.0034129692832764505,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
CMU_28_28_15_poses_120_jpos,1435,50,0.0,0.0,0.0,49.465192475904686,105.00299701235214,0.5260117997787099,0.6679505370187124,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,e125a7f301effe05bf2fc61edf96707b4ae043759bb1c1d190153e68497e188c,1435,0,28.7,327.07660302000005,0.02768422435743609,0.010685055840607508,8.064808362369337,0.7840241931195275,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
CMU_91_91_41_poses_120_jpos,210,50,0.2857142857142857,0.2,33.18757135747682,515.740805189,626.3909270891558,1.3303155814504117,1.1061835507832203,0.047619047619047616,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,1b78daa823545d14063bb2a064e8a2f1dbdf775676dc24414cc0757986a13da8,200,60,4.2,327.07660302000005,0.036693480560120825,0.0009739149573857466,5.314285714285714,1.3797833760239744,0.07142857142857142,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
CNRS_288_-12_L_1,369,50,0.6178861788617886,0.6341463414634146,262.2581599406856,416.074316162244,473.8552006915858,4.962272905503589,0.7834294751920028,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,35b6cd9a762a2492ba781ad0bbc20fb83e3c92dbf218e7e4e6e16c157ada3c1e,369,228,7.38,327.07660302000005,0.06985190317893777,0.011485170437967155,1.119241192411924,1.1828499270291264,0.02710027100271003,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
Eyes_Japan_Dataset_hamada_throw_toss-05-both_hands_over_heavy-hamada_poses_120_jpos,1500,50,0.0,0.0,0.0,33.91515256365833,97.43708734777422,0.5297615033340166,0.7931140117921552,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,4c3a8d3fabcfaa50b5b7d7398115fc4be591827c6330781ba1ab49a30dfaddc4,1500,0,30.0,327.07660302000005,0.019085055619661583,0.00451668472055211,7.83,1.03861655591676,0.0013333333333333333,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
Eyes_Japan_Dataset_shiono_gesture_etc-35-west_side-shiono_poses_120_jpos,1500,50,0.0013333333333333333,0.0013333333333333333,0.0,46.21575325065745,314.3081839349655,0.987490873456541,0.6788135009394705,0.0,1,15a330f1dbff68cdbeb8284be6162a857bdcd21a858f65a8617fb32d5115f209,57d532b23c462187a762b3ec4a0208069ad893a07d99d62bf90a674468d6a08d,1500,2,30.0,327.07660302000005,0.02795225803367805,0.0019218562378099122,7.212666666666666,0.9668715855081832,0.0,/home/robotixx/GR00T-WholeBodyControl/gear_sonic/data/assets/robot_description/mjcf/g1_29dof_rev_1_0.xml,0.06,0.7,0.5
