clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,5.067,0.07546,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.25,1.163,0.12018,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,4.732,0.07663,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.053,0.05755,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.63,0.06774,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.875,0.655,0.09386,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,4.865,0.13545,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.3,0.08077,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,3.87,0.09806,8,10.0,random
CMU_127_127_13_poses_120_jpos,1.0,0.75,0.0986,8,10.0,random
CMU_35_35_20_poses_120_jpos,1.0,0.375,0.08321,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.875,2.533,0.0785,8,10.0,random
CMU_16_16_35_poses_120_jpos,1.0,0.625,0.07861,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.583,0.12671,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.5,1.82,0.10961,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.522,0.1057,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,3.395,0.09464,8,10.0,random
CMU_138_138_25_poses_120_jpos,0.75,1.42,0.08498,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,1.33,0.08963,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.125,1.345,0.10683,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,7.275,0.08369,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.5,5.058,0.06969,8,10.0,random
CMU_93_93_08_poses_60_jpos,0.875,4.633,0.06669,8,10.0,random
