clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,6.043,0.05826,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.25,1.155,0.09728,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.375,4.59,0.0752,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.112,0.06688,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.812,0.07152,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.375,0.395,0.18271,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,6.992,0.06985,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.235,0.13363,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,7.272,0.08791,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.5,0.52,0.14888,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.625,0.362,0.13988,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,2.738,0.10225,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.75,0.505,0.09752,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,1.137,0.13324,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.75,1.458,0.09724,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.5,2.027,0.08612,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.5,7.13,0.10149,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.677,0.06453,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,2.175,0.07696,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.5,1.7,0.09824,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,6.605,0.07708,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,6.423,0.08123,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,5.935,0.0686,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.0,1.635,0.09234,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,3.51,0.06429,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.19,0.07022,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,4.665,0.05944,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,3.047,0.06437,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.75,0.818,0.10732,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.375,0.318,0.13763,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.78,0.07575,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.75,1.093,0.11242,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.5,5.607,0.08924,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,1.62,0.07129,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,2.37,0.15846,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.875,5.567,0.05896,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.25,2.652,0.078,8,10.0,random
