clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.25,3.192,0.08672,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.5,1.012,0.11712,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.125,3.105,0.10967,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.625,1.068,0.07306,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.625,5.785,0.09417,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.5,0.468,0.17062,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.25,2.647,0.10222,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.2,0.10764,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,1.458,0.10507,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.5,0.578,0.14087,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.625,0.475,0.12702,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,1.68,0.10898,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.48,0.09175,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.405,0.12531,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.25,0.715,0.14818,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,1.167,0.10971,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,2.44,0.12679,8,10.0,random
CMU_138_138_25_poses_120_jpos,0.625,1.387,0.07897,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.375,0.823,0.14336,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.125,1.127,0.13036,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,3.033,0.12152,8,10.0,random
