clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.5,5.657,0.0685,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.125,2.375,0.09764,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.4,0.09011,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.177,0.04501,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.933,0.07213,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.875,0.812,0.12405,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,4.833,0.05478,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.868,0.08194,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,4.027,0.10409,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.5,0.628,0.14313,8,10.0,random
CMU_35_35_20_poses_120_jpos,1.0,0.73,0.09405,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,2.345,0.10892,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.568,0.1015,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,0.838,0.13221,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.91,0.12587,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.945,0.08897,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.25,5.413,0.09809,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.115,0.06498,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,1.305,0.07499,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.375,1.13,0.10048,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,6.47,0.08675,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.375,3.125,0.07856,8,10.0,random
CMU_93_93_08_poses_60_jpos,0.875,5.928,0.06873,8,10.0,random
