clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,5.08,0.0785,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.375,1.855,0.11165,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,5.495,0.07717,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.745,0.07866,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.875,8.688,0.09504,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.125,0.275,0.38072,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.875,4.433,0.07364,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.333,0.10764,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.75,8.092,0.0797,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.625,0.512,0.1234,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.125,0.328,0.23269,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,2.215,0.12104,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.25,0.415,0.15753,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.5,0.838,0.10858,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.357,0.12185,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,0.818,0.12784,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.375,6.027,0.11168,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.808,0.07505,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,0.662,0.10546,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.625,1.425,0.10241,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.75,6.803,0.09545,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,5.178,0.08676,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,3.765,0.06977,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.5,0.75,0.1012,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.625,4.522,0.07906,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,1.545,0.06992,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,4.87,0.07639,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,1.685,0.07105,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.75,0.733,0.14334,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.75,0.34,0.11612,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.5,0.34,0.08707,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.75,0.667,0.10316,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,3.812,0.09983,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.875,2.303,0.10864,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.125,3.085,0.09429,8,10.0,random
CMU_91_91_04_poses_120_jpos,1.0,6.6,0.07532,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,3.41,0.09341,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,2.51,0.09069,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.0,0.268,0.20156,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.5,1.62,0.0815,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.375,0.19,0.20804,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,1.0,9.127,0.0858,8,10.0,random
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,1.205,0.08738,8,10.0,random
