clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,4.037,0.07475,8,10.0,random,0.00063,0.03448,0.00862
CMU_102_102_29_poses_120_jpos,0.5,1.758,0.08741,8,10.0,random,0.00314,0.0431,0.02586
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.375,4.833,0.08323,8,10.0,random,0.00048,0.03017,0.02586
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.117,0.04405,8,10.0,random,0.00152,0.0431,0.0431
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,9.07,0.07517,8,10.0,random,0.00056,0.03448,0.00862
CMU_35_35_24_poses_120_jpos,0.75,0.408,0.10038,8,10.0,random,0.00663,0.03879,0.03017
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,8.842,0.07309,8,10.0,random,0.00032,0.03017,0.01293
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.5,0.888,0.07021,8,10.0,random,0.00074,0.02155,0.02155
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,6.078,0.10276,8,10.0,random,0.00333,0.05603,0.01724
CMU_127_127_13_poses_120_jpos,1.0,0.835,0.09651,8,10.0,random,0.00791,0.0431,0.03017
CMU_35_35_20_poses_120_jpos,1.0,0.642,0.09228,8,10.0,random,0.00669,0.03448,0.01724
CMU_18_19_Justin_18_03_poses_120_jpos,0.375,0.935,0.1016,8,10.0,random,0.00301,0.03017,0.01293
CMU_16_16_35_poses_120_jpos,1.0,0.598,0.08516,8,10.0,random,0.00562,0.03448,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.355,0.10945,8,10.0,random,0.00174,0.0431,0.02586
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.68,0.09515,8,10.0,random,0.00175,0.03879,0.02586
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.375,2.393,0.0802,8,10.0,random,0.00056,0.01724,0.01293
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.375,8.172,0.09063,8,10.0,random,0.0004,0.02586,0.00862
CMU_138_138_25_poses_120_jpos,1.0,1.568,0.06712,8,10.0,random,0.00107,0.02155,0.00431
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,1.62,0.09711,8,10.0,random,0.0017,0.0431,0.03448
CMU_88_88_10_poses_60_jpos,0.625,1.603,0.09938,8,10.0,random,0.00166,0.02155,0.00431
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,8.418,0.08157,8,10.0,random,0.00088,0.0431,0.02586
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,4.067,0.08647,8,10.0,random,0.00234,0.04741,0.01724
CMU_93_93_08_poses_60_jpos,0.875,3.585,0.06535,8,10.0,random,0.00037,0.03017,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.625,1.258,0.09581,8,10.0,random,0.00362,0.03448,0.02155
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.875,5.41,0.07313,8,10.0,random,0.00099,0.03879,0.02155
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,3.165,0.07953,8,10.0,random,0.00013,0.00862,0.00431
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.377,0.06412,8,10.0,random,0.00167,0.03879,0.00862
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.253,0.06703,8,10.0,random,0.00089,0.03017,0.02155
CMU_35_35_18_poses_120_jpos,1.0,0.835,0.09218,8,10.0,random,0.00628,0.03017,0.00862
CMU_35_35_26_poses_120_jpos,0.625,0.628,0.132,8,10.0,random,0.00497,0.03879,0.03448
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.693,0.07161,8,10.0,random,0.00094,0.02155,0.01724
