clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.5,5.718,0.06935,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.0,2.28,0.09294,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,6.888,0.07442,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.875,1.857,0.06942,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,7.123,0.06001,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.75,0.557,0.10674,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,7.402,0.06858,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.263,0.10194,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.625,7.81,0.11131,8,10.0,random
CMU_127_127_13_poses_120_jpos,1.0,0.812,0.09177,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.875,0.46,0.10058,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.375,1.7,0.09398,8,10.0,random
CMU_16_16_35_poses_120_jpos,1.0,0.858,0.08875,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.502,0.12572,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.875,2.777,0.08221,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.035,0.09401,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.5,7.64,0.09838,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.295,0.06549,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,1.367,0.07927,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.375,1.333,0.09084,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,6.875,0.07485,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.5,5.317,0.11184,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,3.465,0.05766,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,2.238,0.09776,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,5.22,0.06019,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,1.8,0.05833,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,4.085,0.05464,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,5.373,0.06331,8,10.0,random
CMU_35_35_18_poses_120_jpos,1.0,0.705,0.09318,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.75,0.48,0.11144,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.52,0.11479,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.875,1.002,0.08241,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,7.518,0.08241,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,1.475,0.06618,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,3.235,0.10213,8,10.0,random
CMU_91_91_04_poses_120_jpos,1.0,7.383,0.06068,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,2.285,0.08988,8,10.0,random
