clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.625,7.197,0.06929,8,10.0,random,0.00051,0.02586,0.01293
CMU_102_102_29_poses_120_jpos,0.0,1.478,0.11151,8,10.0,random,0.0021,0.02586,0.00862
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,3.12,0.08335,8,10.0,random,0.00089,0.03017,0.02155
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.675,0.06065,8,10.0,random,0.00084,0.01724,0.00862
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,7.888,0.07479,8,10.0,random,0.00021,0.03017,0.01724
CMU_35_35_24_poses_120_jpos,0.25,0.46,0.1855,8,10.0,random,0.00505,0.02586,0.00431
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,6.572,0.09146,8,10.0,random,0.00072,0.03017,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.787,0.0959,8,10.0,random,0.00228,0.01724,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,4.41,0.10909,8,10.0,random,0.00171,0.02586,0.0
CMU_127_127_13_poses_120_jpos,0.625,0.623,0.14619,8,10.0,random,0.00664,0.0431,0.01293
CMU_35_35_20_poses_120_jpos,0.375,0.46,0.12725,8,10.0,random,0.00368,0.02155,0.00862
CMU_18_19_Justin_18_03_poses_120_jpos,0.5,1.288,0.09566,8,10.0,random,0.00165,0.03017,0.01293
CMU_16_16_35_poses_120_jpos,0.625,0.503,0.11926,8,10.0,random,0.00525,0.02586,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.248,0.12184,8,10.0,random,0.00191,0.02586,0.00862
CMU_20_21_rory1_20_10_poses_120_jpos,0.125,1.542,0.10904,8,10.0,random,0.00213,0.03879,0.02155
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.3,0.10802,8,10.0,random,0.0017,0.03448,0.01293
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,5.595,0.10771,8,10.0,random,0.00074,0.03017,0.01293
CMU_138_138_25_poses_120_jpos,1.0,1.265,0.07315,8,10.0,random,0.00112,0.01724,0.0
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,1.788,0.07194,8,10.0,random,0.00031,0.02155,0.01724
CMU_88_88_10_poses_60_jpos,0.375,0.91,0.09374,8,10.0,random,0.00114,0.02586,0.01724
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,6.748,0.07905,8,10.0,random,0.00061,0.0431,0.02586
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,3.223,0.07962,8,10.0,random,0.00039,0.01293,0.01293
CMU_93_93_08_poses_60_jpos,1.0,4.675,0.06945,8,10.0,random,0.00013,0.02155,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.25,1.08,0.15728,8,10.0,random,0.00159,0.02586,0.01724
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.875,3.215,0.06696,8,10.0,random,0.00062,0.02155,0.00431
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,1.46,0.0529,8,10.0,random,0.00025,0.01293,0.00431
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.75,3.69,0.07468,8,10.0,random,0.0017,0.03448,0.00431
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,3.49,0.0767,8,10.0,random,0.0012,0.03879,0.02586
CMU_35_35_18_poses_120_jpos,0.5,0.588,0.13763,8,10.0,random,0.00463,0.03017,0.01724
CMU_35_35_26_poses_120_jpos,0.5,0.44,0.14836,8,10.0,random,0.00883,0.03017,0.01293
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.672,0.08366,8,10.0,random,0.00613,0.03879,0.03448
CMU_108_108_18_poses_120_jpos,0.75,0.71,0.12722,8,10.0,random,0.00933,0.03879,0.02586
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,2.19,0.1059,8,10.0,random,0.0013,0.03879,0.02586
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,1.82,0.08832,8,10.0,random,0.00048,0.01724,0.01293
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.375,1.788,0.07202,8,10.0,random,0.00223,0.02586,0.01293
CMU_91_91_04_poses_120_jpos,0.625,3.863,0.08348,8,10.0,random,0.00102,0.03448,0.03017
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.25,2.587,0.09313,8,10.0,random,0.00016,0.01724,0.00862
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,3.823,0.092,8,10.0,random,0.00034,0.02155,0.01724
CMU_138_138_10_poses_120_jpos,0.125,0.555,0.10972,8,10.0,random,0.00154,0.01724,0.00862
CMU_106_106_04_poses_60_jpos,0.375,2.478,0.09586,8,10.0,random,0.00425,0.03448,0.0
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.5,0.797,0.09871,8,10.0,random,0.00036,0.01724,0.01724
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.875,7.652,0.09955,8,10.0,random,0.00118,0.03017,0.00431
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,2.027,0.08696,8,10.0,random,0.00019,0.01724,0.00431
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,3.337,0.05559,8,10.0,random,0.0004,0.02586,0.01293
ACCAD_s007_QkWalk1_poses_120_jpos,0.625,1.435,0.11425,8,10.0,random,0.00156,0.02586,0.00431
CMU_78_78_31_poses_120_jpos,0.25,1.242,0.11045,8,10.0,random,0.00255,0.03017,0.01724
CMU_76_76_03_poses_120_jpos,0.0,1.242,0.11963,8,10.0,random,0.00055,0.03017,0.00431
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,3.065,0.04917,8,10.0,random,0.00013,0.01293,0.00862
