clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,5.343,0.09649,8,10.0,random,0.00203,0.03879,0.01293
CMU_102_102_29_poses_120_jpos,0.25,1.177,0.1053,8,10.0,random,0.00149,0.03017,0.01293
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.065,0.08392,8,10.0,random,0.00062,0.03448,0.01724
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.875,1.137,0.05336,8,10.0,random,0.00028,0.01724,0.01724
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,6.678,0.0731,8,10.0,random,0.00066,0.02155,0.00862
CMU_35_35_24_poses_120_jpos,0.375,0.41,0.19598,8,10.0,random,0.00956,0.03017,0.00862
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.875,6.885,0.07477,8,10.0,random,0.00082,0.02586,0.0
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.8,0.07225,8,10.0,random,0.0,0.0,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.25,3.185,0.10831,8,10.0,random,0.00292,0.03879,0.00862
CMU_127_127_13_poses_120_jpos,0.875,0.328,0.0885,8,10.0,random,0.0048,0.02586,0.02155
CMU_35_35_20_poses_120_jpos,0.625,0.453,0.15076,8,10.0,random,0.00443,0.02155,0.00431
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,1.46,0.11199,8,10.0,random,0.00132,0.03017,0.02155
CMU_16_16_35_poses_120_jpos,0.625,0.608,0.12704,8,10.0,random,0.00681,0.03879,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.5,1.595,0.07207,8,10.0,random,0.00053,0.01724,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,0.375,1.355,0.12626,8,10.0,random,0.00391,0.03879,0.02586
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,1.945,0.08191,8,10.0,random,0.00019,0.01293,0.00862
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,5.2,0.10862,8,10.0,random,0.00061,0.03448,0.00862
CMU_138_138_25_poses_120_jpos,1.0,1.635,0.06395,8,10.0,random,0.00055,0.01293,0.0
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,1.427,0.088,8,10.0,random,0.00134,0.01724,0.00431
CMU_88_88_10_poses_60_jpos,0.5,1.255,0.09889,8,10.0,random,0.00125,0.03017,0.02155
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,7.705,0.09978,8,10.0,random,0.00177,0.03879,0.01293
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,3.167,0.0826,8,10.0,random,0.00146,0.03448,0.00431
CMU_93_93_08_poses_60_jpos,1.0,4.777,0.07227,8,10.0,random,0.00041,0.02586,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.375,1.177,0.09916,8,10.0,random,0.00074,0.01724,0.00431
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,4.737,0.07187,8,10.0,random,0.00121,0.05172,0.02586
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,1.53,0.04806,8,10.0,random,0.00471,0.02586,0.02586
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.75,2.74,0.07361,8,10.0,random,0.00094,0.03448,0.02586
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.003,0.0776,8,10.0,random,0.00098,0.03017,0.00862
CMU_35_35_18_poses_120_jpos,0.625,0.605,0.12869,8,10.0,random,0.0104,0.0431,0.02155
CMU_35_35_26_poses_120_jpos,0.375,0.323,0.21356,8,10.0,random,0.00975,0.03879,0.02586
