clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,3.783,0.08846,8,10.0,random,0.00088,0.03448,0.02586
CMU_102_102_29_poses_120_jpos,0.375,2.02,0.09011,8,10.0,random,0.00259,0.03879,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,2.692,0.0801,8,10.0,random,0.00088,0.02586,0.01724
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.875,0.868,0.04616,8,10.0,random,0.00133,0.03448,0.03017
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.215,0.06939,8,10.0,random,0.00082,0.03448,0.02155
CMU_35_35_24_poses_120_jpos,0.5,0.463,0.20404,8,10.0,random,0.0123,0.0431,0.01724
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,3.975,0.08014,8,10.0,random,0.00081,0.0431,0.02586
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.5,0.708,0.06515,8,10.0,random,0.00132,0.03879,0.03879
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.5,5.895,0.11784,8,10.0,random,0.00356,0.0431,0.01293
CMU_127_127_13_poses_120_jpos,0.75,0.525,0.13719,8,10.0,random,0.0066,0.0431,0.03448
CMU_35_35_20_poses_120_jpos,0.875,0.628,0.09966,8,10.0,random,0.00372,0.03017,0.02155
CMU_18_19_Justin_18_03_poses_120_jpos,0.375,1.3,0.1306,8,10.0,random,0.0036,0.03017,0.01724
CMU_16_16_35_poses_120_jpos,0.75,0.448,0.09518,8,10.0,random,0.00731,0.03017,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.688,0.10624,8,10.0,random,0.00112,0.02155,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,0.75,1.83,0.09939,8,10.0,random,0.00352,0.0431,0.02586
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.375,2.715,0.08189,8,10.0,random,0.00059,0.02586,0.02155
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,3.363,0.10787,8,10.0,random,0.00056,0.01724,0.00862
CMU_138_138_25_poses_120_jpos,1.0,1.5,0.06758,8,10.0,random,0.00183,0.02586,0.01293
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.75,1.13,0.08863,8,10.0,random,0.00089,0.02155,0.01724
CMU_88_88_10_poses_60_jpos,0.25,0.743,0.10752,8,10.0,random,0.00118,0.02155,0.00862
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.375,7.463,0.0916,8,10.0,random,0.00062,0.03448,0.00862
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,3.377,0.0804,8,10.0,random,0.00192,0.0431,0.0
CMU_93_93_08_poses_60_jpos,1.0,4.07,0.06657,8,10.0,random,0.00079,0.03879,0.02586
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.5,1.91,0.07821,8,10.0,random,0.00069,0.02586,0.01724
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.75,4.558,0.07286,8,10.0,random,0.00137,0.03448,0.02586
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.385,0.06815,8,10.0,random,0.00059,0.03017,0.03017
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,5.28,0.06751,8,10.0,random,0.00075,0.04741,0.03879
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,3.533,0.06714,8,10.0,random,0.0015,0.03879,0.03017
CMU_35_35_18_poses_120_jpos,1.0,0.787,0.09282,8,10.0,random,0.00694,0.0431,0.01724
CMU_35_35_26_poses_120_jpos,0.875,0.547,0.10491,8,10.0,random,0.01216,0.05172,0.0431
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.75,0.853,0.07769,8,10.0,random,0.00078,0.02155,0.01724
CMU_108_108_18_poses_120_jpos,0.625,0.76,0.10611,8,10.0,random,0.00831,0.03017,0.00862
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.125,4.475,0.11462,8,10.0,random,0.00225,0.0431,0.01724
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.875,1.958,0.06765,8,10.0,random,0.00193,0.02586,0.01724
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.125,2.942,0.07319,8,10.0,random,0.00088,0.02586,0.00862
CMU_91_91_04_poses_120_jpos,0.625,5.353,0.08248,8,10.0,random,0.00111,0.0431,0.03017
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.375,3.5,0.07074,8,10.0,random,0.00037,0.02155,0.01293
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.125,5.793,0.08879,8,10.0,random,0.00023,0.02155,0.01293
CMU_138_138_10_poses_120_jpos,0.125,0.62,0.10301,8,10.0,random,0.0017,0.02586,0.01293
CMU_106_106_04_poses_60_jpos,0.625,1.963,0.09425,8,10.0,random,0.00566,0.05172,0.00862
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.375,0.63,0.09505,8,10.0,random,0.00126,0.03017,0.02586
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.875,8.345,0.08542,8,10.0,random,0.00075,0.03017,0.00862
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,1.248,0.06922,8,10.0,random,0.00114,0.02586,0.01724
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,5.66,0.06433,8,10.0,random,0.00054,0.05603,0.05603
ACCAD_s007_QkWalk1_poses_120_jpos,1.0,1.055,0.08693,8,10.0,random,0.00392,0.03448,0.01293
CMU_78_78_31_poses_120_jpos,0.25,1.785,0.10673,8,10.0,random,0.00204,0.04741,0.03448
CMU_76_76_03_poses_120_jpos,0.625,1.02,0.09903,8,10.0,random,0.00081,0.01724,0.0
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,6.475,0.05277,8,10.0,random,0.00021,0.03448,0.03448
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.75,8.9,0.07592,8,10.0,random,0.00073,0.03448,0.00431
CMU_108_108_16_poses_120_jpos,0.5,0.87,0.10362,8,10.0,random,0.00598,0.03879,0.01293
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.375,6.56,0.08286,8,10.0,random,0.00195,0.04741,0.01724
DFaust_67_50020_50020_punching_poses_60_jpos,1.0,1.575,0.06777,8,10.0,random,0.00095,0.04741,0.0431
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,2.245,0.0471,8,10.0,random,0.00094,0.05172,0.05172
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.625,4.192,0.07153,8,10.0,random,0.00093,0.03448,0.02586
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,1.0,7.5,0.06238,8,10.0,random,0.00041,0.03448,0.01724
CMU_139_139_11_poses_60_jpos,1.0,2.445,0.06187,8,10.0,random,0.00056,0.02586,0.01293
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.75,2.558,0.08479,8,10.0,random,0.00155,0.03879,0.03017
KIT_379_push_recovery_left05_poses_100_jpos,1.0,3.868,0.05288,8,10.0,random,0.00036,0.03017,0.02155
CMU_122_122_55_poses_120_jpos,1.0,3.97,0.06799,8,10.0,random,0.00037,0.02586,0.02155
CMU_144_144_04_poses_120_jpos,0.625,9.393,0.07836,8,10.0,random,0.00044,0.03448,0.01724
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.75,8.375,0.06994,8,10.0,random,0.00027,0.02586,0.00862
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,1.0,2.638,0.06063,8,10.0,random,0.00016,0.01724,0.01293
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.728,0.05181,8,10.0,random,0.00087,0.03017,0.02586
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.5,3.433,0.06939,8,10.0,random,0.00114,0.03017,0.01724
CMU_122_122_15_poses_120_jpos,1.0,1.825,0.04985,8,10.0,random,0.00019,0.01293,0.01293
KIT_513_kick07_poses_100_jpos,0.625,1.683,0.05689,8,10.0,random,0.0006,0.02586,0.02586
GRAB_s3_eyeglasses_clean_1,1.0,4.062,0.04504,8,10.0,random,0.00082,0.04741,0.04741
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.75,1.425,0.09761,8,10.0,random,0.00227,0.05603,0.03879
KIT_425_bend_left06_poses_100_jpos,1.0,2.498,0.06154,8,10.0,random,0.00032,0.02155,0.02155
KIT_424_walking_fast08_poses_100_jpos,1.0,3.07,0.04822,8,10.0,random,0.00022,0.01724,0.00862
GRAB_s7_stapler_staple_1,1.0,5.133,0.05355,8,10.0,random,0.00019,0.03448,0.03017
CMU_122_122_03_poses_120_jpos,0.125,1.7,0.10387,8,10.0,random,0.00237,0.02155,0.00862
GRAB_s3_waterbottle_pick_all,1.0,7.088,0.05872,8,10.0,random,0.00017,0.03017,0.02586
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,1.907,0.06856,8,10.0,random,0.00039,0.01724,0.00431
KIT_3_seesaw07_poses_100_jpos,0.875,3.15,0.08003,8,10.0,random,0.00028,0.00862,0.0
CMU_137_137_36_poses_120_jpos,1.0,6.815,0.07057,8,10.0,random,0.0005,0.03448,0.01293
KIT_8_RightTurn03_poses_100_jpos,1.0,2.333,0.05033,8,10.0,random,0.00018,0.01293,0.00862
KIT_424_seesaw04_poses_100_jpos,1.0,4.91,0.06164,8,10.0,random,0.00033,0.04741,0.03879
KIT_3_walking_medium08_poses_100_jpos,1.0,2.502,0.05327,8,10.0,random,0.00016,0.01293,0.01293
