clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.75,5.72,0.06923,8,10.0,random,0.00116,0.04741,0.03448
CMU_102_102_29_poses_120_jpos,0.0,2.36,0.11698,8,10.0,random,0.00498,0.04741,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,5.522,0.07903,8,10.0,random,0.00056,0.02155,0.00431
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.738,0.05178,8,10.0,random,0.00129,0.03879,0.03879
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,7.312,0.05688,8,10.0,random,0.00043,0.0431,0.03448
CMU_35_35_24_poses_120_jpos,0.875,0.393,0.13804,8,10.0,random,0.01296,0.0431,0.02586
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,7.13,0.06793,8,10.0,random,0.00079,0.03448,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.375,0.922,0.08207,8,10.0,random,0.00131,0.03448,0.03017
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.625,8.345,0.0868,8,10.0,random,0.00027,0.03017,0.00431
CMU_127_127_13_poses_120_jpos,0.75,0.86,0.13104,8,10.0,random,0.00668,0.03448,0.01724
CMU_35_35_20_poses_120_jpos,0.75,0.61,0.12643,8,10.0,random,0.00867,0.03017,0.01293
CMU_18_19_Justin_18_03_poses_120_jpos,0.0,0.527,0.14117,8,10.0,random,0.00175,0.02586,0.01293
CMU_16_16_35_poses_120_jpos,0.375,0.628,0.14684,8,10.0,random,0.00808,0.05172,0.03879
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.17,0.09239,8,10.0,random,0.00204,0.03017,0.01724
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.24,0.08638,8,10.0,random,0.00189,0.03448,0.02155
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,3.013,0.09287,8,10.0,random,0.00172,0.01724,0.01293
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,4.583,0.10234,8,10.0,random,0.00074,0.03448,0.02155
CMU_138_138_25_poses_120_jpos,1.0,1.2,0.06142,8,10.0,random,0.00053,0.02586,0.02155
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,1.505,0.07678,8,10.0,random,0.00154,0.03879,0.03448
CMU_88_88_10_poses_60_jpos,0.25,0.853,0.11388,8,10.0,random,0.00183,0.03879,0.02586
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.75,5.942,0.07861,8,10.0,random,0.00102,0.0431,0.02155
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,3.252,0.07812,8,10.0,random,0.00353,0.06897,0.01293
CMU_93_93_08_poses_60_jpos,1.0,3.123,0.05405,8,10.0,random,0.00076,0.03879,0.02586
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.375,1.288,0.10646,8,10.0,random,0.00215,0.03017,0.01293
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,5.793,0.06328,8,10.0,random,0.00077,0.05172,0.05172
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,3.183,0.08535,8,10.0,random,0.00039,0.03879,0.03879
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,2.83,0.05146,8,10.0,random,0.00121,0.03879,0.03448
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,4.485,0.07249,8,10.0,random,0.00134,0.0431,0.02586
CMU_35_35_18_poses_120_jpos,1.0,0.598,0.09327,8,10.0,random,0.00636,0.03448,0.01724
CMU_35_35_26_poses_120_jpos,0.75,0.468,0.10921,8,10.0,random,0.0132,0.0431,0.03017
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.86,0.05511,8,10.0,random,0.00082,0.01724,0.00862
CMU_108_108_18_poses_120_jpos,0.875,0.88,0.09154,8,10.0,random,0.00771,0.03879,0.02155
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,7.135,0.0878,8,10.0,random,0.00203,0.05172,0.00862
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.208,0.08123,8,10.0,random,0.00064,0.03879,0.03879
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.5,4.205,0.05927,8,10.0,random,0.00074,0.03879,0.03448
CMU_91_91_04_poses_120_jpos,0.5,5.255,0.08987,8,10.0,random,0.00122,0.03879,0.01293
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.5,2.837,0.08095,8,10.0,random,0.00038,0.02155,0.00862
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.125,4.71,0.07924,8,10.0,random,6e-05,0.00862,0.00431
CMU_138_138_10_poses_120_jpos,0.375,1.595,0.09194,8,10.0,random,0.00375,0.03879,0.01724
CMU_106_106_04_poses_60_jpos,0.625,4.473,0.0776,8,10.0,random,0.00234,0.05603,0.00431
