clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.5,5.438,0.06444,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.25,1.66,0.11311,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,4.168,0.08497,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.463,0.05642,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,9.713,0.07324,8,10.0,random
CMU_35_35_24_poses_120_jpos,1.0,0.672,0.10336,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,7.373,0.06266,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.388,0.08028,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.5,5.827,0.08156,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.75,0.677,0.11421,8,10.0,random
CMU_35_35_20_poses_120_jpos,1.0,0.48,0.08702,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.75,3.113,0.07243,8,10.0,random
CMU_16_16_35_poses_120_jpos,1.0,0.715,0.08397,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,1.89,0.07562,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.7,0.10716,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.375,1.833,0.09766,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.625,8.49,0.09015,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.448,0.06124,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,0.885,0.09622,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.125,1.2,0.10293,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,6.763,0.08502,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.625,4.66,0.07714,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,5.75,0.06262,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.25,1.738,0.08552,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,4.595,0.05767,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.212,0.07092,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.875,3.725,0.05769,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.245,0.06404,8,10.0,random
CMU_35_35_18_poses_120_jpos,1.0,0.705,0.08608,8,10.0,random
CMU_35_35_26_poses_120_jpos,1.0,0.625,0.08984,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,1.0,0.662,0.03823,8,10.0,random
CMU_108_108_18_poses_120_jpos,1.0,1.355,0.09111,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,7.185,0.0901,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.297,0.0719,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.375,2.39,0.21003,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.875,8.293,0.06874,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,3.85,0.08051,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,3.515,0.07827,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.0,0.565,0.14131,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.5,3.248,0.08299,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.5,0.458,0.09051,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.875,8.475,0.0874,8,10.0,random
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.75,1.518,0.07772,8,10.0,random
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,4.71,0.06402,8,10.0,random
ACCAD_s007_QkWalk1_poses_120_jpos,0.875,1.198,0.08086,8,10.0,random
CMU_78_78_31_poses_120_jpos,0.375,2.127,0.10156,8,10.0,random
CMU_76_76_03_poses_120_jpos,0.0,1.42,0.08096,8,10.0,random
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,4.572,0.05421,8,10.0,random
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,1.0,8.13,0.07041,8,10.0,random
CMU_108_108_16_poses_120_jpos,0.625,0.7,0.09211,8,10.0,random
SFU_0015_0015_BasicKendo001_poses_120_jpos,1.0,10.0,0.07248,8,10.0,random
DFaust_67_50020_50020_punching_poses_60_jpos,0.375,0.785,0.08107,8,10.0,random
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,1.867,0.03748,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,1.0,8.27,0.05429,8,10.0,random
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,1.0,8.65,0.05995,8,10.0,random
CMU_139_139_11_poses_60_jpos,1.0,3.243,0.06819,8,10.0,random
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.875,2.805,0.05847,8,10.0,random
