clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,0.573,0.15608,8,10.0,random,0.00066,0.02155,0.02155
CMU_102_102_29_poses_120_jpos,0.125,0.46,0.16321,8,10.0,random,0.00069,0.01293,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.0,0.583,0.14937,8,10.0,random,0.00087,0.00862,0.00862
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.125,0.275,0.09786,8,10.0,random,0.00072,0.00431,0.00431
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.0,0.895,0.13285,8,10.0,random,0.0001,0.00431,0.00431
CMU_35_35_24_poses_120_jpos,0.125,0.168,0.31753,8,10.0,random,0.00093,0.00862,0.00862
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.0,0.47,0.17401,8,10.0,random,0.00081,0.00862,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.24,0.14129,8,10.0,random,0.00165,0.01293,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,0.258,0.23519,8,10.0,random,0.00294,0.02586,0.02586
CMU_127_127_13_poses_120_jpos,0.375,0.225,0.21862,8,10.0,random,0.0,0.0,0.0
CMU_35_35_20_poses_120_jpos,0.125,0.198,0.24912,8,10.0,random,0.00039,0.00431,0.00431
CMU_18_19_Justin_18_03_poses_120_jpos,0.0,0.445,0.13415,8,10.0,random,0.00111,0.01293,0.01293
CMU_16_16_35_poses_120_jpos,0.0,0.19,0.29947,8,10.0,random,0.00198,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.0,0.647,0.18312,8,10.0,random,0.0,0.0,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,0.0,0.273,0.12124,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,0.672,0.22949,8,10.0,random,0.00094,0.01724,0.01724
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,0.517,0.17062,8,10.0,random,0.00026,0.00862,0.00862
CMU_138_138_25_poses_120_jpos,0.375,0.375,0.134,8,10.0,random,0.00013,0.00431,0.00431
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.375,0.713,0.17722,8,10.0,random,0.00086,0.02586,0.02586
CMU_88_88_10_poses_60_jpos,0.0,0.193,0.15499,8,10.0,random,0.0014,0.01293,0.01293
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,0.64,0.1889,8,10.0,random,0.00028,0.00862,0.00431
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,0.458,0.15677,8,10.0,random,0.00031,0.01293,0.01293
CMU_93_93_08_poses_60_jpos,0.0,0.723,0.11918,8,10.0,random,0.00048,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,0.508,0.24414,8,10.0,random,0.0,0.0,0.0
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.125,0.39,0.12204,8,10.0,random,0.0,0.0,0.0
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.25,0.89,0.10717,8,10.0,random,0.00044,0.01724,0.01724
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.25,0.547,0.1148,8,10.0,random,0.00077,0.00862,0.00862
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.0,0.367,0.15361,8,10.0,random,0.00045,0.00862,0.00862
CMU_35_35_18_poses_120_jpos,0.5,0.2,0.14616,8,10.0,random,0.00056,0.00862,0.00862
CMU_35_35_26_poses_120_jpos,0.125,0.165,0.2651,8,10.0,random,0.00054,0.00862,0.00862
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.125,0.145,0.15822,8,10.0,random,0.00162,0.01293,0.01293
CMU_108_108_18_poses_120_jpos,0.125,0.32,0.24228,8,10.0,random,0.0002,0.00431,0.00431
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,0.385,0.17727,8,10.0,random,0.00072,0.00431,0.00431
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.0,0.383,0.1345,8,10.0,random,0.00123,0.01724,0.01724
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,0.49,0.17586,8,10.0,random,0.00169,0.00862,0.00862
CMU_91_91_04_poses_120_jpos,0.0,0.725,0.17915,8,10.0,random,0.00058,0.02155,0.02155
