clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,1.643,0.1193,8,10.0,random,0.00029,0.01724,0.00862
CMU_102_102_29_poses_120_jpos,0.375,0.905,0.10444,8,10.0,random,0.00175,0.01724,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.375,1.703,0.1069,8,10.0,random,0.00022,0.00431,0.0
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.152,0.07548,8,10.0,random,0.00076,0.01293,0.00862
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.875,8.33,0.08854,8,10.0,random,0.00075,0.03879,0.03017
CMU_35_35_24_poses_120_jpos,0.125,0.375,0.27587,8,10.0,random,0.01081,0.03017,0.00431
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.25,4.67,0.0975,8,10.0,random,0.00127,0.03448,0.02155
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.305,0.184,8,10.0,random,0.00155,0.01293,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,1.792,0.10313,8,10.0,random,0.00233,0.01724,0.01293
CMU_127_127_13_poses_120_jpos,0.375,0.625,0.18732,8,10.0,random,0.01206,0.03448,0.00431
CMU_35_35_20_poses_120_jpos,0.375,0.453,0.15745,8,10.0,random,0.00961,0.0431,0.03448
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,0.89,0.12706,8,10.0,random,0.00129,0.01724,0.00431
CMU_16_16_35_poses_120_jpos,0.125,0.503,0.19208,8,10.0,random,0.01124,0.03448,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.06,0.17219,8,10.0,random,0.00272,0.02586,0.00431
CMU_20_21_rory1_20_10_poses_120_jpos,0.125,0.828,0.14602,8,10.0,random,0.00528,0.02155,0.0
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.855,0.10629,8,10.0,random,0.00098,0.03017,0.01724
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,5.173,0.12043,8,10.0,random,0.00113,0.02586,0.00431
CMU_138_138_25_poses_120_jpos,1.0,1.078,0.06752,8,10.0,random,0.00396,0.02586,0.00431
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.625,1.183,0.09201,8,10.0,random,0.00105,0.02155,0.00862
CMU_88_88_10_poses_60_jpos,0.125,1.252,0.12991,8,10.0,random,0.00154,0.03448,0.02155
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,3.968,0.11339,8,10.0,random,0.00233,0.03017,0.00431
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.0,2.942,0.10384,8,10.0,random,0.00017,0.01293,0.00862
CMU_93_93_08_poses_60_jpos,0.625,3.547,0.08634,8,10.0,random,0.00182,0.03017,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.0,2.493,0.09442,8,10.0,random,0.00189,0.03017,0.00862
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.5,2.885,0.09369,8,10.0,random,0.00143,0.03448,0.01293
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.75,1.94,0.08012,8,10.0,random,0.00107,0.03017,0.00862
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.75,2.43,0.07594,8,10.0,random,0.0007,0.01724,0.00862
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.125,2.393,0.11687,8,10.0,random,0.00263,0.03017,0.00431
CMU_35_35_18_poses_120_jpos,0.25,0.552,0.16221,8,10.0,random,0.01403,0.05172,0.02155
CMU_35_35_26_poses_120_jpos,0.125,0.41,0.25986,8,10.0,random,0.01383,0.03448,0.0
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.875,0.512,0.05747,8,10.0,random,0.00063,0.01724,0.01724
CMU_108_108_18_poses_120_jpos,0.5,0.517,0.13301,8,10.0,random,0.0089,0.03448,0.02155
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.5,2.605,0.12368,8,10.0,random,0.00148,0.03448,0.01724
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.5,0.917,0.08591,8,10.0,random,0.00035,0.01293,0.00862
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.125,2.252,0.10198,8,10.0,random,0.00029,0.01724,0.00862
CMU_91_91_04_poses_120_jpos,0.125,3.205,0.10966,8,10.0,random,0.00193,0.03017,0.00862
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,1.062,0.15722,8,10.0,random,0.00157,0.01724,0.00862
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.125,3.238,0.09617,8,10.0,random,0.00024,0.01293,0.01293
CMU_138_138_10_poses_120_jpos,0.25,0.228,0.18872,8,10.0,random,0.00415,0.01724,0.00431
CMU_106_106_04_poses_60_jpos,0.125,1.387,0.08587,8,10.0,random,0.00021,0.00862,0.00431
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.0,0.17,0.18242,8,10.0,random,0.0014,0.00862,0.00862
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.0,3.49,0.1332,8,10.0,random,0.00206,0.02586,0.0
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.25,0.535,0.11596,8,10.0,random,0.00103,0.01724,0.01293
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,0.875,4.0,0.07368,8,10.0,random,0.00014,0.00431,0.0
ACCAD_s007_QkWalk1_poses_120_jpos,0.625,0.698,0.12776,8,10.0,random,0.00268,0.02155,0.00862
CMU_78_78_31_poses_120_jpos,0.25,0.865,0.11383,8,10.0,random,0.00158,0.02155,0.01293
CMU_76_76_03_poses_120_jpos,0.0,1.353,0.11301,8,10.0,random,0.00059,0.02586,0.00862
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,0.625,3.488,0.07002,8,10.0,random,5e-05,0.00431,0.0
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.0,1.95,0.11346,8,10.0,random,0.0032,0.01724,0.0
CMU_108_108_16_poses_120_jpos,0.125,0.59,0.16219,8,10.0,random,0.00431,0.02586,0.00862
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.125,2.025,0.07565,8,10.0,random,0.00103,0.03879,0.03017
DFaust_67_50020_50020_punching_poses_60_jpos,0.375,1.12,0.12416,8,10.0,random,0.00074,0.01293,0.01293
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,0.875,2.23,0.06025,8,10.0,random,0.00036,0.01724,0.00431
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.5,2.882,0.08517,8,10.0,random,0.00017,0.01293,0.00431
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,0.0,3.275,0.11312,8,10.0,random,0.0011,0.02155,0.00862
CMU_139_139_11_poses_60_jpos,0.25,0.733,0.12136,8,10.0,random,0.00226,0.01724,0.0
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.25,2.408,0.13558,8,10.0,random,0.0026,0.03017,0.03017
KIT_379_push_recovery_left05_poses_100_jpos,1.0,1.785,0.0481,8,10.0,random,0.00013,0.00862,0.0
CMU_122_122_55_poses_120_jpos,1.0,2.757,0.07358,8,10.0,random,0.00027,0.02155,0.01724
CMU_144_144_04_poses_120_jpos,0.125,5.945,0.09316,8,10.0,random,0.00071,0.02586,0.01293
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.25,4.675,0.08578,8,10.0,random,0.0008,0.01293,0.00431
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,0.625,2.198,0.07823,8,10.0,random,0.0005,0.01724,0.00431
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.73,0.04846,8,10.0,random,0.00021,0.02155,0.02155
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.5,1.915,0.08547,8,10.0,random,0.00083,0.02155,0.01724
CMU_122_122_15_poses_120_jpos,0.5,1.308,0.07941,8,10.0,random,0.00033,0.00862,0.00431
KIT_513_kick07_poses_100_jpos,0.75,2.325,0.06621,8,10.0,random,0.00019,0.00862,0.0
GRAB_s3_eyeglasses_clean_1,1.0,4.362,0.06505,8,10.0,random,3e-05,0.00431,0.0
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.0,0.693,0.2029,8,10.0,random,0.00485,0.02586,0.00431
KIT_425_bend_left06_poses_100_jpos,1.0,2.86,0.08189,8,10.0,random,0.00069,0.02586,0.00862
KIT_424_walking_fast08_poses_100_jpos,0.875,3.053,0.06633,8,10.0,random,0.00051,0.02586,0.01293
GRAB_s7_stapler_staple_1,1.0,3.845,0.07036,8,10.0,random,0.00012,0.01724,0.01293
CMU_122_122_03_poses_120_jpos,0.5,1.185,0.09434,8,10.0,random,0.0,0.0,0.0
GRAB_s3_waterbottle_pick_all,0.875,8.24,0.07312,8,10.0,random,0.00077,0.02155,0.01293
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,3.373,0.0769,8,10.0,random,0.00056,0.02155,0.00431
KIT_3_seesaw07_poses_100_jpos,0.75,3.732,0.08303,8,10.0,random,0.00052,0.01724,0.00431
CMU_137_137_36_poses_120_jpos,0.75,6.98,0.07755,8,10.0,random,0.00062,0.02586,0.02155
KIT_8_RightTurn03_poses_100_jpos,1.0,3.268,0.06497,8,10.0,random,0.00042,0.03017,0.02155
KIT_424_seesaw04_poses_100_jpos,0.375,2.833,0.08419,8,10.0,random,0.0003,0.01724,0.01293
KIT_3_walking_medium08_poses_100_jpos,1.0,2.942,0.05911,8,10.0,random,0.00067,0.02586,0.01724
KIT_421_push_recovery_stand_left03_poses_100_jpos,1.0,5.15,0.05192,8,10.0,random,7e-05,0.01724,0.01293
GRAB_s6_mouse_pick_all,1.0,8.745,0.05123,8,10.0,random,9e-05,0.01293,0.00862
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,3.333,0.05702,8,10.0,random,0.00039,0.01293,0.00431
CMU_106_106_13_poses_60_jpos,0.625,1.232,0.05714,8,10.0,random,0.00012,0.00431,0.00431
GRAB_s4_apple_pick_all,1.0,5.732,0.07225,8,10.0,random,7e-05,0.02155,0.01293
GRAB_s6_spherelarge_pick_all,1.0,6.67,0.05744,8,10.0,random,1e-05,0.00431,0.00431
KIT_572_throw_left04_poses_100_jpos,0.875,1.268,0.04142,8,10.0,random,0.0005,0.00862,0.0
GRAB_s5_spherelarge_pick_all,1.0,8.495,0.0526,8,10.0,random,0.00011,0.01293,0.00862
GRAB_s8_toruslarge_inspect_1,1.0,3.993,0.06416,8,10.0,random,0.00028,0.02155,0.01293
GRAB_s9_stapler_pass_1,0.875,2.525,0.07572,8,10.0,random,5e-05,0.00431,0.00431
GRAB_s1_toothpaste_pick_all,1.0,8.607,0.05346,8,10.0,random,5e-05,0.01724,0.01724
KIT_3_wave_left01_poses_100_jpos,0.5,0.983,0.07179,8,10.0,random,0.00042,0.00862,0.00431
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,1.0,8.095,0.07238,8,10.0,random,9e-05,0.02155,0.00862
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,1.0,7.833,0.05699,8,10.0,random,4e-05,0.02155,0.01724
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.0,0.468,0.11585,8,10.0,random,0.00021,0.00431,0.00431
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,1.0,3.195,0.04015,8,10.0,random,0.00033,0.00862,0.00431
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,1.0,2.587,0.05031,8,10.0,random,9e-05,0.01293,0.01293
KIT_969_Trial_30_poses_100_jpos,0.875,7.793,0.06884,8,10.0,random,0.00026,0.03017,0.00862
KIT_572_wipe_circular_left07_poses_100_jpos,1.0,2.777,0.04055,8,10.0,random,0.00056,0.02586,0.00862
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,1.0,2.135,0.0432,8,10.0,random,5e-05,0.00862,0.00862
KIT_291_shake_hand05_poses_100_jpos,1.0,2.54,0.04265,8,10.0,random,3e-05,0.00431,0.00431
