clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
KIT_421_push_recovery_stand_left03_poses_100_jpos,0.75,5.63,0.06005,8,10.0,random,2e-05,0.00431,0.00431
GRAB_s6_mouse_pick_all,1.0,7.945,0.04952,8,10.0,random,6e-05,0.00862,0.0
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,2.308,0.05651,8,10.0,random,0.00066,0.02586,0.02155
CMU_106_106_13_poses_60_jpos,1.0,4.072,0.06223,8,10.0,random,0.00016,0.01724,0.00862
GRAB_s4_apple_pick_all,1.0,6.518,0.07244,8,10.0,random,0.00013,0.01724,0.00862
GRAB_s6_spherelarge_pick_all,0.75,5.09,0.05782,8,10.0,random,4e-05,0.01293,0.00862
KIT_572_throw_left04_poses_100_jpos,0.625,1.258,0.05068,8,10.0,random,0.00037,0.00862,0.00862
GRAB_s5_spherelarge_pick_all,0.875,8.523,0.04825,8,10.0,random,4e-05,0.01724,0.01293
GRAB_s8_toruslarge_inspect_1,1.0,3.728,0.05381,8,10.0,random,0.00012,0.02155,0.02155
GRAB_s9_stapler_pass_1,1.0,3.855,0.06796,8,10.0,random,0.00013,0.00862,0.00431
GRAB_s1_toothpaste_pick_all,1.0,7.218,0.05836,8,10.0,random,5e-05,0.00862,0.00862
KIT_3_wave_left01_poses_100_jpos,1.0,1.88,0.04545,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,1.0,8.777,0.05944,8,10.0,random,6e-05,0.01724,0.01293
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,1.0,7.445,0.0622,8,10.0,random,0.00021,0.03879,0.03017
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.625,2.075,0.12444,8,10.0,random,0.00116,0.03017,0.01293
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,0.875,3.797,0.05625,8,10.0,random,0.00012,0.00862,0.00431
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,1.0,2.135,0.05279,8,10.0,random,0.00022,0.01724,0.01293
KIT_969_Trial_30_poses_100_jpos,0.875,3.788,0.04968,8,10.0,random,0.00016,0.02586,0.02586
KIT_572_wipe_circular_left07_poses_100_jpos,0.875,3.925,0.04356,8,10.0,random,0.00017,0.01724,0.01293
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,1.0,1.983,0.0382,8,10.0,random,0.00017,0.02155,0.01724
KIT_291_shake_hand05_poses_100_jpos,1.0,2.12,0.04913,8,10.0,random,0.00031,0.02155,0.02155
