clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,2.545,0.09436,8,10.0,random,0.00148,0.02586,0.00862
CMU_102_102_29_poses_120_jpos,0.25,1.468,0.11938,8,10.0,random,0.00307,0.02586,0.01293
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.125,3.178,0.11316,8,10.0,random,0.00044,0.03017,0.02155
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.25,0.895,0.09,8,10.0,random,0.00077,0.01293,0.01293
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.625,5.53,0.09791,8,10.0,random,0.00045,0.02155,0.0
CMU_35_35_24_poses_120_jpos,0.25,0.323,0.22884,8,10.0,random,0.01422,0.04741,0.02586
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.25,2.67,0.12258,8,10.0,random,0.00289,0.02586,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.26,0.07811,8,10.0,random,0.00136,0.01293,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,1.123,0.13242,8,10.0,random,0.00301,0.02155,0.0
CMU_127_127_13_poses_120_jpos,0.375,0.438,0.19104,8,10.0,random,0.00872,0.03879,0.01724
CMU_35_35_20_poses_120_jpos,0.375,0.487,0.19935,8,10.0,random,0.00939,0.03448,0.01293
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.347,0.09897,8,10.0,random,0.00058,0.01293,0.00431
CMU_16_16_35_poses_120_jpos,0.25,0.33,0.19751,8,10.0,random,0.01509,0.03879,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.578,0.12251,8,10.0,random,0.00338,0.03448,0.01724
CMU_20_21_rory1_20_10_poses_120_jpos,0.0,1.215,0.12977,8,10.0,random,0.00525,0.03017,0.01293
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,1.67,0.09536,8,10.0,random,0.00145,0.01724,0.01724
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,4.58,0.11682,8,10.0,random,0.00051,0.01724,0.01293
CMU_138_138_25_poses_120_jpos,0.75,1.163,0.08842,8,10.0,random,0.00165,0.01724,0.00862
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.75,1.27,0.09822,8,10.0,random,0.00203,0.01724,0.01293
CMU_88_88_10_poses_60_jpos,0.125,1.09,0.14017,8,10.0,random,0.0017,0.02155,0.00431
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.125,3.808,0.09901,8,10.0,random,0.00044,0.01293,0.00431
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.0,5.117,0.08336,8,10.0,random,6e-05,0.01724,0.01293
CMU_93_93_08_poses_60_jpos,0.75,4.915,0.08148,8,10.0,random,0.00042,0.03448,0.03017
