clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.5,6.48,0.07893,8,10.0,random,0.00031,0.02155,0.0
CMU_102_102_29_poses_120_jpos,0.25,1.262,0.12061,8,10.0,random,0.00126,0.02155,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.532,0.08201,8,10.0,random,0.00075,0.03017,0.00862
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.873,0.05817,8,10.0,random,9e-05,0.00862,0.00431
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.75,7.822,0.07919,8,10.0,random,0.00036,0.03017,0.01293
CMU_35_35_24_poses_120_jpos,0.5,0.225,0.21714,8,10.0,random,0.00633,0.03017,0.02155
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.75,6.492,0.09273,8,10.0,random,0.00111,0.03448,0.02155
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.375,0.605,0.06924,8,10.0,random,0.00111,0.01293,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,6.345,0.10559,8,10.0,random,0.0022,0.05172,0.01724
CMU_127_127_13_poses_120_jpos,0.5,0.552,0.1518,8,10.0,random,0.00958,0.03879,0.01724
CMU_35_35_20_poses_120_jpos,0.625,0.288,0.14855,8,10.0,random,0.00921,0.03017,0.01293
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.365,0.1104,8,10.0,random,0.00308,0.03448,0.02155
CMU_16_16_35_poses_120_jpos,0.375,0.338,0.13514,8,10.0,random,0.01315,0.04741,0.03017
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,2.31,0.07413,8,10.0,random,0.00059,0.03017,0.02155
CMU_20_21_rory1_20_10_poses_120_jpos,0.25,1.19,0.13494,8,10.0,random,0.005,0.03017,0.00431
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,1.815,0.09857,8,10.0,random,0.00173,0.01293,0.00862
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,2.59,0.12595,8,10.0,random,0.00057,0.01293,0.00431
CMU_138_138_25_poses_120_jpos,1.0,1.495,0.06317,8,10.0,random,0.00124,0.03017,0.01293
