clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,0.545,0.1254,8,10.0,random,0.00035,0.01293,0.01293
CMU_102_102_29_poses_120_jpos,0.125,0.512,0.13768,8,10.0,random,0.00049,0.00862,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.0,0.427,0.14836,8,10.0,random,0.00072,0.00431,0.00431
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.375,0.575,0.09489,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.0,0.703,0.14336,8,10.0,random,0.0001,0.00431,0.00431
CMU_35_35_24_poses_120_jpos,0.125,0.173,0.32743,8,10.0,random,0.00169,0.00862,0.00862
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.0,0.455,0.17009,8,10.0,random,0.00182,0.01724,0.01724
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.203,0.11871,8,10.0,random,0.00048,0.00431,0.00431
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,0.235,0.25784,8,10.0,random,0.00185,0.00862,0.00431
CMU_127_127_13_poses_120_jpos,0.125,0.26,0.26997,8,10.0,random,0.00075,0.00862,0.00862
CMU_35_35_20_poses_120_jpos,0.125,0.188,0.30679,8,10.0,random,0.00237,0.02586,0.02586
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,0.273,0.1265,8,10.0,random,0.00062,0.00431,0.00431
CMU_16_16_35_poses_120_jpos,0.375,0.215,0.20998,8,10.0,random,0.00051,0.00862,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,0.647,0.20609,8,10.0,random,0.00036,0.01293,0.01293
CMU_20_21_rory1_20_10_poses_120_jpos,0.0,0.223,0.20125,8,10.0,random,0.00265,0.02586,0.02586
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,0.478,0.17095,8,10.0,random,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,0.465,0.21287,8,10.0,random,0.0,0.0,0.0
CMU_138_138_25_poses_120_jpos,0.25,0.512,0.13888,8,10.0,random,0.00072,0.00862,0.00862
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.25,0.75,0.19294,8,10.0,random,0.0,0.0,0.0
CMU_88_88_10_poses_60_jpos,0.0,0.245,0.12489,8,10.0,random,0.00024,0.00431,0.00431
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,0.557,0.15534,8,10.0,random,0.00023,0.00862,0.00862
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,0.515,0.16403,8,10.0,random,0.00018,0.00431,0.00431
CMU_93_93_08_poses_60_jpos,0.0,0.738,0.13308,8,10.0,random,0.00042,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,0.633,0.19294,8,10.0,random,8e-05,0.00431,0.00431
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.0,0.743,0.13906,8,10.0,random,7e-05,0.00431,0.00431
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.125,0.855,0.14189,8,10.0,random,0.00044,0.02155,0.02155
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.0,0.54,0.14149,8,10.0,random,0.0,0.0,0.0
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.25,0.595,0.1059,8,10.0,random,0.00014,0.00862,0.00862
CMU_35_35_18_poses_120_jpos,0.0,0.228,0.27911,8,10.0,random,0.00093,0.01293,0.01293
CMU_35_35_26_poses_120_jpos,0.0,0.16,0.40648,8,10.0,random,0.00048,0.00431,0.00431
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.0,0.155,0.13776,8,10.0,random,0.00054,0.00431,0.00431
CMU_108_108_18_poses_120_jpos,0.125,0.367,0.1961,8,10.0,random,0.00036,0.00431,0.00431
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,0.758,0.15138,8,10.0,random,0.00018,0.00862,0.00862
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.0,0.385,0.12916,8,10.0,random,0.00067,0.01293,0.01293
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,0.495,0.12791,8,10.0,random,0.00149,0.02155,0.02155
CMU_91_91_04_poses_120_jpos,0.0,0.66,0.19619,8,10.0,random,0.00081,0.02155,0.02155
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,0.858,0.14824,8,10.0,random,0.00079,0.01293,0.01293
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,0.47,0.14583,8,10.0,random,0.00024,0.00431,0.00431
CMU_138_138_10_poses_120_jpos,0.0,0.255,0.28541,8,10.0,random,0.00086,0.00862,0.00862
CMU_106_106_04_poses_60_jpos,0.125,0.495,0.15663,8,10.0,random,0.0018,0.01724,0.01724
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.125,0.145,0.12062,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.125,0.463,0.14576,8,10.0,random,0.00214,0.02155,0.02155
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.375,0.318,0.09432,8,10.0,random,0.00289,0.02155,0.02155
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,0.125,0.81,0.15968,8,10.0,random,0.00051,0.02155,0.02155
ACCAD_s007_QkWalk1_poses_120_jpos,0.125,0.203,0.27723,8,10.0,random,0.00301,0.03017,0.03017
CMU_78_78_31_poses_120_jpos,0.125,0.495,0.1333,8,10.0,random,0.00056,0.01293,0.01293
CMU_76_76_03_poses_120_jpos,0.0,0.195,0.18541,8,10.0,random,0.00246,0.01724,0.01293
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,0.0,0.995,0.14686,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.0,0.292,0.19466,8,10.0,random,0.00088,0.00862,0.00431
CMU_108_108_16_poses_120_jpos,0.0,0.408,0.21415,8,10.0,random,0.00135,0.02155,0.02155
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.0,0.352,0.10474,8,10.0,random,0.00203,0.02155,0.01293
DFaust_67_50020_50020_punching_poses_60_jpos,0.375,0.173,0.1982,8,10.0,random,0.00054,0.00431,0.00431
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,0.125,0.613,0.11912,8,10.0,random,0.00068,0.01293,0.01293
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.0,0.14,0.20873,8,10.0,random,0.00072,0.00431,0.00431
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,0.0,0.662,0.14473,8,10.0,random,0.00082,0.01293,0.01293
CMU_139_139_11_poses_60_jpos,0.125,0.578,0.13512,8,10.0,random,0.00143,0.01724,0.01724
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.0,0.295,0.14144,8,10.0,random,0.00152,0.01293,0.01293
KIT_379_push_recovery_left05_poses_100_jpos,0.125,0.782,0.16075,8,10.0,random,0.0,0.0,0.0
CMU_122_122_55_poses_120_jpos,0.125,0.888,0.13833,8,10.0,random,0.00036,0.01293,0.01293
CMU_144_144_04_poses_120_jpos,0.125,0.7,0.165,8,10.0,random,0.00013,0.00431,0.00431
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.0,0.323,0.23017,8,10.0,random,0.00216,0.01293,0.01293
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,0.125,0.725,0.15414,8,10.0,random,0.00068,0.02586,0.02586
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,0.125,0.917,0.14473,8,10.0,random,0.0,0.0,0.0
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.125,0.525,0.14348,8,10.0,random,0.00047,0.01724,0.01724
CMU_122_122_15_poses_120_jpos,0.5,0.688,0.11486,8,10.0,random,0.00038,0.01724,0.01724
KIT_513_kick07_poses_100_jpos,0.375,0.26,0.10282,8,10.0,random,0.00097,0.00862,0.00862
GRAB_s3_eyeglasses_clean_1,0.0,0.343,0.14922,8,10.0,random,0.00155,0.01724,0.01724
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.0,0.395,0.17166,8,10.0,random,0.00893,0.02586,0.00431
KIT_425_bend_left06_poses_100_jpos,0.125,0.768,0.15112,8,10.0,random,0.00015,0.00431,0.00431
KIT_424_walking_fast08_poses_100_jpos,0.0,0.818,0.16788,8,10.0,random,8e-05,0.00431,0.00431
GRAB_s7_stapler_staple_1,0.0,0.74,0.15701,8,10.0,random,0.00043,0.00431,0.00431
CMU_122_122_03_poses_120_jpos,0.5,0.557,0.14902,8,10.0,random,0.00011,0.00431,0.00431
GRAB_s3_waterbottle_pick_all,0.0,0.527,0.13675,8,10.0,random,0.0,0.0,0.0
