clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
KIT_675_walk_with_table_left04_poses_100_jpos,0.25,0.54,0.1627,8,10.0,random,0.00055,0.01293,0.01293
KIT_3_seesaw07_poses_100_jpos,0.125,0.96,0.16157,8,10.0,random,7e-05,0.00431,0.00431
CMU_137_137_36_poses_120_jpos,0.125,0.802,0.18534,8,10.0,random,0.0,0.0,0.0
KIT_8_RightTurn03_poses_100_jpos,0.0,0.85,0.171,8,10.0,random,0.0002,0.00862,0.00862
KIT_424_seesaw04_poses_100_jpos,0.25,0.765,0.13624,8,10.0,random,0.00054,0.01724,0.01724
KIT_3_walking_medium08_poses_100_jpos,0.25,0.735,0.15788,8,10.0,random,0.0001,0.00431,0.00431
KIT_421_push_recovery_stand_left03_poses_100_jpos,0.0,1.052,0.14596,8,10.0,random,0.00037,0.02155,0.02155
GRAB_s6_mouse_pick_all,0.0,0.62,0.11846,8,10.0,random,0.00049,0.01293,0.01293
KIT_8_WalkingStraightForwards09_poses_100_jpos,0.125,0.853,0.13553,8,10.0,random,0.00049,0.02155,0.02155
CMU_106_106_13_poses_60_jpos,0.25,0.14,0.12139,8,10.0,random,0.00144,0.00862,0.00862
GRAB_s4_apple_pick_all,0.125,0.61,0.13258,8,10.0,random,0.00062,0.02155,0.02155
GRAB_s6_spherelarge_pick_all,0.0,0.503,0.13039,8,10.0,random,0.00144,0.00862,0.00862
KIT_572_throw_left04_poses_100_jpos,0.25,0.565,0.09187,8,10.0,random,0.00011,0.00431,0.00431
GRAB_s5_spherelarge_pick_all,0.0,0.42,0.1061,8,10.0,random,0.00066,0.00862,0.00862
GRAB_s8_toruslarge_inspect_1,0.125,0.39,0.11723,8,10.0,random,9e-05,0.00431,0.00431
GRAB_s9_stapler_pass_1,0.0,0.365,0.14524,8,10.0,random,0.00073,0.01293,0.01293
GRAB_s1_toothpaste_pick_all,0.0,0.575,0.17878,8,10.0,random,0.00093,0.01293,0.01293
KIT_3_wave_left01_poses_100_jpos,0.0,0.53,0.19793,8,10.0,random,0.00081,0.00862,0.00862
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,0.0,0.362,0.11527,8,10.0,random,0.00062,0.00431,0.00431
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,0.0,0.198,0.18165,8,10.0,random,0.00072,0.00862,0.00862
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.0,0.425,0.13854,8,10.0,random,0.0,0.0,0.0
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,0.0,0.532,0.11949,8,10.0,random,0.00033,0.00862,0.00862
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,0.0,0.708,0.12758,8,10.0,random,0.00013,0.00431,0.00431
KIT_969_Trial_30_poses_100_jpos,0.0,0.468,0.10014,8,10.0,random,0.00144,0.00862,0.00862
KIT_572_wipe_circular_left07_poses_100_jpos,0.125,0.75,0.11805,8,10.0,random,0.00033,0.01293,0.01293
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,0.125,0.345,0.18151,8,10.0,random,0.00062,0.00431,0.00431
KIT_291_shake_hand05_poses_100_jpos,0.125,0.79,0.11373,8,10.0,random,0.00015,0.00862,0.00862
