clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,3.667,0.06378,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.125,0.77,0.11327,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,6.043,0.08555,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.903,0.05519,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,10.0,0.0757,8,10.0,random
CMU_35_35_24_poses_120_jpos,1.0,0.688,0.09657,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,7.895,0.06842,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.307,0.10685,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,5.64,0.11203,8,10.0,random
CMU_127_127_13_poses_120_jpos,1.0,0.65,0.09522,8,10.0,random
CMU_35_35_20_poses_120_jpos,1.0,0.708,0.088,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.625,2.27,0.09578,8,10.0,random
CMU_16_16_35_poses_120_jpos,1.0,0.715,0.0889,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,0.912,0.12696,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.875,2.038,0.09001,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.105,0.0825,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.625,6.045,0.10851,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.545,0.06081,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,1.83,0.08724,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.375,1.26,0.0961,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,8.203,0.0883,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.375,5.29,0.09217,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,5.043,0.06435,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,1.897,0.08145,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,3.205,0.05591,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,2.185,0.07887,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,5.538,0.06178,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,3.598,0.06552,8,10.0,random
CMU_35_35_18_poses_120_jpos,1.0,0.645,0.08733,8,10.0,random
