clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,2.74,0.07534,8,10.0,random,0.00102,0.03448,0.00862
CMU_102_102_29_poses_120_jpos,0.25,1.53,0.11143,8,10.0,random,0.00714,0.06466,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,7.695,0.07725,8,10.0,random,0.00043,0.03879,0.01724
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.683,0.05303,8,10.0,random,0.00053,0.0431,0.0431
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,7.115,0.06579,8,10.0,random,0.00057,0.0431,0.03017
CMU_35_35_24_poses_120_jpos,0.875,0.922,0.13231,8,10.0,random,0.00627,0.03448,0.01293
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.875,7.085,0.07073,8,10.0,random,0.00024,0.03879,0.03017
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.975,0.08605,8,10.0,random,0.00043,0.02586,0.02586
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,3.917,0.11856,8,10.0,random,0.00372,0.04741,0.00862
CMU_127_127_13_poses_120_jpos,1.0,0.598,0.10215,8,10.0,random,0.00912,0.03017,0.01293
CMU_35_35_20_poses_120_jpos,1.0,0.58,0.09429,8,10.0,random,0.0105,0.0431,0.03017
CMU_18_19_Justin_18_03_poses_120_jpos,0.5,2.275,0.08961,8,10.0,random,0.00366,0.03448,0.01293
CMU_16_16_35_poses_120_jpos,1.0,0.652,0.08164,8,10.0,random,0.00778,0.05603,0.05172
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.377,0.15464,8,10.0,random,0.00296,0.02586,0.00431
CMU_20_21_rory1_20_10_poses_120_jpos,0.5,1.91,0.10645,8,10.0,random,0.00263,0.04741,0.0431
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,2.732,0.08146,8,10.0,random,6e-05,0.00431,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,5.282,0.10117,8,10.0,random,0.00036,0.02155,0.00431
CMU_138_138_25_poses_120_jpos,1.0,1.183,0.07026,8,10.0,random,0.00346,0.03017,0.01293
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,1.0,1.788,0.06084,8,10.0,random,0.00114,0.0431,0.0431
CMU_88_88_10_poses_60_jpos,0.5,1.433,0.09683,8,10.0,random,0.0003,0.00862,0.0
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,6.955,0.08578,8,10.0,random,0.0008,0.04741,0.02586
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.75,3.655,0.0779,8,10.0,random,0.00246,0.06034,0.03017
CMU_93_93_08_poses_60_jpos,1.0,2.955,0.06208,8,10.0,random,0.00021,0.02155,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,2.295,0.07904,8,10.0,random,0.00173,0.03879,0.01293
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,4.782,0.06214,8,10.0,random,0.00093,0.03879,0.03879
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.21,0.06153,8,10.0,random,0.00067,0.03448,0.03448
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,5.02,0.06424,8,10.0,random,0.00124,0.04741,0.0431
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.75,3.13,0.07566,8,10.0,random,0.00152,0.03448,0.03017
CMU_35_35_18_poses_120_jpos,0.875,0.628,0.10555,8,10.0,random,0.00468,0.02586,0.00862
CMU_35_35_26_poses_120_jpos,0.875,0.71,0.10832,8,10.0,random,0.00793,0.05172,0.03879
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.375,0.475,0.08653,8,10.0,random,0.00166,0.03017,0.03017
CMU_108_108_18_poses_120_jpos,0.875,0.998,0.09433,8,10.0,random,0.00455,0.03879,0.02155
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.375,2.333,0.09489,8,10.0,random,0.00256,0.03879,0.02586
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.12,0.0738,8,10.0,random,0.00077,0.02586,0.01724
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.125,3.545,0.06335,8,10.0,random,0.00065,0.02586,0.00431
CMU_91_91_04_poses_120_jpos,1.0,7.25,0.06317,8,10.0,random,0.00056,0.03448,0.01724
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,2.417,0.0908,8,10.0,random,9e-05,0.01293,0.01293
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,2.738,0.08317,8,10.0,random,0.00011,0.00431,0.00431
CMU_138_138_10_poses_120_jpos,0.375,1.097,0.08976,8,10.0,random,0.00278,0.0431,0.02586
CMU_106_106_04_poses_60_jpos,0.625,3.288,0.07497,8,10.0,random,0.00375,0.04741,0.02155
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.125,0.67,0.11513,8,10.0,random,0.00027,0.00862,0.00862
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.75,5.702,0.08085,8,10.0,random,0.00191,0.03017,0.00862
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.75,1.555,0.07304,8,10.0,random,0.00027,0.02155,0.02155
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,3.68,0.05918,8,10.0,random,0.0006,0.03448,0.03448
ACCAD_s007_QkWalk1_poses_120_jpos,0.875,1.448,0.08786,8,10.0,random,0.0023,0.03448,0.01724
CMU_78_78_31_poses_120_jpos,0.125,1.17,0.10824,8,10.0,random,0.00394,0.0431,0.02155
CMU_76_76_03_poses_120_jpos,0.625,2.368,0.08869,8,10.0,random,0.00139,0.03448,0.02586
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,4.152,0.05086,8,10.0,random,0.00044,0.04741,0.04741
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.875,6.758,0.06258,8,10.0,random,0.00044,0.03879,0.03017
CMU_108_108_16_poses_120_jpos,0.75,1.35,0.09978,8,10.0,random,0.00515,0.03448,0.00431
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.125,3.388,0.09541,8,10.0,random,0.0013,0.0431,0.01724
