clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,3.723,0.07758,8,10.0,random,0.00066,0.02586,0.00862
CMU_102_102_29_poses_120_jpos,0.375,0.772,0.09078,8,10.0,random,0.00409,0.0431,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,6.857,0.08292,8,10.0,random,0.0011,0.04741,0.03017
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.155,0.04911,8,10.0,random,0.00025,0.01293,0.01293
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.875,6.508,0.07514,8,10.0,random,0.00041,0.02586,0.00862
CMU_35_35_24_poses_120_jpos,0.875,0.6,0.10582,8,10.0,random,0.0048,0.03448,0.01293
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,7.165,0.08377,8,10.0,random,0.00064,0.02586,0.00431
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.912,0.09194,8,10.0,random,0.00024,0.01293,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,7.165,0.08633,8,10.0,random,0.001,0.03448,0.00431
CMU_127_127_13_poses_120_jpos,0.75,0.685,0.13554,8,10.0,random,0.00339,0.03017,0.00431
CMU_35_35_20_poses_120_jpos,0.75,0.4,0.14717,8,10.0,random,0.0061,0.03017,0.01724
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,0.775,0.12773,8,10.0,random,0.00255,0.02155,0.00431
CMU_16_16_35_poses_120_jpos,1.0,0.878,0.08978,8,10.0,random,0.00363,0.0431,0.03448
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.82,0.10537,8,10.0,random,0.00132,0.02586,0.00431
CMU_20_21_rory1_20_10_poses_120_jpos,0.25,1.347,0.10705,8,10.0,random,0.00366,0.03879,0.02155
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,2.828,0.08345,8,10.0,random,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.5,6.56,0.10012,8,10.0,random,0.00035,0.03017,0.01724
CMU_138_138_25_poses_120_jpos,1.0,1.012,0.06224,8,10.0,random,0.00176,0.02155,0.00862
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,1.0,1.728,0.06661,8,10.0,random,0.00128,0.03017,0.02586
CMU_88_88_10_poses_60_jpos,0.5,1.002,0.10584,8,10.0,random,0.00061,0.01724,0.01293
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,1.0,8.303,0.08541,8,10.0,random,0.00117,0.05172,0.01293
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,5.225,0.07632,8,10.0,random,0.00153,0.03879,0.01293
CMU_93_93_08_poses_60_jpos,1.0,3.95,0.07036,8,10.0,random,0.00045,0.02586,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.375,1.643,0.0788,8,10.0,random,0.002,0.03017,0.02155
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.625,3.752,0.08978,8,10.0,random,0.0015,0.02155,0.00431
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,2.56,0.08164,8,10.0,random,0.00039,0.02586,0.02155
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.672,0.06471,8,10.0,random,0.00165,0.03017,0.01724
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.865,0.07698,8,10.0,random,0.00105,0.03448,0.01293
