clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.5,4.947,0.07389,8,10.0,random,0.00065,0.02586,0.00431
CMU_102_102_29_poses_120_jpos,0.125,2.053,0.11685,8,10.0,random,0.00348,0.0431,0.01724
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.915,0.08582,8,10.0,random,0.00017,0.02586,0.00431
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.47,0.04902,8,10.0,random,0.00185,0.03017,0.02155
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,9.072,0.07363,8,10.0,random,0.0007,0.03017,0.0
CMU_35_35_24_poses_120_jpos,1.0,0.792,0.09851,8,10.0,random,0.00642,0.06034,0.05603
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,4.928,0.08466,8,10.0,random,0.00197,0.03879,0.02155
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,1.515,0.09011,8,10.0,random,0.00155,0.03448,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.625,7.817,0.10088,8,10.0,random,0.00427,0.05603,0.01293
CMU_127_127_13_poses_120_jpos,0.75,0.647,0.11394,8,10.0,random,0.00676,0.05603,0.03448
CMU_35_35_20_poses_120_jpos,1.0,0.67,0.09189,8,10.0,random,0.00452,0.03879,0.01724
CMU_18_19_Justin_18_03_poses_120_jpos,0.75,1.82,0.11687,8,10.0,random,0.00678,0.0431,0.03448
CMU_16_16_35_poses_120_jpos,1.0,0.768,0.06685,8,10.0,random,0.00226,0.02586,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.875,2.735,0.07327,8,10.0,random,0.00025,0.01724,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,1.0,2.035,0.083,8,10.0,random,0.0023,0.03017,0.00862
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,1.95,0.12112,8,10.0,random,0.00135,0.01293,0.00862
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.875,8.178,0.08649,8,10.0,random,0.00099,0.03448,0.0
CMU_138_138_25_poses_120_jpos,1.0,1.825,0.07111,8,10.0,random,0.00151,0.02586,0.0
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.5,0.875,0.12144,8,10.0,random,0.0018,0.03017,0.01724
CMU_88_88_10_poses_60_jpos,0.25,1.05,0.11193,8,10.0,random,0.00197,0.04741,0.03017
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,7.753,0.0741,8,10.0,random,0.00074,0.03448,0.02586
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,4.032,0.09903,8,10.0,random,0.00213,0.05603,0.01724
CMU_93_93_08_poses_60_jpos,1.0,5.34,0.06827,8,10.0,random,0.00017,0.02155,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.5,1.98,0.08503,8,10.0,random,0.00073,0.03017,0.00862
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,5.035,0.06488,8,10.0,random,0.00074,0.03448,0.00862
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.998,0.0713,8,10.0,random,0.00017,0.01724,0.00862
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.225,0.05227,8,10.0,random,0.00052,0.02155,0.00862
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.685,0.06387,8,10.0,random,0.00203,0.05172,0.0431
CMU_35_35_18_poses_120_jpos,1.0,0.715,0.08728,8,10.0,random,0.00655,0.03879,0.00862
CMU_35_35_26_poses_120_jpos,0.875,0.613,0.09991,8,10.0,random,0.00633,0.03448,0.01293
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.75,0.693,0.05102,8,10.0,random,0.00065,0.01724,0.01724
CMU_108_108_18_poses_120_jpos,0.75,0.728,0.08414,8,10.0,random,0.00775,0.03448,0.02155
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,7.873,0.08591,8,10.0,random,0.00132,0.03879,0.00862
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,1.52,0.0734,8,10.0,random,0.00146,0.02586,0.00862
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.25,4.162,0.06177,8,10.0,random,0.00052,0.03017,0.01724
CMU_91_91_04_poses_120_jpos,0.75,4.96,0.06605,8,10.0,random,0.00023,0.02155,0.00431
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.375,4.397,0.0679,8,10.0,random,0.00082,0.03448,0.01293
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.375,6.24,0.0902,8,10.0,random,0.0011,0.03017,0.00862
CMU_138_138_10_poses_120_jpos,0.5,1.305,0.09334,8,10.0,random,0.00355,0.02586,0.02155
CMU_106_106_04_poses_60_jpos,0.375,2.857,0.08744,8,10.0,random,0.00509,0.05172,0.01293
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.375,1.515,0.08147,8,10.0,random,0.0002,0.01293,0.01293
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.75,5.713,0.07788,8,10.0,random,0.00089,0.0431,0.02155
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,1.598,0.0669,8,10.0,random,0.0003,0.01724,0.01293
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,4.893,0.05774,8,10.0,random,5e-05,0.01724,0.0
ACCAD_s007_QkWalk1_poses_120_jpos,0.875,1.475,0.08656,8,10.0,random,0.00045,0.02155,0.00862
CMU_78_78_31_poses_120_jpos,0.125,2.652,0.12518,8,10.0,random,0.00388,0.04741,0.01724
CMU_76_76_03_poses_120_jpos,0.25,1.998,0.08885,8,10.0,random,0.00127,0.03448,0.01724
