clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.25,3.652,0.09185,8,10.0,random,0.00046,0.01724,0.0
CMU_102_102_29_poses_120_jpos,0.0,1.525,0.11048,8,10.0,random,0.00147,0.02586,0.00862
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,3.23,0.08303,8,10.0,random,0.00083,0.03448,0.02586
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.172,0.06764,8,10.0,random,9e-05,0.01293,0.01293
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.905,0.08338,8,10.0,random,0.00031,0.03879,0.01724
CMU_35_35_24_poses_120_jpos,0.0,0.205,0.40644,8,10.0,random,0.00938,0.03017,0.00431
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,5.76,0.08667,8,10.0,random,0.00052,0.03448,0.02586
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.858,0.09534,8,10.0,random,0.00145,0.01724,0.01293
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,2.07,0.11049,8,10.0,random,0.00181,0.03448,0.00862
CMU_127_127_13_poses_120_jpos,0.75,0.638,0.13352,8,10.0,random,0.01208,0.04741,0.01724
CMU_35_35_20_poses_120_jpos,0.625,0.385,0.1224,8,10.0,random,0.01002,0.03448,0.02155
CMU_18_19_Justin_18_03_poses_120_jpos,0.5,1.875,0.11196,8,10.0,random,0.00481,0.03448,0.02155
CMU_16_16_35_poses_120_jpos,0.625,0.315,0.10215,8,10.0,random,0.01225,0.0431,0.03448
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.302,0.14757,8,10.0,random,0.0021,0.02586,0.01724
CMU_20_21_rory1_20_10_poses_120_jpos,0.375,1.407,0.11128,8,10.0,random,0.0045,0.03017,0.00862
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,1.163,0.11232,8,10.0,random,0.0011,0.00862,0.00431
