clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,0.492,0.13098,8,10.0,random,0.00024,0.00862,0.00431
CMU_102_102_29_poses_120_jpos,0.25,0.307,0.09745,8,10.0,random,0.0011,0.02155,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.0,0.755,0.18205,8,10.0,random,0.00085,0.00862,0.00862
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.25,0.345,0.09402,8,10.0,random,0.00048,0.00431,0.00431
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.0,0.49,0.12268,8,10.0,random,0.0,0.0,0.0
CMU_35_35_24_poses_120_jpos,0.0,0.182,0.27356,8,10.0,random,0.00144,0.01293,0.01293
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.0,0.405,0.14476,8,10.0,random,0.0,0.0,0.0
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.217,0.12094,8,10.0,random,0.00062,0.00431,0.00431
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,0.473,0.19997,8,10.0,random,0.00209,0.02155,0.01293
CMU_127_127_13_poses_120_jpos,0.125,0.25,0.26416,8,10.0,random,0.00048,0.00431,0.00431
CMU_35_35_20_poses_120_jpos,0.0,0.175,0.37858,8,10.0,random,0.00294,0.01724,0.01724
CMU_18_19_Justin_18_03_poses_120_jpos,0.0,0.225,0.159,8,10.0,random,0.00075,0.00862,0.00862
CMU_16_16_35_poses_120_jpos,0.125,0.215,0.21644,8,10.0,random,0.00097,0.00862,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.0,0.69,0.16701,8,10.0,random,9e-05,0.00431,0.00431
CMU_20_21_rory1_20_10_poses_120_jpos,0.0,0.177,0.16844,8,10.0,random,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,0.517,0.12941,8,10.0,random,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,0.223,0.20592,8,10.0,random,0.00185,0.01293,0.01293
CMU_138_138_25_poses_120_jpos,0.375,0.315,0.12114,8,10.0,random,0.00066,0.00862,0.00862
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.0,0.598,0.25195,8,10.0,random,0.00086,0.02155,0.02155
CMU_88_88_10_poses_60_jpos,0.0,0.228,0.1275,8,10.0,random,0.00102,0.00862,0.00862
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,0.62,0.18077,8,10.0,random,0.0001,0.00431,0.00431
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.0,0.763,0.14324,8,10.0,random,0.00046,0.01724,0.01724
CMU_93_93_08_poses_60_jpos,0.0,0.835,0.14388,8,10.0,random,0.0,0.0,0.0
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.0,0.54,0.33975,8,10.0,random,0.0006,0.01724,0.01724
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.125,0.68,0.11553,8,10.0,random,0.0,0.0,0.0
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.375,1.002,0.11721,8,10.0,random,0.0003,0.01293,0.01293
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.25,0.62,0.115,8,10.0,random,0.00049,0.01724,0.01724
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.0,0.487,0.18275,8,10.0,random,0.00043,0.00431,0.00431
CMU_35_35_18_poses_120_jpos,0.125,0.228,0.25781,8,10.0,random,0.00274,0.03448,0.03448
CMU_35_35_26_poses_120_jpos,0.25,0.15,0.28313,8,10.0,random,0.00148,0.00862,0.00862
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.125,0.14,0.13637,8,10.0,random,0.00062,0.00431,0.00431
CMU_108_108_18_poses_120_jpos,0.125,0.348,0.19367,8,10.0,random,0.00081,0.01724,0.01724
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,0.49,0.16801,8,10.0,random,0.00157,0.01724,0.01724
