clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.875,8.54,0.06356,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.5,2.417,0.08703,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,4.388,0.07771,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.1,0.05539,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.595,0.06525,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.25,0.545,0.15319,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,5.397,0.08038,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.625,0.878,0.06697,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.25,6.072,0.0943,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.875,1.025,0.13569,8,10.0,random
CMU_35_35_20_poses_120_jpos,1.0,0.667,0.08911,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.625,1.728,0.08616,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.647,0.08878,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.693,0.09634,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,1.0,2.373,0.0954,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,2.36,0.08911,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.25,5.785,0.0893,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.71,0.07265,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.75,2.047,0.08535,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.375,1.433,0.10077,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,8.488,0.07891,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,4.633,0.0758,8,10.0,random
CMU_93_93_08_poses_60_jpos,0.875,4.492,0.07044,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.375,2.368,0.07469,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,4.288,0.05837,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.393,0.06861,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.333,0.0544,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.75,3.91,0.08082,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.625,0.628,0.131,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.875,0.625,0.10566,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.75,0.792,0.05596,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.875,0.682,0.08592,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.375,5.303,0.09447,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,0.875,2.357,0.08002,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.625,3.52,0.06108,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.625,4.973,0.09022,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,3.815,0.07989,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.5,6.163,0.10937,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.5,1.502,0.08882,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.25,4.265,0.07208,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.375,1.005,0.08575,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,1.0,8.888,0.07844,8,10.0,random
