clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.625,4.228,0.08922,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.25,2.1,0.09833,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,5.473,0.08837,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.875,1.49,0.05622,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,9.078,0.07607,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.75,0.41,0.11929,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.75,6.538,0.07779,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.125,0.94,0.09761,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,1.988,0.11246,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.625,0.84,0.14632,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.5,0.705,0.14223,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,1.0,2.417,0.07737,8,10.0,random
CMU_16_16_35_poses_120_jpos,1.0,0.912,0.09226,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.208,0.1273,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.375,1.745,0.10199,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.375,2.277,0.08251,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,2.255,0.10803,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.28,0.06561,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,1.848,0.07351,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.25,1.4,0.11616,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,7.663,0.08159,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.5,2.772,0.07839,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,5.085,0.06653,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,1.788,0.10675,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,5.987,0.07108,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.652,0.08104,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.64,0.06501,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,2.95,0.07515,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.625,0.565,0.11762,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.875,0.475,0.10806,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.398,0.08007,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.75,0.417,0.10032,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.625,4.487,0.09447,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.415,0.08963,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.5,4.503,0.0714,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.25,4.402,0.09039,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,2.865,0.0841,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.375,5.732,0.08935,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.125,0.723,0.11314,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.125,1.482,0.09649,8,10.0,random
