clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.25,3.953,0.09563,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.375,0.998,0.09836,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.312,0.09086,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.698,0.05257,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.875,7.947,0.07079,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.75,0.473,0.1096,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,4.567,0.08426,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.75,0.935,0.0644,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.375,6.625,0.10255,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.75,0.512,0.11603,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.75,0.545,0.11721,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.375,1.4,0.11586,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.5,0.57,0.13863,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,1.285,0.10516,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,1.0,1.755,0.09845,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.375,2.725,0.07307,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,4.543,0.14167,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,0.948,0.07326,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.5,1.413,0.14362,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.25,1.2,0.12603,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.5,6.008,0.08565,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,5.572,0.06606,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,5.205,0.07162,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.25,1.99,0.08253,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.875,4.215,0.07997,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,2.587,0.07497,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.625,3.295,0.07993,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,3.245,0.09502,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.875,0.72,0.12853,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.5,0.32,0.12953,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.5,0.545,0.07087,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.875,0.755,0.09733,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.125,2.96,0.12129,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.565,0.08307,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.375,1.667,0.10502,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.25,3.948,0.09201,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,4.435,0.0753,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.375,5.418,0.08198,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.25,0.48,0.1121,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.5,2.243,0.06274,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.375,0.86,0.08265,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.25,6.28,0.1042,8,10.0,random
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.875,1.265,0.07452,8,10.0,random
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,2.643,0.05958,8,10.0,random
ACCAD_s007_QkWalk1_poses_120_jpos,1.0,0.647,0.09145,8,10.0,random
CMU_78_78_31_poses_120_jpos,0.375,0.77,0.08567,8,10.0,random
CMU_76_76_03_poses_120_jpos,0.375,1.268,0.08262,8,10.0,random
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,4.708,0.04524,8,10.0,random
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.625,5.695,0.07963,8,10.0,random
CMU_108_108_16_poses_120_jpos,0.75,0.795,0.09144,8,10.0,random
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.125,5.445,0.09262,8,10.0,random
DFaust_67_50020_50020_punching_poses_60_jpos,0.375,0.755,0.08369,8,10.0,random
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,2.085,0.05191,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.875,8.982,0.07292,8,10.0,random
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,1.0,9.148,0.0685,8,10.0,random
CMU_139_139_11_poses_60_jpos,0.625,1.39,0.07112,8,10.0,random
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.625,3.28,0.07358,8,10.0,random
KIT_379_push_recovery_left05_poses_100_jpos,0.75,2.14,0.05276,8,10.0,random
CMU_122_122_55_poses_120_jpos,1.0,3.743,0.06345,8,10.0,random
CMU_144_144_04_poses_120_jpos,0.875,6.612,0.06803,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.875,7.293,0.06565,8,10.0,random
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,0.75,3.223,0.0761,8,10.0,random
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.728,0.04111,8,10.0,random
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.5,2.518,0.0926,8,10.0,random
CMU_122_122_15_poses_120_jpos,0.625,1.325,0.06606,8,10.0,random
KIT_513_kick07_poses_100_jpos,0.375,1.55,0.07216,8,10.0,random
GRAB_s3_eyeglasses_clean_1,0.625,5.123,0.05998,8,10.0,random
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.125,0.718,0.12876,8,10.0,random
KIT_425_bend_left06_poses_100_jpos,1.0,1.988,0.06192,8,10.0,random
KIT_424_walking_fast08_poses_100_jpos,1.0,2.817,0.05533,8,10.0,random
GRAB_s7_stapler_staple_1,1.0,2.938,0.0476,8,10.0,random
