clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,6.253,0.08997,8,10.0,random,0.0006,0.03017,0.00431
CMU_102_102_29_poses_120_jpos,0.25,0.993,0.12145,8,10.0,random,0.00367,0.03017,0.01293
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.0,2.515,0.11464,8,10.0,random,0.00101,0.03017,0.02155
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.5,0.605,0.06642,8,10.0,random,0.00038,0.01293,0.01293
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.75,8.605,0.08384,8,10.0,random,0.00038,0.02155,0.00862
CMU_35_35_24_poses_120_jpos,0.125,0.36,0.28073,8,10.0,random,0.00858,0.03448,0.01293
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,7.325,0.08405,8,10.0,random,0.00029,0.02586,0.00431
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.425,0.09463,8,10.0,random,0.00137,0.02586,0.02155
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.25,6.71,0.11597,8,10.0,random,0.00276,0.03879,0.0
CMU_127_127_13_poses_120_jpos,0.375,0.3,0.16858,8,10.0,random,0.00533,0.01724,0.01293
CMU_35_35_20_poses_120_jpos,0.5,0.365,0.18839,8,10.0,random,0.00892,0.03448,0.01293
CMU_18_19_Justin_18_03_poses_120_jpos,0.0,1.815,0.11858,8,10.0,random,0.00283,0.03448,0.01293
CMU_16_16_35_poses_120_jpos,0.75,0.39,0.13226,8,10.0,random,0.01164,0.03448,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.55,0.09113,8,10.0,random,0.00272,0.02586,0.00862
CMU_20_21_rory1_20_10_poses_120_jpos,0.25,1.12,0.15407,8,10.0,random,0.00471,0.03017,0.01293
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,2.045,0.09254,8,10.0,random,0.00075,0.01724,0.01293
