clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.0,0.675,0.11263,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.125,0.427,0.12191,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.0,0.61,0.16921,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.0,0.273,0.10396,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.0,0.728,0.16059,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.0,0.135,0.37069,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.0,0.422,0.12191,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.265,0.07829,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,0.263,0.2866,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.0,0.245,0.27152,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.125,0.147,0.24029,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.125,0.2,0.15077,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.125,0.228,0.19733,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,0.57,0.21385,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.0,0.177,0.13817,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,0.273,0.19796,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.125,0.205,0.15622,8,10.0,random
CMU_138_138_25_poses_120_jpos,0.125,0.593,0.19725,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.375,0.56,0.16757,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.125,0.2,0.1464,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.0,0.713,0.1817,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.0,0.75,0.16167,8,10.0,random
CMU_93_93_08_poses_60_jpos,0.125,0.8,0.12764,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,0.49,0.17755,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.125,0.588,0.12657,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.25,0.915,0.10979,8,10.0,random
