clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
CMU_78_78_31_poses_120_jpos,0.125,1.35,0.10145,8,10.0,random,0.00209,0.02155,0.00862
CMU_76_76_03_poses_120_jpos,0.0,1.222,0.1157,8,10.0,random,0.00096,0.02155,0.00431
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,3.667,0.04041,8,10.0,random,0.00015,0.02155,0.02155
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.875,6.538,0.07512,8,10.0,random,0.00015,0.02586,0.02155
CMU_108_108_16_poses_120_jpos,0.625,0.62,0.09718,8,10.0,random,0.00546,0.03017,0.01293
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.5,6.532,0.08257,8,10.0,random,0.00077,0.02155,0.01293
DFaust_67_50020_50020_punching_poses_60_jpos,0.5,0.81,0.0609,8,10.0,random,0.00072,0.02586,0.00862
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,1.535,0.04355,8,10.0,random,0.00452,0.01724,0.01293
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.75,6.165,0.06809,8,10.0,random,0.00015,0.02586,0.00862
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,0.875,8.28,0.07033,8,10.0,random,0.00057,0.03448,0.02586
CMU_139_139_11_poses_60_jpos,1.0,2.325,0.06407,8,10.0,random,0.00127,0.02586,0.01724
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.5,1.633,0.13922,8,10.0,random,0.0022,0.01724,0.01724
KIT_379_push_recovery_left05_poses_100_jpos,1.0,3.75,0.05993,8,10.0,random,0.00039,0.02155,0.00862
CMU_122_122_55_poses_120_jpos,1.0,3.258,0.06365,8,10.0,random,0.00121,0.0431,0.02155
CMU_144_144_04_poses_120_jpos,1.0,8.275,0.06658,8,10.0,random,0.00034,0.03017,0.00862
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,1.0,6.808,0.0622,8,10.0,random,0.00039,0.03879,0.03017
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,1.0,3.245,0.05569,8,10.0,random,0.00066,0.03448,0.01724
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.433,0.04393,8,10.0,random,8e-05,0.00862,0.00431
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.75,2.105,0.07645,8,10.0,random,0.00308,0.02586,0.00862
CMU_122_122_15_poses_120_jpos,0.5,1.723,0.09781,8,10.0,random,0.00066,0.01724,0.00431
KIT_513_kick07_poses_100_jpos,0.625,1.042,0.08848,8,10.0,random,0.00099,0.01724,0.01724
GRAB_s3_eyeglasses_clean_1,1.0,5.285,0.05276,8,10.0,random,7e-05,0.01724,0.01724
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,1.0,3.255,0.09656,8,10.0,random,0.00126,0.05603,0.05603
KIT_425_bend_left06_poses_100_jpos,1.0,1.732,0.05251,8,10.0,random,0.00052,0.02586,0.02586
KIT_424_walking_fast08_poses_100_jpos,1.0,2.005,0.05126,8,10.0,random,0.0004,0.01724,0.00862
GRAB_s7_stapler_staple_1,1.0,4.35,0.05449,8,10.0,random,0.0,0.0,0.0
CMU_122_122_03_poses_120_jpos,0.375,1.373,0.0841,8,10.0,random,0.00041,0.02155,0.02155
GRAB_s3_waterbottle_pick_all,1.0,6.775,0.06041,8,10.0,random,0.00036,0.03017,0.02586
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,4.058,0.07037,8,10.0,random,0.00071,0.03879,0.02586
KIT_3_seesaw07_poses_100_jpos,1.0,4.265,0.06859,8,10.0,random,0.00015,0.01724,0.00431
CMU_137_137_36_poses_120_jpos,1.0,7.888,0.0742,8,10.0,random,0.00015,0.02586,0.00862
KIT_8_RightTurn03_poses_100_jpos,1.0,3.44,0.0605,8,10.0,random,0.00116,0.03879,0.01293
KIT_424_seesaw04_poses_100_jpos,1.0,3.975,0.05321,8,10.0,random,0.00016,0.02155,0.01293
KIT_3_walking_medium08_poses_100_jpos,1.0,3.183,0.05251,8,10.0,random,0.00052,0.02155,0.00862
KIT_421_push_recovery_stand_left03_poses_100_jpos,1.0,3.808,0.04436,8,10.0,random,0.0001,0.01293,0.00431
GRAB_s6_mouse_pick_all,1.0,7.628,0.04593,8,10.0,random,0.0003,0.02586,0.00431
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,2.902,0.05519,8,10.0,random,0.00104,0.03448,0.02155
CMU_106_106_13_poses_60_jpos,0.5,1.735,0.06247,8,10.0,random,0.0001,0.00431,0.00431
GRAB_s4_apple_pick_all,1.0,8.56,0.06737,8,10.0,random,0.00115,0.03017,0.00862
GRAB_s6_spherelarge_pick_all,1.0,7.367,0.04667,8,10.0,random,8e-05,0.02155,0.01724
KIT_572_throw_left04_poses_100_jpos,1.0,1.72,0.03977,8,10.0,random,0.00033,0.01293,0.00431
GRAB_s5_spherelarge_pick_all,1.0,6.455,0.04877,8,10.0,random,8e-05,0.00862,0.00862
GRAB_s8_toruslarge_inspect_1,1.0,3.948,0.04859,8,10.0,random,0.00023,0.02586,0.02586
GRAB_s9_stapler_pass_1,1.0,2.728,0.05293,8,10.0,random,6e-05,0.01293,0.01293
GRAB_s1_toothpaste_pick_all,1.0,8.935,0.05483,8,10.0,random,3e-05,0.01724,0.01724
KIT_3_wave_left01_poses_100_jpos,1.0,1.772,0.03952,8,10.0,random,0.00015,0.00431,0.00431
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,1.0,8.435,0.05396,8,10.0,random,0.00091,0.01724,0.00862
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,1.0,6.215,0.05324,8,10.0,random,0.00017,0.03017,0.03017
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.625,3.315,0.11342,8,10.0,random,0.00239,0.03879,0.02586
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,1.0,5.95,0.04331,8,10.0,random,0.00016,0.01724,0.00431
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,1.0,2.81,0.03866,8,10.0,random,0.00011,0.00431,0.0
KIT_969_Trial_30_poses_100_jpos,1.0,6.742,0.04674,8,10.0,random,0.00026,0.02586,0.01724
KIT_572_wipe_circular_left07_poses_100_jpos,1.0,3.283,0.03448,8,10.0,random,0.00015,0.02155,0.02155
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,1.0,1.925,0.0416,8,10.0,random,0.00017,0.01724,0.01293
KIT_291_shake_hand05_poses_100_jpos,1.0,2.285,0.04016,8,10.0,random,5e-05,0.00862,0.00862
