clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.625,5.373,0.07429,8,10.0,random,0.0008,0.03017,0.00862
CMU_102_102_29_poses_120_jpos,0.0,2.112,0.12679,8,10.0,random,0.00387,0.0431,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,6.362,0.0692,8,10.0,random,0.00054,0.03879,0.03448
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.742,0.05167,8,10.0,random,0.00063,0.02155,0.02155
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.06,0.06979,8,10.0,random,0.00043,0.03879,0.01724
CMU_35_35_24_poses_120_jpos,0.75,0.55,0.13275,8,10.0,random,0.00839,0.03448,0.02586
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.875,8.803,0.07354,8,10.0,random,0.00056,0.03017,0.00431
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,1.095,0.06976,8,10.0,random,0.00018,0.01293,0.00862
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,5.455,0.10067,8,10.0,random,0.00286,0.06034,0.01293
CMU_127_127_13_poses_120_jpos,0.75,0.787,0.12162,8,10.0,random,0.00902,0.04741,0.02586
CMU_35_35_20_poses_120_jpos,0.875,0.6,0.11729,8,10.0,random,0.00388,0.02155,0.00862
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.245,0.11636,8,10.0,random,0.00565,0.03879,0.01293
CMU_16_16_35_poses_120_jpos,1.0,0.618,0.09057,8,10.0,random,0.01205,0.05172,0.03448
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.627,0.11475,8,10.0,random,0.0022,0.03448,0.01293
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.643,0.09878,8,10.0,random,0.00518,0.05172,0.03448
