clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.625,5.68,0.06676,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.125,1.002,0.10909,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,6.293,0.09054,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.18,0.05402,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,0.875,7.657,0.08241,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.5,0.53,0.13544,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.75,4.353,0.07303,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.16,0.16139,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,3.51,0.12558,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.5,0.527,0.15817,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.625,0.468,0.136,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.5,2.75,0.08896,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.65,0.09951,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.5,1.15,0.11973,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.375,1.655,0.11491,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,1.488,0.08424,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.25,6.578,0.11591,8,10.0,random
CMU_138_138_25_poses_120_jpos,0.75,1.25,0.08978,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.5,1.018,0.12249,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.5,1.193,0.09309,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.5,6.28,0.1032,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.75,6.638,0.07747,8,10.0,random
CMU_93_93_08_poses_60_jpos,0.875,5.29,0.07546,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.125,1.565,0.13472,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.75,4.303,0.0835,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.995,0.08169,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,0.75,3.18,0.07264,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.625,2.408,0.08987,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.75,0.677,0.13148,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.5,0.598,0.13664,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.75,0.855,0.06153,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.875,0.94,0.09386,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,3.34,0.10923,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,1.93,0.07852,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,2.823,0.13544,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.375,4.237,0.09927,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.125,2.243,0.13395,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,3.252,0.08025,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.125,0.258,0.23965,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.125,1.887,0.11074,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.125,0.195,0.15352,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.625,6.075,0.09575,8,10.0,random
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,0.75,1.137,0.08847,8,10.0,random
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,5.103,0.06451,8,10.0,random
ACCAD_s007_QkWalk1_poses_120_jpos,0.625,0.645,0.14663,8,10.0,random
CMU_78_78_31_poses_120_jpos,0.0,0.682,0.09363,8,10.0,random
CMU_76_76_03_poses_120_jpos,0.5,1.768,0.08633,8,10.0,random
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,4.755,0.0583,8,10.0,random
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.5,7.07,0.07814,8,10.0,random
CMU_108_108_16_poses_120_jpos,0.375,0.695,0.11048,8,10.0,random
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.125,5.96,0.09347,8,10.0,random
DFaust_67_50020_50020_punching_poses_60_jpos,0.25,0.318,0.11972,8,10.0,random
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,2.428,0.05422,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.125,5.293,0.09294,8,10.0,random
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,0.75,6.62,0.08752,8,10.0,random
CMU_139_139_11_poses_60_jpos,0.875,1.923,0.08757,8,10.0,random
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.75,4.535,0.07706,8,10.0,random
KIT_379_push_recovery_left05_poses_100_jpos,1.0,1.6,0.04675,8,10.0,random
CMU_122_122_55_poses_120_jpos,1.0,3.085,0.06067,8,10.0,random
CMU_144_144_04_poses_120_jpos,0.625,7.688,0.08183,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,1.0,7.348,0.07187,8,10.0,random
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,0.875,2.203,0.06689,8,10.0,random
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.657,0.04533,8,10.0,random
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.375,1.052,0.09028,8,10.0,random
CMU_122_122_15_poses_120_jpos,0.5,1.305,0.08161,8,10.0,random
KIT_513_kick07_poses_100_jpos,0.625,1.84,0.08347,8,10.0,random
GRAB_s3_eyeglasses_clean_1,1.0,6.003,0.04755,8,10.0,random
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.0,0.802,0.17537,8,10.0,random
KIT_425_bend_left06_poses_100_jpos,1.0,2.382,0.08323,8,10.0,random
KIT_424_walking_fast08_poses_100_jpos,1.0,2.712,0.05077,8,10.0,random
GRAB_s7_stapler_staple_1,1.0,5.173,0.0517,8,10.0,random
CMU_122_122_03_poses_120_jpos,0.25,1.123,0.08033,8,10.0,random
GRAB_s3_waterbottle_pick_all,1.0,7.442,0.06596,8,10.0,random
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,3.575,0.08288,8,10.0,random
KIT_3_seesaw07_poses_100_jpos,0.75,4.048,0.07038,8,10.0,random
CMU_137_137_36_poses_120_jpos,0.5,6.043,0.09043,8,10.0,random
KIT_8_RightTurn03_poses_100_jpos,1.0,3.833,0.06287,8,10.0,random
KIT_424_seesaw04_poses_100_jpos,1.0,4.098,0.05593,8,10.0,random
KIT_3_walking_medium08_poses_100_jpos,1.0,2.89,0.05651,8,10.0,random
KIT_421_push_recovery_stand_left03_poses_100_jpos,1.0,4.998,0.04608,8,10.0,random
GRAB_s6_mouse_pick_all,1.0,6.253,0.04836,8,10.0,random
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,4.732,0.05461,8,10.0,random
CMU_106_106_13_poses_60_jpos,0.625,3.093,0.06923,8,10.0,random
GRAB_s4_apple_pick_all,1.0,7.435,0.06832,8,10.0,random
GRAB_s6_spherelarge_pick_all,0.875,5.865,0.05627,8,10.0,random
KIT_572_throw_left04_poses_100_jpos,0.75,1.155,0.06728,8,10.0,random
GRAB_s5_spherelarge_pick_all,1.0,6.29,0.05147,8,10.0,random
GRAB_s8_toruslarge_inspect_1,1.0,4.138,0.05004,8,10.0,random
GRAB_s9_stapler_pass_1,1.0,3.098,0.0632,8,10.0,random
GRAB_s1_toothpaste_pick_all,1.0,9.623,0.06902,8,10.0,random
KIT_3_wave_left01_poses_100_jpos,0.75,1.347,0.05932,8,10.0,random
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,0.875,8.473,0.06014,8,10.0,random
