clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.25,4.175,0.08184,8,10.0,random,0.00129,0.03017,0.00431
CMU_102_102_29_poses_120_jpos,0.25,0.907,0.10336,8,10.0,random,0.00227,0.02586,0.01293
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.125,5.107,0.09207,8,10.0,random,0.00132,0.03879,0.01293
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.185,0.07387,8,10.0,random,0.00057,0.03448,0.03448
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.795,0.07534,8,10.0,random,0.00054,0.03017,0.01293
CMU_35_35_24_poses_120_jpos,0.625,0.438,0.13583,8,10.0,random,0.01315,0.04741,0.03017
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,3.625,0.07449,8,10.0,random,0.00121,0.02586,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.375,0.667,0.07513,8,10.0,random,0.00052,0.01724,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,3.44,0.11309,8,10.0,random,0.00172,0.03879,0.00862
CMU_127_127_13_poses_120_jpos,1.0,0.682,0.10552,8,10.0,random,0.01011,0.04741,0.01293
CMU_35_35_20_poses_120_jpos,0.625,0.367,0.17526,8,10.0,random,0.00885,0.03017,0.02586
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.413,0.10948,8,10.0,random,0.00558,0.03017,0.00431
CMU_16_16_35_poses_120_jpos,0.625,0.503,0.12672,8,10.0,random,0.00669,0.03448,0.00431
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,1.723,0.09478,8,10.0,random,0.00179,0.02586,0.0
