clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.375,4.128,0.07801,8,10.0,random,0.00116,0.02586,0.0
CMU_102_102_29_poses_120_jpos,0.25,0.698,0.10495,8,10.0,random,0.00181,0.02586,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,6.348,0.08578,8,10.0,random,0.00021,0.02586,0.01724
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.225,0.06144,8,10.0,random,0.00026,0.02155,0.01724
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,7.402,0.0753,8,10.0,random,0.00015,0.03879,0.02586
CMU_35_35_24_poses_120_jpos,0.125,0.36,0.20012,8,10.0,random,0.00912,0.03448,0.01724
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.625,8.205,0.0896,8,10.0,random,0.00075,0.04741,0.02155
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.77,0.08503,8,10.0,random,0.00056,0.01724,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.25,4.003,0.1281,8,10.0,random,0.00016,0.02155,0.00862
CMU_127_127_13_poses_120_jpos,0.75,0.588,0.13696,8,10.0,random,0.00812,0.03448,0.00431
CMU_35_35_20_poses_120_jpos,0.375,0.365,0.18208,8,10.0,random,0.01169,0.0431,0.01724
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.85,0.12382,8,10.0,random,0.00276,0.02155,0.00862
CMU_16_16_35_poses_120_jpos,0.5,0.57,0.14262,8,10.0,random,0.00936,0.03879,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.0,1.35,0.18199,8,10.0,random,0.00142,0.01724,0.00862
CMU_20_21_rory1_20_10_poses_120_jpos,0.125,1.1,0.12501,8,10.0,random,0.00432,0.02586,0.00862
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.125,1.97,0.09191,8,10.0,random,4e-05,0.00431,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,3.843,0.11974,8,10.0,random,0.00085,0.03017,0.00862
CMU_138_138_25_poses_120_jpos,1.0,1.875,0.07247,8,10.0,random,0.00042,0.01724,0.0
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.75,1.752,0.09131,8,10.0,random,0.00169,0.01293,0.00431
CMU_88_88_10_poses_60_jpos,0.25,1.22,0.10174,8,10.0,random,0.00102,0.01724,0.00862
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,1.0,7.24,0.08465,8,10.0,random,0.00088,0.02155,0.01724
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.125,2.2,0.14867,8,10.0,random,0.00133,0.02155,0.00431
CMU_93_93_08_poses_60_jpos,0.875,5.05,0.08022,8,10.0,random,0.00066,0.03017,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.25,0.998,0.14543,8,10.0,random,0.00193,0.01724,0.01724
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.875,3.825,0.06851,8,10.0,random,0.00047,0.03017,0.01724
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.81,0.08001,8,10.0,random,0.00035,0.01293,0.00431
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,2.833,0.05899,8,10.0,random,0.00165,0.03448,0.01293
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.5,3.56,0.10592,8,10.0,random,0.0007,0.02586,0.01724
