clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,3.62,0.08959,8,10.0,random,0.00051,0.03017,0.0
CMU_102_102_29_poses_120_jpos,0.125,1.13,0.10764,8,10.0,random,0.00191,0.03017,0.00431
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.25,4.215,0.07932,8,10.0,random,0.00155,0.04741,0.03017
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.415,0.06375,8,10.0,random,0.00032,0.02155,0.01293
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,10.0,0.07612,8,10.0,random,0.00047,0.03879,0.02155
CMU_35_35_24_poses_120_jpos,0.625,0.492,0.14019,8,10.0,random,0.00566,0.03448,0.02155
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.875,6.61,0.07564,8,10.0,random,0.00028,0.02155,0.00431
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.375,0.733,0.07883,8,10.0,random,0.0,0.0,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,2.83,0.11518,8,10.0,random,0.00183,0.04741,0.02155
CMU_127_127_13_poses_120_jpos,1.0,0.55,0.10092,8,10.0,random,0.00682,0.03879,0.00862
CMU_35_35_20_poses_120_jpos,0.75,0.64,0.14014,8,10.0,random,0.00465,0.02586,0.0
CMU_18_19_Justin_18_03_poses_120_jpos,0.5,1.133,0.13886,8,10.0,random,0.00506,0.03017,0.00862
CMU_16_16_35_poses_120_jpos,0.875,0.655,0.10699,8,10.0,random,0.00671,0.03448,0.02586
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.375,0.993,0.13341,8,10.0,random,0.00073,0.00862,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,0.25,1.585,0.11265,8,10.0,random,0.00281,0.03448,0.00431
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,1.375,0.14992,8,10.0,random,0.00106,0.01293,0.01293
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.25,5.718,0.08821,8,10.0,random,0.00052,0.03448,0.01293
CMU_138_138_25_poses_120_jpos,0.875,0.93,0.07101,8,10.0,random,0.0012,0.02586,0.02155
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,1.0,2.038,0.06891,8,10.0,random,0.00074,0.01724,0.00431
CMU_88_88_10_poses_60_jpos,0.0,0.715,0.12911,8,10.0,random,0.00234,0.03017,0.02586
