clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.125,5.06,0.07533,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.25,1.14,0.09283,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.5,5.84,0.07683,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.49,0.06311,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.105,0.07618,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.5,0.468,0.14252,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,3.333,0.0949,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.372,0.11703,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,5.458,0.08327,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.5,0.665,0.17968,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.625,0.365,0.12478,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.525,0.11061,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.625,0.487,0.11634,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,1.062,0.1585,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.75,2.33,0.09905,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,1.72,0.10291,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.25,5.365,0.10102,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.125,0.06481,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.875,0.623,0.06172,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.625,1.538,0.10369,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.625,5.817,0.10379,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.375,7.265,0.0837,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,3.925,0.06686,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.625,1.065,0.08756,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,4.81,0.07432,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,1.573,0.06669,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.442,0.06972,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,5.425,0.09008,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.75,0.853,0.11897,8,10.0,random
CMU_35_35_26_poses_120_jpos,0.625,0.55,0.12655,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.5,0.58,0.09056,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.75,0.708,0.09837,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.75,4.317,0.09389,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.047,0.09498,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.375,1.968,0.08999,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.875,6.532,0.083,8,10.0,random
