clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.75,8.127,0.06393,8,10.0,random,0.00049,0.03017,0.0
CMU_102_102_29_poses_120_jpos,0.0,2.203,0.11214,8,10.0,random,0.00318,0.03879,0.02155
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.625,8.492,0.06928,8,10.0,random,0.0003,0.0431,0.02586
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,2.07,0.05622,8,10.0,random,0.00016,0.01724,0.01724
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,8.9,0.06934,8,10.0,random,0.00032,0.03879,0.02155
CMU_35_35_24_poses_120_jpos,0.625,0.74,0.1329,8,10.0,random,0.00754,0.04741,0.02155
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.5,5.077,0.08527,8,10.0,random,0.00068,0.02155,0.01724
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.375,1.455,0.06562,8,10.0,random,0.00049,0.02155,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.75,6.895,0.0949,8,10.0,random,0.00336,0.0431,0.00862
CMU_127_127_13_poses_120_jpos,0.875,0.613,0.10642,8,10.0,random,0.00675,0.03879,0.00862
CMU_35_35_20_poses_120_jpos,0.75,0.613,0.12687,8,10.0,random,0.00439,0.03017,0.00862
CMU_18_19_Justin_18_03_poses_120_jpos,0.25,1.778,0.10904,8,10.0,random,0.00431,0.03448,0.01293
CMU_16_16_35_poses_120_jpos,1.0,0.603,0.07404,8,10.0,random,0.00725,0.03879,0.03017
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.875,1.867,0.06963,8,10.0,random,0.00114,0.02155,0.0
CMU_20_21_rory1_20_10_poses_120_jpos,0.5,1.458,0.10296,8,10.0,random,0.00375,0.04741,0.02155
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.0,2.22,0.09358,8,10.0,random,0.00017,0.01293,0.00862
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.75,8.197,0.08908,8,10.0,random,0.00051,0.03017,0.00862
CMU_138_138_25_poses_120_jpos,1.0,1.445,0.07063,8,10.0,random,0.00073,0.01293,0.00431
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,1.0,1.21,0.04976,8,10.0,random,0.00195,0.02586,0.02155
CMU_88_88_10_poses_60_jpos,0.375,0.728,0.09876,8,10.0,random,0.00159,0.03017,0.02586
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.75,8.353,0.09084,8,10.0,random,0.00165,0.03879,0.00431
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,3.205,0.09675,8,10.0,random,0.00169,0.03879,0.02155
CMU_93_93_08_poses_60_jpos,1.0,5.083,0.06484,8,10.0,random,0.00085,0.04741,0.02586
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.875,2.103,0.07181,8,10.0,random,0.00117,0.03017,0.01293
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,5.482,0.05858,8,10.0,random,0.00069,0.02155,0.00862
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.04,0.05482,8,10.0,random,7e-05,0.00862,0.0
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,2.803,0.05361,8,10.0,random,0.00106,0.05172,0.0431
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,1.0,4.895,0.06826,8,10.0,random,0.00072,0.03448,0.0
CMU_35_35_18_poses_120_jpos,0.875,0.84,0.09519,8,10.0,random,0.00253,0.02586,0.00431
CMU_35_35_26_poses_120_jpos,0.625,0.705,0.11915,8,10.0,random,0.00775,0.04741,0.03017
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.458,0.05973,8,10.0,random,0.00178,0.03879,0.03879
