clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.25,2.38,0.09715,8,10.0,random,0.00442,0.04741,0.00862
CMU_93_93_08_poses_60_jpos,1.0,5.003,0.06712,8,10.0,random,0.00031,0.02586,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.625,1.38,0.07329,8,10.0,random,0.00115,0.02155,0.01293
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,1.0,6.633,0.07371,8,10.0,random,0.00079,0.03879,0.02586
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,1.0,2.395,0.06699,8,10.0,random,0.00079,0.02586,0.02155
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,3.77,0.06612,8,10.0,random,0.00126,0.03879,0.03017
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,4.855,0.07521,8,10.0,random,0.00111,0.04741,0.03448
CMU_35_35_18_poses_120_jpos,0.625,0.848,0.1409,8,10.0,random,0.00723,0.03879,0.01724
CMU_35_35_26_poses_120_jpos,0.625,0.435,0.13355,8,10.0,random,0.00847,0.03448,0.01724
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.375,0.635,0.06918,8,10.0,random,0.00044,0.01724,0.01724
CMU_108_108_18_poses_120_jpos,0.875,0.67,0.08983,8,10.0,random,0.00709,0.03879,0.01724
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,3.76,0.1226,8,10.0,random,0.00204,0.03017,0.01293
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.363,0.08196,8,10.0,random,0.00033,0.01724,0.00862
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.125,2.488,0.08109,8,10.0,random,0.00141,0.02155,0.01293
CMU_91_91_04_poses_120_jpos,0.875,4.965,0.06433,8,10.0,random,0.00079,0.04741,0.03448
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,3.473,0.08473,8,10.0,random,0.00029,0.01724,0.00431
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,4.07,0.0841,8,10.0,random,0.00015,0.01724,0.00862
CMU_138_138_10_poses_120_jpos,0.375,0.925,0.09249,8,10.0,random,0.00224,0.03448,0.01293
CMU_106_106_04_poses_60_jpos,0.0,2.152,0.08038,8,10.0,random,0.0035,0.06034,0.01293
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.5,0.58,0.06498,8,10.0,random,0.00076,0.02155,0.02155
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,0.75,8.148,0.08691,8,10.0,random,0.00087,0.03879,0.00862
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,1.657,0.08947,8,10.0,random,0.00013,0.01293,0.01293
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,4.772,0.06517,8,10.0,random,0.00025,0.03879,0.03879
ACCAD_s007_QkWalk1_poses_120_jpos,1.0,1.647,0.10064,8,10.0,random,0.00262,0.05603,0.0431
CMU_78_78_31_poses_120_jpos,0.125,1.445,0.11496,8,10.0,random,0.00266,0.02586,0.00862
CMU_76_76_03_poses_120_jpos,0.625,1.79,0.08877,8,10.0,random,0.00061,0.02586,0.00862
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,6.36,0.05441,8,10.0,random,0.00013,0.03017,0.03017
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.75,9.105,0.08022,8,10.0,random,0.0007,0.0431,0.00431
CMU_108_108_16_poses_120_jpos,0.375,0.802,0.11277,8,10.0,random,0.00497,0.03879,0.01293
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.5,7.18,0.09191,8,10.0,random,0.00137,0.05172,0.01293
DFaust_67_50020_50020_punching_poses_60_jpos,0.625,1.073,0.07752,8,10.0,random,0.00207,0.03448,0.02155
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,2.325,0.04695,8,10.0,random,0.00099,0.04741,0.04741
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.75,6.782,0.07212,8,10.0,random,0.00029,0.02155,0.00862
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,0.875,7.628,0.07809,8,10.0,random,0.0009,0.02586,0.00431
CMU_139_139_11_poses_60_jpos,0.5,2.49,0.10407,8,10.0,random,0.00319,0.0431,0.02155
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,0.5,1.778,0.08956,8,10.0,random,0.00011,0.00431,0.00431
KIT_379_push_recovery_left05_poses_100_jpos,1.0,2.165,0.05215,8,10.0,random,0.00013,0.01293,0.00431
CMU_122_122_55_poses_120_jpos,1.0,3.433,0.06323,8,10.0,random,0.00071,0.02155,0.00862
CMU_144_144_04_poses_120_jpos,0.75,8.488,0.07387,8,10.0,random,0.00037,0.03017,0.00431
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.75,7.89,0.07146,8,10.0,random,0.00041,0.0431,0.02155
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,1.0,4.5,0.06428,8,10.0,random,0.00063,0.03879,0.01724
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,1.768,0.04755,8,10.0,random,0.00071,0.03017,0.02586
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.875,2.962,0.06461,8,10.0,random,0.00188,0.0431,0.02155
CMU_122_122_15_poses_120_jpos,0.375,1.583,0.12483,8,10.0,random,0.00017,0.00862,0.00862
KIT_513_kick07_poses_100_jpos,0.625,0.927,0.0662,8,10.0,random,0.0012,0.01724,0.00862
GRAB_s3_eyeglasses_clean_1,1.0,5.053,0.0428,8,10.0,random,0.00031,0.06034,0.06034
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.5,1.55,0.10492,8,10.0,random,0.007,0.05603,0.02155
KIT_425_bend_left06_poses_100_jpos,1.0,1.903,0.06321,8,10.0,random,0.00084,0.02155,0.00862
KIT_424_walking_fast08_poses_100_jpos,1.0,2.672,0.05003,8,10.0,random,0.00054,0.03017,0.02155
GRAB_s7_stapler_staple_1,0.875,3.593,0.05558,8,10.0,random,0.00025,0.02155,0.01724
CMU_122_122_03_poses_120_jpos,0.25,1.318,0.09515,8,10.0,random,0.00128,0.00862,0.0
GRAB_s3_waterbottle_pick_all,1.0,8.793,0.05419,8,10.0,random,0.00067,0.06034,0.05603
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,3.44,0.0745,8,10.0,random,0.00093,0.03017,0.0
KIT_3_seesaw07_poses_100_jpos,1.0,4.28,0.07002,8,10.0,random,0.00088,0.03017,0.02155
CMU_137_137_36_poses_120_jpos,0.875,8.113,0.07771,8,10.0,random,0.00096,0.0431,0.01724
KIT_8_RightTurn03_poses_100_jpos,0.875,3.558,0.06264,8,10.0,random,0.0005,0.02155,0.00431
KIT_424_seesaw04_poses_100_jpos,0.875,4.072,0.05711,8,10.0,random,0.00071,0.03448,0.02155
KIT_3_walking_medium08_poses_100_jpos,1.0,2.078,0.05086,8,10.0,random,0.00039,0.01724,0.01293
KIT_421_push_recovery_stand_left03_poses_100_jpos,1.0,5.388,0.04587,8,10.0,random,0.00013,0.01293,0.01293
GRAB_s6_mouse_pick_all,1.0,7.2,0.04494,8,10.0,random,0.00019,0.03017,0.03017
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,2.448,0.04928,8,10.0,random,0.00033,0.01724,0.01293
CMU_106_106_13_poses_60_jpos,1.0,4.45,0.06473,8,10.0,random,0.00032,0.03017,0.02586
GRAB_s4_apple_pick_all,1.0,5.365,0.05582,8,10.0,random,0.00056,0.03448,0.01724
GRAB_s6_spherelarge_pick_all,0.875,8.133,0.04658,8,10.0,random,0.00012,0.02155,0.00862
KIT_572_throw_left04_poses_100_jpos,0.625,1.083,0.04424,8,10.0,random,0.0016,0.03017,0.03017
GRAB_s5_spherelarge_pick_all,1.0,7.458,0.04081,8,10.0,random,0.00013,0.03017,0.02155
GRAB_s8_toruslarge_inspect_1,1.0,3.573,0.0412,8,10.0,random,0.0005,0.05603,0.05603
GRAB_s9_stapler_pass_1,1.0,2.777,0.04741,8,10.0,random,0.00078,0.05172,0.04741
GRAB_s1_toothpaste_pick_all,1.0,7.645,0.04584,8,10.0,random,0.00049,0.02155,0.02155
KIT_3_wave_left01_poses_100_jpos,1.0,1.838,0.04482,8,10.0,random,0.00016,0.00862,0.00862
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,1.0,7.697,0.05099,8,10.0,random,0.00019,0.03017,0.01724
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,1.0,8.35,0.05136,8,10.0,random,4e-05,0.01724,0.01293
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.625,2.792,0.11686,8,10.0,random,0.00408,0.0431,0.02155
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,0.875,2.88,0.03979,8,10.0,random,0.00035,0.02586,0.02586
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,1.0,1.93,0.03791,8,10.0,random,0.00061,0.03017,0.02155
KIT_969_Trial_30_poses_100_jpos,1.0,5.913,0.04529,8,10.0,random,0.0002,0.01724,0.01293
KIT_572_wipe_circular_left07_poses_100_jpos,1.0,4.487,0.03738,8,10.0,random,6e-05,0.01293,0.00431
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,1.0,1.208,0.03304,8,10.0,random,0.00064,0.03017,0.03017
KIT_291_shake_hand05_poses_100_jpos,1.0,1.718,0.0397,8,10.0,random,0.00052,0.03017,0.02586
