clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.625,5.343,0.06683,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.375,0.965,0.09333,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.125,5.452,0.08209,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,1.0,1.663,0.05579,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,6.995,0.06632,8,10.0,random
CMU_35_35_24_poses_120_jpos,1.0,0.443,0.10876,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,0.375,6.45,0.08987,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.25,0.395,0.06265,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,2.828,0.11577,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.25,0.413,0.22547,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.75,0.562,0.14886,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.625,1.542,0.10421,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.698,0.10538,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.25,0.828,0.14993,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.5,1.097,0.11913,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,1.175,0.09265,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,4.147,0.10542,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.87,0.08905,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.25,0.945,0.15673,8,10.0,random
