clip,survival_rate,mean_survival_s,mean_body_pos_err,episodes,horizon_s,start
Eyes_Japan_Dataset_kaiwa_accident-02-dodge_fast-kaiwa_poses_120_jpos,0.25,5.975,0.07121,8,10.0,random
CMU_102_102_29_poses_120_jpos,0.125,0.802,0.10404,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,0.375,6.195,0.08185,8,10.0,random
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,0.875,1.985,0.0726,8,10.0,random
Eyes_Japan_Dataset_kaiwa_jump-04-horizontal-kaiwa_poses_120_jpos,1.0,9.34,0.07406,8,10.0,random
CMU_35_35_24_poses_120_jpos,0.625,0.772,0.13733,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,1.0,7.893,0.0774,8,10.0,random
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.5,0.72,0.04985,8,10.0,random
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.125,2.132,0.10681,8,10.0,random
CMU_127_127_13_poses_120_jpos,0.875,0.73,0.10327,8,10.0,random
CMU_35_35_20_poses_120_jpos,0.875,0.645,0.09815,8,10.0,random
CMU_18_19_Justin_18_03_poses_120_jpos,0.625,1.315,0.0981,8,10.0,random
CMU_16_16_35_poses_120_jpos,0.875,0.485,0.09145,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.125,1.318,0.13726,8,10.0,random
CMU_20_21_rory1_20_10_poses_120_jpos,0.625,1.47,0.10006,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-09-rope_cross-hamada_poses_120_jpos,0.25,2.565,0.07754,8,10.0,random
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.5,5.492,0.09841,8,10.0,random
CMU_138_138_25_poses_120_jpos,1.0,1.32,0.06768,8,10.0,random
ACCAD_Female1General_c3d_A15_-_skip_to_stand_poses_120_jpos,0.75,1.165,0.06931,8,10.0,random
CMU_88_88_10_poses_60_jpos,0.125,0.983,0.13463,8,10.0,random
Eyes_Japan_Dataset_aita_pose-04-drank-aita_poses_120_jpos,0.875,8.283,0.07929,8,10.0,random
Eyes_Japan_Dataset_yamaoka_tennis-18-catch_netball-yamaoka_poses_120_jpos,0.5,6.978,0.07355,8,10.0,random
CMU_93_93_08_poses_60_jpos,1.0,4.43,0.07102,8,10.0,random
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.25,1.548,0.08317,8,10.0,random
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,0.875,4.628,0.07563,8,10.0,random
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,0.875,1.405,0.05817,8,10.0,random
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,1.0,5.35,0.07251,8,10.0,random
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,0.875,4.067,0.07036,8,10.0,random
CMU_35_35_18_poses_120_jpos,0.875,0.677,0.09786,8,10.0,random
CMU_35_35_26_poses_120_jpos,1.0,0.565,0.09507,8,10.0,random
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,0.625,0.695,0.06446,8,10.0,random
CMU_108_108_18_poses_120_jpos,0.625,0.618,0.11759,8,10.0,random
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.5,5.857,0.09432,8,10.0,random
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,1.0,2.098,0.07686,8,10.0,random
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.25,3.22,0.08584,8,10.0,random
CMU_91_91_04_poses_120_jpos,0.625,4.61,0.08606,8,10.0,random
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.25,2.655,0.07438,8,10.0,random
Eyes_Japan_Dataset_takiguchi_jump-05-rope_normal_run-takiguchi_poses_120_jpos,0.0,5.327,0.0785,8,10.0,random
CMU_138_138_10_poses_120_jpos,0.125,0.48,0.11968,8,10.0,random
CMU_106_106_04_poses_60_jpos,0.25,3.732,0.15734,8,10.0,random
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.625,0.522,0.06372,8,10.0,random
Eyes_Japan_Dataset_aita_walk-01-normal-aita_poses_120_jpos,1.0,7.495,0.08348,8,10.0,random
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,1.0,1.498,0.07238,8,10.0,random
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,1.0,3.158,0.05465,8,10.0,random
ACCAD_s007_QkWalk1_poses_120_jpos,1.0,1.213,0.07952,8,10.0,random
CMU_78_78_31_poses_120_jpos,0.25,1.305,0.10941,8,10.0,random
CMU_76_76_03_poses_120_jpos,0.125,1.08,0.11962,8,10.0,random
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,1.0,5.97,0.0452,8,10.0,random
Eyes_Japan_Dataset_kaiwa_gesture_etc-41-mosh-kaiwa_poses_120_jpos,0.5,7.06,0.08466,8,10.0,random
CMU_108_108_16_poses_120_jpos,0.625,1.052,0.10867,8,10.0,random
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.125,4.32,0.094,8,10.0,random
DFaust_67_50020_50020_punching_poses_60_jpos,0.625,0.777,0.06505,8,10.0,random
BMLmovi_Subject_85_F_MoSh_Subject_85_F_10_poses_120_jpos,1.0,1.637,0.04433,8,10.0,random
Eyes_Japan_Dataset_kawaguchi_throw_toss-05-both_hands_over_heavy-kawaguchi_poses_120_jpos,0.875,7.66,0.07781,8,10.0,random
Eyes_Japan_Dataset_hamada_accident-06-damage_left_leg-hamada_poses_120_jpos,1.0,8.783,0.06472,8,10.0,random
CMU_139_139_11_poses_60_jpos,0.5,2.83,0.1045,8,10.0,random
Transitions_mocap_mazen_c3d_kick_walk_poses_120_jpos,1.0,3.085,0.05184,8,10.0,random
KIT_379_push_recovery_left05_poses_100_jpos,0.75,2.238,0.05665,8,10.0,random
CMU_122_122_55_poses_120_jpos,1.0,3.428,0.05383,8,10.0,random
CMU_144_144_04_poses_120_jpos,1.0,6.77,0.0615,8,10.0,random
Eyes_Japan_Dataset_kanno_accident-03-damage_head-kanno_poses_120_jpos,0.75,7.495,0.06763,8,10.0,random
KIT_10_WalkInClockwiseCircle08_poses_100_jpos,0.875,4.24,0.06673,8,10.0,random
ACCAD_Male1Walking_c3d_Walk_B23_-_Side_step_right_poses_120_jpos,1.0,2.055,0.04661,8,10.0,random
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,0.875,3.333,0.06729,8,10.0,random
CMU_122_122_15_poses_120_jpos,0.625,2.007,0.08567,8,10.0,random
KIT_513_kick07_poses_100_jpos,0.75,1.955,0.06247,8,10.0,random
GRAB_s3_eyeglasses_clean_1,1.0,4.798,0.0457,8,10.0,random
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.375,1.615,0.11216,8,10.0,random
KIT_425_bend_left06_poses_100_jpos,1.0,2.31,0.0676,8,10.0,random
KIT_424_walking_fast08_poses_100_jpos,1.0,1.667,0.04471,8,10.0,random
GRAB_s7_stapler_staple_1,1.0,4.032,0.05225,8,10.0,random
CMU_122_122_03_poses_120_jpos,0.375,1.405,0.07888,8,10.0,random
GRAB_s3_waterbottle_pick_all,0.875,8.188,0.05521,8,10.0,random
KIT_675_walk_with_table_left04_poses_100_jpos,1.0,2.71,0.06091,8,10.0,random
KIT_3_seesaw07_poses_100_jpos,0.875,3.188,0.06375,8,10.0,random
CMU_137_137_36_poses_120_jpos,1.0,8.705,0.07233,8,10.0,random
KIT_8_RightTurn03_poses_100_jpos,1.0,4.138,0.05873,8,10.0,random
KIT_424_seesaw04_poses_100_jpos,0.75,3.393,0.06125,8,10.0,random
KIT_3_walking_medium08_poses_100_jpos,1.0,3.06,0.05322,8,10.0,random
KIT_421_push_recovery_stand_left03_poses_100_jpos,1.0,3.627,0.04209,8,10.0,random
GRAB_s6_mouse_pick_all,0.875,6.135,0.04893,8,10.0,random
KIT_8_WalkingStraightForwards09_poses_100_jpos,1.0,3.11,0.04461,8,10.0,random
CMU_106_106_13_poses_60_jpos,0.625,1.72,0.05462,8,10.0,random
GRAB_s4_apple_pick_all,1.0,7.692,0.06495,8,10.0,random
GRAB_s6_spherelarge_pick_all,1.0,6.47,0.04444,8,10.0,random
KIT_572_throw_left04_poses_100_jpos,0.875,1.365,0.03992,8,10.0,random
GRAB_s5_spherelarge_pick_all,1.0,6.955,0.04375,8,10.0,random
GRAB_s8_toruslarge_inspect_1,1.0,3.355,0.03883,8,10.0,random
GRAB_s9_stapler_pass_1,1.0,1.86,0.04563,8,10.0,random
GRAB_s1_toothpaste_pick_all,1.0,9.408,0.05247,8,10.0,random
KIT_3_wave_left01_poses_100_jpos,1.0,1.992,0.04774,8,10.0,random
Eyes_Japan_Dataset_kanno_pose-19-funny-kanno_poses_120_jpos,1.0,8.925,0.05749,8,10.0,random
Eyes_Japan_Dataset_kanno_gesture_etc-50-syuriken-kanno_poses_120_jpos,1.0,9.375,0.04871,8,10.0,random
KIT_950_Wipe_Back_Small_Circle_01_poses_100_jpos,0.75,2.732,0.13296,8,10.0,random
KIT_1487_stirring_in_the_bowl07_poses_100_jpos,1.0,2.518,0.02554,8,10.0,random
KIT_1717_displace_from_left_to_right_14_poses_100_jpos,1.0,2.095,0.03814,8,10.0,random
KIT_969_Trial_30_poses_100_jpos,1.0,5.487,0.04027,8,10.0,random
KIT_572_wipe_circular_left07_poses_100_jpos,1.0,3.43,0.03478,8,10.0,random
KIT_1229_hand_through_hair_right_arm_02_poses_100_jpos,1.0,1.917,0.03596,8,10.0,random
KIT_291_shake_hand05_poses_100_jpos,1.0,1.792,0.03628,8,10.0,random
