clip,offset_s,survival,mean_survival_s,n,window_s,effort_sat_mean,effort_sat_peak,effort_sat_at_end
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00011,0.00431,0.0
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0002,0.01724,0.0
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.00037,0.02155,0.0
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,6.0,1.0,3.0,8,3.0,9e-05,0.00431,0.0
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00034,0.01724,0.0
Eyes_Japan_Dataset_kawaguchi_pose-04-drank-kawaguchi_poses_120_jpos,mean,1.0,,56,3.0,0.00016,,
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,0.0,0.0,1.48,8,3.0,0.00018,0.01293,0.01293
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,1.0,0.0,0.97,8,3.0,0.00025,0.01293,0.01293
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,2.0,0.0,1.085,8,2.08,0.00073,0.03879,0.03448
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,3.0,1.0,1.1,8,1.1,0.00157,0.01293,0.00862
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,4.0,1.0,0.08,8,0.08,0.0,0.0,0.0
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,6.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.0,0.0,0.0
DFaust_67_50025_50025_one_leg_loose_poses_60_jpos,mean,0.5714,,56,3.0,0.00131,,
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,0.0,0.125,1.515,8,3.0,0.0099,0.12069,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,1.0,0.0,0.598,8,3.0,0.003,0.03448,0.01724
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.00014,0.00431,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.00055,0.02586,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00043,0.03017,0.0
SFU_0015_0015_Kirikaeshi001_poses_120_jpos,mean,0.7321,,56,3.0,0.002,,
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.00034,0.02586,0.0
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,1.0,0.0,2.655,8,3.0,0.00045,0.03448,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,2.0,0.0,1.66,8,3.0,0.00349,0.0431,0.02586
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,3.0,0.0,0.655,8,2.5,0.00803,0.03448,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,4.0,0.75,1.335,8,1.5,0.00547,0.04741,0.00431
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,mean,0.5357,,56,3.0,0.00439,,
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,1.0,0.875,2.65,8,3.0,0.0056,0.01293,0.00431
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,4.0,1.0,3.0,8,3.0,6e-05,0.00431,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,6.0,1.0,3.0,8,3.0,6e-05,0.00431,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00147,0.02586,0.0
DanceDB_20180501_CliodelaVara_CLIO_Dimitroula_1_poses_120_jpos,mean,0.9821,,56,3.0,0.00103,,
CMU_88_88_10_poses_60_jpos,0.0,0.0,1.877,8,3.0,0.0012,0.03017,0.0
CMU_88_88_10_poses_60_jpos,1.0,0.0,1.255,8,3.0,0.00421,0.06034,0.02586
CMU_88_88_10_poses_60_jpos,2.0,0.0,1.158,8,3.0,0.00114,0.03448,0.02155
CMU_88_88_10_poses_60_jpos,3.0,0.0,1.257,8,3.0,0.0003,0.00862,0.00431
CMU_88_88_10_poses_60_jpos,4.0,0.0,0.863,8,3.0,0.00107,0.02586,0.01724
CMU_88_88_10_poses_60_jpos,6.0,1.0,1.78,8,1.78,0.00048,0.0431,0.0431
CMU_88_88_10_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.0,0.0,0.0
CMU_88_88_10_poses_60_jpos,mean,0.2857,,56,3.0,0.0012,,
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.00032,0.03017,0.0
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,1.0,0.125,2.695,8,3.0,0.00074,0.0431,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,2.0,0.25,1.995,8,3.0,0.00239,0.03448,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,3.0,0.0,0.647,8,2.5,0.00725,0.0431,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,4.0,0.75,1.41,8,1.5,0.00453,0.0431,0.01293
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,mean,0.5893,,56,3.0,0.00402,,
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.00017,0.01724,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.0004,0.02586,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.00118,0.02586,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.00305,0.03448,0.00431
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.00379,0.03879,0.01724
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,8.0,0.875,2.755,8,3.0,0.00126,0.03017,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,mean,0.9821,,56,3.0,0.00141,,
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,2.0,0.0,2.7,8,3.0,0.00013,0.01724,0.01724
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,3.0,0.0,1.7,8,3.0,0.00015,0.01293,0.01293
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,4.0,0.0,0.7,8,3.0,0.00246,0.01724,0.01293
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.00152,0.03448,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00144,0.03017,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,mean,0.5714,,56,3.0,0.00081,,
CMU_91_91_04_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0008,0.03448,0.0
CMU_91_91_04_poses_120_jpos,1.0,0.875,2.655,8,3.0,0.00636,0.03017,0.01293
CMU_91_91_04_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00055,0.03017,0.0
CMU_91_91_04_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.00103,0.03448,0.0
CMU_91_91_04_poses_120_jpos,4.0,0.875,2.85,8,3.0,0.00221,0.03448,0.0
CMU_91_91_04_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.0017,0.03879,0.0
CMU_91_91_04_poses_120_jpos,8.0,0.875,2.72,8,3.0,0.00121,0.03017,0.0
CMU_91_91_04_poses_120_jpos,mean,0.9464,,56,3.0,0.00198,,
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,4.0,0.0,2.37,8,3.0,0.00069,0.0431,0.02586
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,6.0,0.0,0.368,8,3.0,0.00809,0.03448,0.01293
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,8.0,0.0,2.82,8,3.0,0.00049,0.03448,0.01724
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,mean,0.5714,,56,3.0,0.00132,,
CMU_138_138_10_poses_120_jpos,0.0,0.75,2.818,8,3.0,0.00144,0.0431,0.00431
CMU_138_138_10_poses_120_jpos,1.0,0.125,1.832,8,2.64,0.00124,0.03448,0.01724
CMU_138_138_10_poses_120_jpos,2.0,0.875,1.6,8,1.64,0.00156,0.03879,0.02586
CMU_138_138_10_poses_120_jpos,3.0,1.0,0.64,8,0.64,0.00121,0.03017,0.03017
CMU_138_138_10_poses_120_jpos,4.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
CMU_138_138_10_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
CMU_138_138_10_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
CMU_138_138_10_poses_120_jpos,mean,0.8214,,56,3.0,0.0054,,
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.0,0.0,1.13,8,2.76,0.00023,0.01293,0.00431
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,1.0,0.0,0.897,8,1.76,0.00066,0.03017,0.03017
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,2.0,1.0,0.76,8,0.76,0.00068,0.02586,0.02155
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,3.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,4.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,6.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.0,0.0,0.0
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,mean,0.7143,,56,3.0,0.00423,,
CMU_108_108_16_poses_120_jpos,0.0,0.125,1.922,8,2.92,0.00307,0.04741,0.00431
CMU_108_108_16_poses_120_jpos,1.0,0.0,0.742,8,1.94,0.00762,0.05172,0.01724
CMU_108_108_16_poses_120_jpos,2.0,1.0,0.94,8,0.94,0.00789,0.05172,0.03017
CMU_108_108_16_poses_120_jpos,3.0,1.0,0.04,8,0.04,0.0,0.0,0.0
CMU_108_108_16_poses_120_jpos,4.0,1.0,0.04,8,0.04,0.00216,0.00431,0.00431
CMU_108_108_16_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.0,0.0,0.0
CMU_108_108_16_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
CMU_108_108_16_poses_120_jpos,mean,0.7321,,56,3.0,0.00389,,
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.0,0.0,1.645,8,3.0,0.01544,0.125,0.00862
SFU_0015_0015_BasicKendo001_poses_120_jpos,1.0,0.125,1.03,8,3.0,0.00514,0.04741,0.02155
SFU_0015_0015_BasicKendo001_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00078,0.03448,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00057,0.03448,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,mean,0.7321,,56,3.0,0.00313,,
DFaust_67_50020_50020_punching_poses_60_jpos,0.0,0.625,2.46,8,3.0,0.0002,0.01724,0.00431
DFaust_67_50020_50020_punching_poses_60_jpos,1.0,0.875,2.185,8,2.36,0.00035,0.02586,0.00431
DFaust_67_50020_50020_punching_poses_60_jpos,2.0,1.0,1.38,8,1.38,0.00081,0.02586,0.02155
DFaust_67_50020_50020_punching_poses_60_jpos,3.0,1.0,0.38,8,0.38,0.00113,0.02155,0.02155
DFaust_67_50020_50020_punching_poses_60_jpos,4.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
DFaust_67_50020_50020_punching_poses_60_jpos,6.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
DFaust_67_50020_50020_punching_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
DFaust_67_50020_50020_punching_poses_60_jpos,mean,0.9286,,56,3.0,0.00282,,
KIT_513_kick07_poses_100_jpos,0.0,0.0,1.793,8,3.0,0.00083,0.02586,0.01724
KIT_513_kick07_poses_100_jpos,1.0,0.0,0.707,8,3.0,0.00013,0.00431,0.00431
KIT_513_kick07_poses_100_jpos,2.0,0.0,0.14,8,3.0,0.00246,0.01724,0.01724
KIT_513_kick07_poses_100_jpos,3.0,1.0,3.0,8,3.0,0.00032,0.01293,0.0
KIT_513_kick07_poses_100_jpos,4.0,1.0,2.04,8,2.04,0.00025,0.02586,0.02586
KIT_513_kick07_poses_100_jpos,6.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
KIT_513_kick07_poses_100_jpos,8.0,1.0,0.04,8,0.04,0.01293,0.02155,0.02155
KIT_513_kick07_poses_100_jpos,mean,0.5714,,56,3.0,0.00303,,
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.0,0.875,2.938,8,3.0,0.00313,0.0431,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,1.0,0.0,1.895,8,3.0,0.00492,0.05603,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,2.0,0.0,1.23,8,3.0,0.00109,0.03017,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,3.0,0.0,0.822,8,2.9,0.00062,0.02155,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,4.0,1.0,1.9,8,1.9,0.00186,0.11638,0.10776
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,6.0,1.0,0.04,8,0.04,0.03664,0.06466,0.00862
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,8.0,1.0,0.04,8,0.04,0.04095,0.06034,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,mean,0.5536,,56,3.0,0.01274,,
