clip,offset_s,survival,mean_survival_s,n,window_s,effort_sat_mean,effort_sat_peak,effort_sat_at_end
CMU_88_88_10_poses_60_jpos,1.0,0.0,1.07,8,3.0,0.00226,0.03448,0.00431
CMU_88_88_10_poses_60_jpos,2.0,0.0,0.847,8,3.0,0.00199,0.02586,0.00431
CMU_88_88_10_poses_60_jpos,3.0,0.0,1.39,8,3.0,0.0005,0.01724,0.01293
CMU_88_88_10_poses_60_jpos,4.0,0.0,0.498,8,3.0,0.00121,0.03017,0.03017
CMU_88_88_10_poses_60_jpos,6.0,1.0,1.78,8,1.78,0.00039,0.03448,0.03448
CMU_88_88_10_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.00216,0.00431,0.00431
CMU_88_88_10_poses_60_jpos,mean,0.2857,,56,3.0,0.00124,,
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.00043,0.02586,0.0
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.00147,0.03448,0.0
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,2.0,0.75,2.775,8,3.0,0.00232,0.0431,0.00862
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,3.0,0.75,2.07,8,2.5,0.00494,0.0431,0.02155
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,4.0,1.0,1.5,8,1.5,0.00305,0.03448,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,mean,0.9286,,56,3.0,0.00421,,
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,1.0,1.0,3.0,8,3.0,6e-05,0.00431,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00017,0.00862,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0027,0.05172,0.00431
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,4.0,0.875,2.83,8,3.0,0.00219,0.03879,0.00431
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,6.0,0.875,2.715,8,3.0,0.00164,0.02586,0.01724
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.0017,0.03448,0.0
Eyes_Japan_Dataset_aita_walk-06-catwalk-aita_poses_120_jpos,mean,0.9643,,56,3.0,0.00121,,
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,2.0,0.0,2.707,8,3.0,0.00019,0.02586,0.02586
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,3.0,0.0,1.705,8,3.0,0.0001,0.00862,0.00431
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,4.0,0.0,0.712,8,3.0,0.00132,0.01724,0.01293
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.00072,0.03017,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00109,0.03448,0.0
Eyes_Japan_Dataset_ichige_soccer-29-heel_lift-ichige_poses_120_jpos,mean,0.5714,,56,3.0,0.00049,,
CMU_91_91_04_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.00032,0.02155,0.00431
CMU_91_91_04_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.00057,0.02586,0.0
