iteration,progress_prior_weighted_mean,positive_excess_mass,excess_fraction_improving,excess_fraction_declining,excess_fraction_unchanged,unit_fraction_improving,unit_fraction_declining,unit_fraction_unchanged,rho_progress_failure,rho_progress_previous_snapshot,rho_progress_recent_attempt_count,D_fixed_history_counterfactual_tv,ledger_sha256,state_sha256
1400,0.007211648785019524,0.07096430013564067,0.5415438890973379,0.45845611090266203,0.0,0.597972972972973,0.17652027027027026,0.22550675675675674,0.2507298261290645,0.3593065503081629,0.36087372451280847,0.07635655297543312,7dfe876b3bce71350832b1eeed8f33a7f31057af7e68721e4c8ff58a67ec03c2,9a32ca312125b3e6ea88b4d49dc13d4262d21c6a2ad1417eecc19b7f2b42fb65
1500,0.006291571143421701,0.07659160423736908,0.48456876884517186,0.5154312311548281,0.0,0.5802364864864865,0.18496621621621623,0.23479729729729729,0.23727103499554328,0.32208248350456326,0.42216187978888015,0.08204284485711946,5e0220c29b9737aed433b39c906672f9bbd29c1bcd7a56582803464c23e09f16,b391fa7477b6ac27892395bd53637b824a25c4c62d769865c8b985e4add16577
1600,0.0061377070786113146,0.08008920541627987,0.4764460905297073,0.5235539094702926,0.0,0.5920608108108109,0.19425675675675674,0.21368243243243243,0.32217521207277944,0.395117284694885,0.3968665953619188,0.08546161908159366,08ae78e01e0b7b7b8a6302bbf81ec120f2a86e7b6974ee816d98dd5fa1b486cd,51489b266dcbd3977d8fd10a466cdd0c95797c4479c488264b3d11301da2bea6
1700,0.006216003018186037,0.078573376962716,0.5182185684373629,0.48178143156263725,0.0,0.5962837837837838,0.17989864864864866,0.22381756756756757,0.34807801964245183,0.4186580328285042,0.4462652909970183,0.08940356965531682,54dfec972881e8579db663ef322111ab78b7d4967f0240133f4ab6b3abe72a63,8f0e0fd0f1edefea54fa005399c89a95a080147924c79f090f259a66287c8923
1800,0.005874121487187873,0.08465019701404711,0.4557515006520514,0.5442484993479487,0.0,0.6157094594594594,0.16976351351351351,0.21452702702702703,0.3872655257967191,0.45927791769786547,0.43004745946546513,0.0926314890749537,8c0ebe1be6e7a49f64c710cc3fc87683f3296783129fa3b829e904fd98f2b882,487883897365da86f81b1f345a47ce3d3eff6f20de81d28581d87b119c5b8707
1900,0.005418500319503182,0.08640974101466527,0.3575575853379992,0.6424424146620007,0.0,0.5641891891891891,0.20439189189189189,0.23141891891891891,0.38335488342292146,0.47741577159547977,0.46125749329707305,0.09431496871406674,0e11f1c90042e9ee6e4876c7e45a8138f09d708d1ad8e7dda8672ef069a5380a,201fcca2062281daafd8f162e0b1c420c2825149603b9e6fda70dc756c1368cf
2000,0.00506722897146238,0.08939806886279564,0.4183549354179655,0.5816450645820346,0.0,0.5886824324324325,0.17483108108108109,0.23648648648648649,0.3797539319297846,0.4424190094818819,0.46339957918532393,0.09689852606842424,d9e1cee41aa0ab530036ffa04f6a31d45d9a00b3f5e9c4b0cd3b952850260c35,350e02eb138ddc502ab0170192e38f4ea62034378a5a6a905721e5e838bb79f8
2100,0.005214978293760693,0.09094542283012219,0.3793733255206649,0.6206266744793351,0.0,0.5675675675675675,0.19256756756756757,0.23986486486486486,0.37996676131991786,0.4291317972930012,0.4597079452016882,0.09923840529834022,5d3157e94285a4b2ee3cab78fd5c4461444fc99415a1e07afc9556aa803b3b5a,08915b517b5d396005ec2dc6dd41460895ce9ac761f9d417cdc75f4d81d8ce7e
2200,0.005255252403635096,0.08830088295183286,0.4315833625407464,0.5684166374592535,0.0,0.5827702702702703,0.1883445945945946,0.22888513513513514,0.4128617797088064,0.47331622549007935,0.4889685831500731,0.09923586335206613,114f51efe23ce00a5cb14e7151872065e79350b44db50363cd5dd97daec81e88,50f46d472d9b7c5bfaf471194996fdf97b325f7edfe251664be94638f288c676
2300,0.004839256321299222,0.08926093713263754,0.44435041132759,0.5556495886724098,0.0,0.597972972972973,0.17398648648648649,0.22804054054054054,0.4107524179643443,0.454839201056274,0.4684988924565147,0.10086236597825632,bc62caf6e8db9b26333d302798995f34b123ef79f96bc9a2382ea95f24317ad1,f9828ef45d3178d930cf1557f4516c2bcadf8bfebebb42f0dd91176187542b8e
2400,0.00486327787715589,0.08932458666758043,0.36760001021312017,0.6323999897868798,0.0,0.5844594594594594,0.17060810810810811,0.24493243243243243,0.43119645902502357,0.4598238188120951,0.5083830208186962,0.10104096459342815,4fe51c72285abcf7017baf28c2b97244fdc4fcf417bcdd0d9142a62a4902e7d9,0f89a74a8d7e8d670f1803dd6068426d20552bd997928c3420bf0c9bc4b3fafa
2500,0.004808275318662302,0.09056675176720441,0.4232476405642497,0.5767523594357502,0.0,0.6055743243243243,0.16722972972972974,0.22719594594594594,0.46748372369007224,0.536145129307938,0.4941334548514062,0.10258933249579955,d0be8793374fb6eed2c272556ee67a5301f6f0e9a3538a2cb4458276fa521740,80787ccf6eed79a03804da25bf73a7de029ee733e3fe1eaf9f5ff2beab45a4f8
2600,0.004616312816115544,0.09809255765779355,0.33489262757316923,0.6651073724268308,0.0,0.5717905405405406,0.1858108108108108,0.24239864864864866,0.4199320508895526,0.48955066754352344,0.5291062523487694,0.10475715758001643,3d20df51ba55d44be1ada471651130f35bdfaf09fa5896af2904ef0c4901cab6,a43716b5f2d839ef7b43adc3b0b13b45ce4a4b32e8abafecff4d307eac7c1a61
2700,0.004508786139532327,0.09059932255205425,0.4006528308299508,0.5993471691700492,0.0,0.597972972972973,0.16807432432432431,0.23395270270270271,0.4470265688064163,0.49175061603315484,0.5105813671503525,0.10749536492414102,14688ce13f6f4ff84a3dcfd07b7b9ab9ee4ffc284f54cba7e39817cf719c3277,f0512dba554b7cd53cd2acfd45f56e1968dd8a297b8f335a67ac3a04f8bca3f9
2800,0.004341294061945496,0.0924279904633164,0.4064510878428377,0.5935489121571623,0.0,0.6081081081081081,0.1545608108108108,0.23733108108108109,0.4007764831802918,0.5283776555641652,0.5438322294631356,0.11007506191233875,ae4071a367f6407264ac4d1e3200119f6a2841bdf936247ad954f499ca5e4156,cbe68080bb91a941a4b7e26d591d4be4f77fe2d05667042489c6adae6cea1933
2900,0.004391572830065062,0.09751571212663435,0.3632545445924622,0.6367454554075379,0.0,0.5853040540540541,0.17145270270270271,0.24324324324324326,0.4125025651584404,0.47710669126870503,0.5236710522577592,0.10959762758102368,026559ef9f075b8a67e65e9193f723c7c37ad4c0dacf681152c23c0fad47c537,a054ed970c4b476726c533fffe7a807bcfe138b05b903eedc368cec863cb0118
3000,0.004227889456317219,0.09453644622898383,0.5029861319138681,0.49701386808613196,0.0,0.6241554054054054,0.13513513513513514,0.24070945945945946,0.4571380252275046,0.5077633953829801,0.5098361954016014,0.11067176781295977,2154ac8f70830ee4148dfa7f4d418fc358fe7514df926eaa65fc0d5f3dbdba5a,172a1f8b2ce52390bbe729abeb81a3b7c7f8dc57b6c212c87ce6f2be13e9a9be
3100,0.004041915297368423,0.09849636842425319,0.3807374161734315,0.6192625838265685,0.0,0.612331081081081,0.15371621621621623,0.23395270270270271,0.4592462185601705,0.49031525170730483,0.5026732616943789,0.11191397086056548,696e0ba46c198ee64c284ca511396b9d0bc7f67f5f901af02c4083ddf8a173f7,63d2215e7d1f8a4985d6b7df0d7bf2f62dbd1f2ba2b5cc607eb9c8664e3bd935
3200,0.004191794849843404,0.0974868025683926,0.3245077009599538,0.675492299040046,0.0,0.5920608108108109,0.16722972972972974,0.24070945945945946,0.4692746581092018,0.5075268507375168,0.5399933365662732,0.11100128527021683,b205d8ba7dfaef27fd1387b883a47645f980e509bc4ddd6a094c82f60980306d,1cdadfceca7293edf857c0b6b123632d3c376e56ff61d15539b625fee9fd08b6
3300,0.0038051782509826724,0.09903785479361679,0.31614606821950175,0.6838539317804982,0.0,0.6106418918918919,0.16300675675675674,0.22635135135135134,0.47888516776586987,0.5600338283897505,0.5344713983453954,0.1126729511322033,f5b041ded9ab21c9c78b47451ca54f7ccb459c834a2bd57f6216a96e5c51486f,9974ff49ed6f40717fee9f750ba6dc10a392ea1ea33e72a07d8286cd47ba6fab
3400,0.0038656214825299523,0.10240717925172642,0.348850130554147,0.6511498694458532,0.0,0.6013513513513513,0.16131756756756757,0.23733108108108109,0.43185624452636373,0.5048484891989063,0.5238231993481594,0.1139483090591822,5131ee6da1bf465001d872801a3d75c4e3b938f71a7d28c94b14bcaea906a9ee,7feaa3688f4b2bb1b4d415bd16594b3553034759862684b120b98e5bd678135f
3500,0.003766045923907275,0.09543645083552016,0.41726031303509725,0.5827396869649031,0.0,0.6157094594594594,0.14189189189189189,0.24239864864864866,0.46129506298682954,0.49961154894473675,0.5466192858910753,0.11566499217680495,e39d9cbbe729e312179ec4f6ea77e8a632c64f1a524c8e515686f1ee55aaa41b,8730a8f77cacdff725e24b00288a033913e2221b20e2d2d6874818cbc9fca42b
3600,0.0037423989337904764,0.10019555581336229,0.49263830986559237,0.5073616901344076,0.0,0.6300675675675675,0.13429054054054054,0.23564189189189189,0.4953299972880936,0.521795059611772,0.5037091735451668,0.11625678367417086,9b628ede8e3356d31015e435d0dec1af2dd5cf2a61296ab3adaa42e4c7d0b2da,8a742e9364b6235a1a9e85dd5a6588ce9d02532fd1a60a327df9fe052919ec7c
3700,0.003751846776536159,0.09536819661645837,0.3768247624442448,0.6231752375557553,0.0,0.606418918918919,0.15625,0.23733108108108109,0.4923203154919504,0.5245432987969486,0.5360717829497383,0.11636243498283518,0ec353736074324779b50876d878f0b88a9dd2cd16f38afbe1e4d9a414401b6d,f9557bc4bf2fc41d94e8b65b3903808770568e73d1c9eb37362ae2fe6f31a514
3800,0.0035930903322687396,0.09656124113895319,0.4794745692421266,0.5205254307578734,0.0,0.6427364864864865,0.12246621621621621,0.23479729729729729,0.5064159745274811,0.533814978355278,0.5631441272349953,0.1190292281028294,436622f142c4c913999d4aa40962825f1a0b5c24ad1da60bc9680412809c4825,1fcbab935b88f90b05d93f8f26d3b9bb729cf133d13ad44b64915968f257a076
3900,0.0034711327823950962,0.10140682839149326,0.3109335310842577,0.6890664689157423,0.0,0.6326013513513513,0.13597972972972974,0.23141891891891891,0.5010100839578403,0.578350544761748,0.5487293182918014,0.12047397781229358,b559a91171a1ae18a1c58a6b8e23c1dfe12de925033b05c726b2a251dda894db,88780c05bdbdbff415585ab668a9c733afb4ce8e3aadc2e2b3ff15b74fecd405
3999,0.003767425374095611,0.10823470586052542,0.31376143243444804,0.6862385675655519,0.0,0.6140202702702703,0.14273648648648649,0.24324324324324326,0.48447714415798127,0.5741428888850834,0.5705229935004016,0.12042055195648806,9f348f540da1ef027f619a17315828510496b5a6ecfeaeb4f440bef1cc1cbe96,2e208e7323789295a1e1bf89ced532237cbaee2b0fd3fe02db17ecc00d12b4a4
