iteration,progress_prior_weighted_mean,positive_excess_mass,excess_fraction_improving,excess_fraction_declining,excess_fraction_unchanged,unit_fraction_improving,unit_fraction_declining,unit_fraction_unchanged,rho_progress_failure,rho_progress_previous_snapshot,rho_progress_recent_attempt_count,D_fixed_history_counterfactual_tv,ledger_sha256,state_sha256
2500,0.00476399012231301,0.09345028477684604,0.3839500170455329,0.6160499829544672,0.0,0.5853040540540541,0.17652027027027026,0.23817567567567569,0.400271699696735,0.46911304537779785,0.49025376122021597,0.10126636012966858,ccdb0bd7ccfab585dcf0e2d57a7931f237694abf48155f8c4938704f485158b6,ddb3d568f7b4038dfaec9743f189184e85cb0292894f599205550be9918000bb
2600,0.005026075706188283,0.0919218560968793,0.35979965917168155,0.6402003408283183,0.0,0.5777027027027027,0.17652027027027026,0.24577702702702703,0.40622158089869415,0.46742630504745425,0.5068719366618805,0.10255100763089908,382f0f91fbd0729b2056ec9c89e54da58f1e6f6884ba4ae5418e2c6646e24cda,40875509c2cc9e85641f067f1831f72ac8e5a39b749b66a3595b5bd1e6846488
2700,0.004417187758463741,0.09243132158293887,0.44846627349578755,0.5515337265042124,0.0,0.620777027027027,0.16300675675675674,0.21621621621621623,0.436736935012047,0.4631658048436577,0.4493168252703186,0.10299854072786993,55dfed068c4b85e07c3dad02d2bddb9609b904bd842c0fe9d45efa2c7e8ee6b5,a1f05effed6c440ccb4a0c9d4a5d38b4fcea081405bf4398d14933942f20604c
2800,0.004688095613316908,0.09284765357911393,0.47366139961653086,0.526338600383469,0.0,0.6140202702702703,0.15625,0.22972972972972974,0.4304695864903731,0.482458616777374,0.5204436468575228,0.1048152737504755,f8a88554fa71abcf24bcdb5edab0211d7777468391be785dafa14d9a72b2cfba,62abdb4b519baa7bf3ad5556e34cb14291c17abdc14da0e189b156fa326885e4
2900,0.004663377524729232,0.094222020159441,0.37372705843496823,0.6262729415650317,0.0,0.589527027027027,0.17398648648648649,0.23648648648648649,0.45182889992679254,0.5390843565163379,0.5098172802635712,0.1065108893490652,1c291d8579e60794f53fbb26e57c779b01476a8949d8bbe2ea6d41312203920d,d8543e282bc990e4d3ecfb49819ebdb9f6645355e0225fecc9e557e49b436de1
3000,0.004398828793048679,0.09473365500749345,0.4198756340728419,0.580124365927158,0.0,0.6114864864864865,0.16216216216216217,0.22635135135135134,0.44014084257537744,0.4751408811865704,0.5118418140200653,0.10571074578281539,c6d16d9ff469d29e8f22ec03539ef886d63b475b8ce0118503e392e0048476ac,b47409ca9b4b9029311f7bdb19608c0edd8220ef48bf69d2b1fc0c0fcda6a110
3100,0.004382788438892995,0.09293815085612622,0.4125747936636044,0.5874252063363955,0.0,0.5929054054054054,0.16300675675675674,0.24408783783783783,0.44794026056421843,0.5217210777753315,0.5265122273110487,0.10638002946695549,9952284cea0400fd69ab99b14c029480f6e39b30a0bc4a739e978f136de2d0ed,87650ce915726f72d31cae3ee4cc518b0e11dcb9f3a178116594b3a097a2b4bb
3200,0.0043178076325914305,0.0878233831743187,0.4271896107514154,0.5728103892485845,0.0,0.6021959459459459,0.16216216216216217,0.23564189189189189,0.5039369172718533,0.5058272840629474,0.4944855173975777,0.10631161950976273,d44584a1d6ba9add74e741d2d4a52af73dc678f9a940d2cc28bc1424a58278fd,f22a578e9d3863967665182d27c41a8dc5684f2fe8abc91a999d0f2ef1725ca3
3300,0.004272510156780863,0.09556240986326159,0.48574780371768783,0.5142521962823122,0.0,0.612331081081081,0.1545608108108108,0.23310810810810811,0.4606614522515817,0.5068627989433152,0.5234821117570284,0.10829600125211754,e23b6f70ef91830a8e1a974313c52700d86b6360b4a7dea576c2b7ba43f92a33,8aea6b0c58a579b6bfd2f843cd2ba69df1223d9472b733de4b170511ad7b2827
3400,0.004080726426743003,0.09365345671847683,0.39136597502202364,0.6086340249779764,0.0,0.6182432432432432,0.15202702702702703,0.22972972972972974,0.45553189509524517,0.529667944271317,0.500450399822759,0.10991134714733582,b86ba5468c82237b26606e4c1bfcb5e0967232e55552f5250e4faaa01af64547,ae008e29512898b2ff645f2059319c28c579ed8b9b6a40bfe6d473226dfd2121
3500,0.0040870258816020424,0.10139880213566149,0.32769761116672314,0.672302388833277,0.0,0.597972972972973,0.17314189189189189,0.22888513513513514,0.45092952231304484,0.5283465828792168,0.513225510237233,0.1114612549485074,03cd7e0d13ae983115f19fd11373e098ca7a805eb04e16a340d3d7f211dad207,0cc57c19aae7457431e004870da9f799ad05e9e3bcffff0a082915353cbfdb67
3600,0.003997084797132813,0.09571471575572868,0.4101417469287547,0.5898582530712454,0.0,0.629222972972973,0.14189189189189189,0.22888513513513514,0.45292741701176675,0.58199087240852,0.5289720314930644,0.11350180177378569,96550606bfdfa08b90554fc1fcea0e1d55abdc2edfe3b1730bb2cabe2cd1a0c8,3a8ceefa269ac6d6dcb7cc7d7ee57440a89cc631db1f71a1133d1481322fd856
3700,0.004086343697749251,0.09960561310926724,0.37465959599039833,0.6253404040096017,0.0,0.6165540540540541,0.15202702702702703,0.23141891891891891,0.45330831682363737,0.4980778115203963,0.5338006635960024,0.1149456816782683,b7798efed60aa8f7dcd7d98f6f887a8022f2ec49a7b58b545d8c58cf50e2aa0e,bfff76e363340bab5085e55929c1b9b69b9f2c098cfeff6ea5052eeff37cf0b2
3800,0.003851275181890327,0.1000936036171866,0.42789519516686186,0.5721048048331382,0.0,0.6266891891891891,0.13429054054054054,0.23902027027027026,0.5159915854580538,0.5220312033947293,0.517008667346869,0.11635227524678031,8aa0a8d2339fe996308a464985d310aa5beff8eab3b832686330ca4bca24c8cb,c6b560da9c238b9e33d2946b612bd803fd6f0a39358513dbfdf078feee08691c
3900,0.0037410060214467565,0.09846742783119838,0.3714617212347398,0.6285382787652604,0.0,0.6140202702702703,0.1570945945945946,0.22888513513513514,0.4823985640328521,0.4753706663088546,0.5466716962113551,0.1169823171773933,eaf13bf0a32c0d2a87f6ffd3af63b4cd3eaa487d52efe719908b3f9592fe6784,8abf8f0a3e958c0a245ea31ae9df8c0ed2152ba0f22e3205cba904f01ea2ccd1
3999,0.003436226587205748,0.09720261362644103,0.45477629310727835,0.5452237068927216,0.0,0.6393581081081081,0.12837837837837837,0.23226351351351351,0.48822636429614874,0.5429611722393273,0.5541434221277037,0.1192223701191856,d6605afca53582c1e38d3ff6094fef0443db63d397f0f13a690a21392f602c08,5be9d0fcd8600870e2084d08aaff436c0fb2f270329f5bcf162c0013a791988d
