iteration,progress_prior_weighted_mean,positive_excess_mass,excess_fraction_improving,excess_fraction_declining,excess_fraction_unchanged,unit_fraction_improving,unit_fraction_declining,unit_fraction_unchanged,rho_progress_failure,rho_progress_previous_snapshot,rho_progress_recent_attempt_count,D_fixed_history_counterfactual_tv,ledger_sha256,state_sha256
400,0.023110116142655436,0.05799134127830758,0.9826072362353009,0.017392763764699004,0.0,0.5608108108108109,0.22297297297297297,0.21621621621621623,-0.3203943274784324,,,0.008276240262382547,e404b40f5c10f4ad0606fc09d058021cea6992431353c75aa32d628daba8f541,8c66baa771c5e8359af61159ac892d2b54e11b1b4971dc5847fc31b3152254c8
500,0.02879437560993631,0.053541524190485766,0.9929369247420151,0.007063075257984889,0.0,0.6114864864864865,0.15625,0.23226351351351351,-0.3176930599434119,0.25811093468382484,0.4117627991406436,0.013379980523719762,37931e37a6aa1bafc0cc6580964eae6947ae1dd1a54866f22f88bbe2cbeff468,bf5257fee35915fcba2a0e6a08e1e229b1d909626e02eac9dfaac376f61628c1
600,0.026311767460227918,0.05077592128766127,0.9845476095577175,0.015452390442282637,0.0,0.6326013513513513,0.14273648648648649,0.22466216216216217,-0.2719462166476784,0.20911233368695714,0.36965053900554207,0.018259925701869077,44b903bd68dc61841551c1f2515819394a85afe036279e40b10dc965b555c6c6,aece88160360dad49b3ec74d6d33e57340b723914238793a526d1604ea74e55f
700,0.023247356795838486,0.051890186264711896,0.9717986375034126,0.028201362496587345,0.0,0.6537162162162162,0.12753378378378377,0.21875,-0.169998828674913,0.14947604980470358,0.30861592732878657,0.024892256836212136,e50363380c0e53d30022dc7e22ffed5c41ea274cf63b5035ce33ce36456ca81e,eac7c8da09c3b63d77552c7040a0fe9b820d78e75bb11738ad9c8578f57cae9f
800,0.018580783264753244,0.05396333663696425,0.938468914564874,0.06153108543512596,0.0,0.6342905405405406,0.13429054054054054,0.23141891891891891,-0.14680068902481563,0.22208875766702058,0.32872745159297523,0.03270311405293261,529b957965df4b78116497ffa868097d9006defd05c2b6c40c6977a104e1303b,2894f0da7e1e97693d0a620bce8f6dd3d979090317ab8cb2ea48a1b9e3f897e8
900,0.014353912839200225,0.056014458260195465,0.8562966988247135,0.14370330117528654,0.0,0.6300675675675675,0.15962837837837837,0.21030405405405406,-0.049747366588498695,0.14134247136618022,0.24883059695139598,0.03978147692059911,6aa3b61c9fbe8d11bc970b70a8c4c006a17f3fce8ba1e50ba09339191a7a266b,ca5d6093818bf7d47d6bf04c61f31f0bc6574c46a8d603ad0f4059e2a11de6f9
1000,0.011269290212543139,0.06165442835809269,0.8469059421603239,0.153094057839676,0.0,0.59375,0.16469594594594594,0.24155405405405406,0.015017765298394173,0.20228468030137214,0.3048163623122889,0.048733802890405215,da960b00a711f7510d84f1710ab0704b2d41e81cd638c60e54643174e1d5f2a7,723e3d0cba591f850d4ca195a7b430af872c7c18a33c75461cb8f18bad79334c
1100,0.009558150100195815,0.06333499873837758,0.7068299876565179,0.29317001234348194,0.0,0.5827702702702703,0.1866554054054054,0.23057432432432431,0.07384170973958985,0.23144814740531244,0.33936409644133764,0.05745232461634168,a7c2708d603daa7ff870506e1cbf98fa3ed7fe118a3e1ae6f1f4205f216de136,1dabce21021f5a192150de71c5d9a90323f41f21431adac484b1f5a7e0c0b50e
1200,0.008414921277464286,0.06672475348283545,0.7342951178026367,0.2657048821973634,0.0,0.5912162162162162,0.16638513513513514,0.24239864864864866,0.13681587304048062,0.27350986231521524,0.38913305412785687,0.06589601322368108,223748e5e3c782739192a9a36dcc266ea8c93109f5330d154609e0a0fdf38d4d,cf66668290c1c940dfed510594def07f216d6206d675684541d2965793dd34dc
1300,0.007383054256895061,0.07877082330048242,0.5867978185530784,0.41320218144692156,0.0,0.5836148648648649,0.19003378378378377,0.22635135135135134,0.2317842341860659,0.27946578474655626,0.3312646798370742,0.07163108548150135,9074e3bafa6eb54e844c83c292f0d5344ca27fc23d749af5a77f762f17607d52,536844d7c94d7f728f9454466db12bad3016446296ceace186753edd42dc65b3
1400,0.0066335474097432194,0.0788873794362313,0.48303505373107125,0.5169649462689286,0.0,0.566722972972973,0.20439189189189189,0.22888513513513514,0.26787377568717224,0.33954129539281586,0.3522445433012761,0.07774291954261472,31550ec64ac76c59fb029af45482a1b25dad1846db406215a90864e75dbc5dd0,22130e5bceb966bd21e69268b76f11d01684aa30f2b66eb8fa54cd75caa72e41
1500,0.0063738146821750935,0.07519337129655732,0.4983296128825327,0.5016703871174675,0.0,0.5650337837837838,0.1875,0.24746621621621623,0.23819045358964272,0.29711764128324253,0.4295221322250848,0.08242310583702481,9d9f606fb82a8ef655dff4523b23c8988438309c356554d292a365cccc5ff3ac,95ed13254db146e9c8cc28dc349f6a82cfe224464b94f460cd13a7ce4a9833ba
1600,0.0059837780056602626,0.07867898565184574,0.3841066345134359,0.6158933654865643,0.0,0.5574324324324325,0.21368243243243243,0.22888513513513514,0.30350903112504063,0.34456490935497325,0.40724673722226373,0.0847120034597825,9d521fbd6376f0d00582c0d2133dd31f32f7d5a87ce71362471e285ad5ff2131,45b28dd84bb76a9af2fee502d080eb3a105e16a06488a537c6ff97318f5997fc
1700,0.006009860054650727,0.08599673917446918,0.3301444998959878,0.6698555001040122,0.0,0.5591216216216216,0.21114864864864866,0.22972972972972974,0.27317799328992376,0.3803615981948874,0.4069360057805486,0.08835963440769075,d98a9c619d29cb6f0836e06530f4e5d0e9230b129261d258fe112b6eff957d04,0f228135a75b1f97b5209a451aabf27982fb6ff0f2e056b0b1b208c8719d5bd2
1800,0.005692344847749302,0.08848721447688607,0.3839189028061857,0.6160810971938143,0.0,0.5827702702702703,0.19003378378378377,0.22719594594594594,0.30331351842865917,0.4031192625028741,0.41267894125372495,0.09147697992704788,ccd148c9b2b22a0a03d862b9e9dcaa15a6cb71e4cd824e5b7f29ccd444dcef7a,6e11b2160dabf7c5078b115e55e01b7db6d91e809f490e1dfd064c8b30cd9dc3
1900,0.00544866860831256,0.08922692931766418,0.3655638043630581,0.6344361956369419,0.0,0.5920608108108109,0.18074324324324326,0.22719594594594594,0.3512688091416957,0.4190582087771084,0.45454920365052026,0.09459632990806896,15ee5436dae7323c02c2f6b8619dea5446f08d2abb85155c619cce2194eb9b84,9206dd1785a3817a1690d79ab8a7492602c8d9438ed2666adb64e103cefbdd68
2000,0.005298712838861435,0.09073685333435043,0.47357672945831036,0.5264232705416896,0.0,0.5886824324324325,0.17314189189189189,0.23817567567567569,0.3901440696421007,0.48610665618961685,0.4719141634597618,0.09680236423396316,75322c5fe32491824fcea6c02a8a866246c75ed01fee555c5679bad9b9c4382a,65c60cef8680b100032b393f17a81c1cdd5e37a9ce4e52afc97b970fc76daf7d
2100,0.0054335830872450745,0.08789658626841472,0.35611162031117033,0.6438883796888295,0.0,0.5692567567567568,0.19087837837837837,0.23986486486486486,0.42171642185423,0.4760846362735802,0.49970011712139134,0.09801108673554343,3807abf0cd76fef7d5bf958bc29ec2c4ce1f89010a46d993c2951967524d2e0c,99877354d664a21ad9feccd0efc2f55bc54fa7f28215aab640771d4213a141b1
2200,0.005420422080202039,0.08925702613094273,0.3827367352039179,0.6172632647960822,0.0,0.5844594594594594,0.18158783783783783,0.23395270270270271,0.3645265229086558,0.4164704805957746,0.46775168163593206,0.09825573499409498,4070b64f6a94be9a8636fd8ee99ceed0e09bc4a3b092c537cb4a7e08224e95ee,657236e0bce9ad265e3794720701f4f48f64cb3f16d796c45e61997854dfae10
2300,0.004935516595631363,0.08921916139036806,0.4456276476261703,0.5543723523738298,0.0,0.5945945945945946,0.17989864864864866,0.22550675675675674,0.39971186825052374,0.41682715153846445,0.4712506509697329,0.09955430948898386,3d0f275ed293d5c29836aa5d213814c03f5a8c1f94eebf8b5fca02d305bf5ec5,0519cb0970a907fab4182c353076bea396ae125185a9b8229fab2ec86282eb59
2400,0.0048363725193144415,0.09063971046624913,0.43305857605025383,0.5669414239497461,0.0,0.5945945945945946,0.17820945945945946,0.22719594594594594,0.39225982597183257,0.44994589141548036,0.45595461764665784,0.1012027488618957,45ba28b82fa1171eda88fe8615604ecc726f01cc4096e884d2b964331d232007,4313f306f4ba10a153075f6d6f7682b8c89e25117ecfc6592f211eace12b302f
