clip,condition_id,full_window,horizon_steps,phase,replicate,start_frame,world_id,actual_window_s,success,survival_s,termination_causes,effort_sat_mean,effort_sat_peak,effort_sat_terminal,absolute_mechanical_work_per_actuator_j,action_delta_mean_per_step,joint_limit_exposure,foot_contact_fraction,contacting_ankle_link_speed_mean_mps,foot_penetration_mean_m,foot_contact_switch_rate_hz,body_acceleration_error_mean_mps2,body_jerk_error_mean_mps3,error_anchor_pos_mean,error_anchor_pos_terminal,error_anchor_rot_mean,error_anchor_rot_terminal,error_anchor_lin_vel_mean,error_anchor_lin_vel_terminal,error_anchor_ang_vel_mean,error_anchor_ang_vel_terminal,error_body_pos_mean,error_body_pos_terminal,error_body_rot_mean,error_body_rot_terminal,error_body_lin_vel_mean,error_body_lin_vel_terminal,error_body_ang_vel_mean,error_body_ang_vel_terminal,error_joint_pos_mean,error_joint_pos_terminal,error_joint_vel_mean,error_joint_vel_terminal,common_anchor_position_error_m_mean,common_anchor_orientation_error_rad_mean,common_root_relative_mpkpe_m_mean,common_body_orientation_error_rad_mean,common_root_relative_velocity_error_mps_mean,common_joint_position_error_rad_mean,common_joint_velocity_error_rps_mean,active_to_common_root_relative_mpkpe_m_mean,active_to_common_body_orientation_error_rad_mean,active_to_common_root_relative_velocity_error_mps_mean,common_body_acceleration_error_mps2_mean,common_body_jerk_error_mps3_mean
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r0,True,150,0.0,0,0,0,3.0,1,3.0,,0.0,0.0,0.0,12.969148635864258,0.13110582530498505,0.008275862783193588,0.9300000071525574,0.15184840559959412,0.001707780989818275,2.5167784690856934,6.421483516693115,291.751953125,0.1710531860589981,0.37383145093917847,0.11662722378969193,0.2359776347875595,0.3589201867580414,2.121901273727417,0.6476202607154846,0.6722778677940369,0.11973822116851807,0.26297253370285034,0.528744101524353,0.8446221947669983,0.35927048325538635,1.5515458583831787,1.6778323650360107,5.039994239807129,1.7882494926452637,2.349836826324463,6.439221382141113,23.401512145996094,0.1723673790693283,0.1139206811785698,0.10255302488803864,0.5246927738189697,0.2660621702671051,0.2520027756690979,0.8403363823890686,0.0,0.0,0.0,6.421483516693115,291.751953125
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r1,True,150,0.0,1,0,1,3.0,1,3.0,,0.0,0.0,0.0,11.995200157165527,0.15262669324874878,0.004137930925935507,0.9200000166893005,0.18087755143642426,0.0018248296109959483,3.020134210586548,7.96660041809082,366.3099365234375,0.16888314485549927,0.22702160477638245,0.09702926129102707,0.05183456838130951,0.2699736952781677,0.748844563961029,0.7093605995178223,2.158989429473877,0.10755938291549683,0.07252540439367294,0.48104196786880493,0.3825932443141937,0.32477641105651855,0.7097119688987732,1.7264729738235474,4.189720153808594,1.7414882183074951,1.9180809259414673,6.875356674194336,15.235586166381836,0.17012189328670502,0.09045474231243134,0.09025144577026367,0.4675379991531372,0.26698416471481323,0.24433133006095886,0.909184455871582,0.0,0.0,0.0,7.96660041809082,366.3099365234375
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r2,True,150,0.0,2,0,2,3.0,1,3.0,,0.0,0.0,0.0,8.398422241210938,0.08709931373596191,0.003218390280380845,0.9566666483879089,0.08839183300733566,0.0010820797178894281,1.3422818183898926,4.1869964599609375,192.511474609375,0.14939218759536743,0.16962116956710815,0.10039110481739044,0.11878418177366257,0.21583496034145355,0.7315627932548523,0.4844250977039337,1.4947996139526367,0.10005492717027664,0.1330849528312683,0.4794226586818695,0.645440936088562,0.25994500517845154,0.6239275336265564,1.2271963357925415,2.5831103324890137,1.7365984916687012,2.2988617420196533,4.408547401428223,8.077157974243164,0.15054142475128174,0.09717652946710587,0.08676417917013168,0.4747886657714844,0.20481152832508087,0.24000617861747742,0.5992491841316223,0.0,0.0,0.0,4.1869964599609375,192.511474609375
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r3,True,150,0.0,3,0,3,3.0,1,3.0,,0.0,0.0,0.0,8.906509399414062,0.08984817564487457,0.006896552164107561,0.949999988079071,0.08955265581607819,0.001575012574903667,1.6778523921966553,4.525301933288574,213.8252410888672,0.14132148027420044,0.21341371536254883,0.11628663539886475,0.21173083782196045,0.2715919315814972,1.4732239246368408,0.49751409888267517,0.3947088122367859,0.11307581514120102,0.2033136934041977,0.5190396904945374,0.7990270853042603,0.2913984954357147,0.9925462007522583,1.283387303352356,2.221973419189453,1.779531478881836,2.460448741912842,4.529930114746094,6.300117492675781,0.14249758422374725,0.11321806907653809,0.09767789393663406,0.5128731727600098,0.22452296316623688,0.2491772472858429,0.6089355945587158,0.0,0.0,0.0,4.525301933288574,213.8252410888672
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r0,True,150,0.1685823754789272,0,44,4,3.0,1,3.0,,0.0,0.0,0.0,15.885744094848633,0.1354016810655594,0.007356321904808283,0.9266666769981384,0.12126781791448593,0.0011784222442656755,2.5167784690856934,6.201394557952881,303.2676696777344,0.14563651382923126,0.712141215801239,0.1122148260474205,0.22611035406589508,0.39940202236175537,2.0743932723999023,0.6529935598373413,2.8585925102233887,0.11653279513120651,0.2342040240764618,0.5526930093765259,0.8233417272567749,0.44853901863098145,1.8473103046417236,1.8749737739562988,5.43698787689209,2.0011146068573,2.241600751876831,7.065219879150391,17.430618286132812,0.1471734642982483,0.110475093126297,0.10372190177440643,0.5704986453056335,0.2761681079864502,0.2749444246292114,0.9181347489356995,0.0,0.0,0.0,6.201394557952881,303.2676696777344
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r1,True,150,0.1685823754789272,1,44,5,3.0,1,3.0,,0.0,0.0,0.0,10.401130676269531,0.07915639877319336,0.007126437034457922,0.9666666388511658,0.07625646889209747,0.001118338550440967,1.0067113637924194,3.8535516262054443,167.72183227539062,0.11638355255126953,0.12184824049472809,0.0904119685292244,0.08269558101892471,0.21278567612171173,0.41038239002227783,0.5628525018692017,1.0024808645248413,0.09968703240156174,0.08651841431856155,0.4861806333065033,0.5616448521614075,0.29639628529548645,0.69509357213974,1.3945510387420654,4.235981464385986,1.959049105644226,2.359102249145508,4.959475994110107,14.057655334472656,0.11727657169103622,0.08768968284130096,0.08756605535745621,0.4987759292125702,0.2151249498128891,0.26750418543815613,0.6785275936126709,0.0,0.0,0.0,3.8535516262054443,167.72183227539062
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r2,True,150,0.1685823754789272,2,44,6,3.0,1,3.0,,0.0,0.0,0.0,12.074857711791992,0.09169783443212509,0.0062068975530564785,0.9666666388511658,0.10806434601545334,0.001536131021566689,0.5033556818962097,4.4174113273620605,197.93673706054688,0.11110091209411621,0.2213549166917801,0.09822150319814682,0.07323843985795975,0.24365270137786865,0.6452953219413757,0.5903626680374146,1.2690755128860474,0.1001134067773819,0.08745651692152023,0.4814082384109497,0.5317736864089966,0.32259804010391235,0.8872649073600769,1.4781416654586792,4.354340553283691,1.9641491174697876,2.2199840545654297,5.30991792678833,15.656017303466797,0.11216627806425095,0.09443103522062302,0.0865643098950386,0.49013906717300415,0.22727042436599731,0.26818981766700745,0.7270159721374512,0.0,0.0,0.0,4.4174113273620605,197.93673706054688
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r3,True,150,0.1685823754789272,3,44,7,3.0,1,3.0,,0.0,0.0,0.0,10.829002380371094,0.10068640112876892,0.007356321904808283,0.9333333373069763,0.10117069631814957,0.0016449923859909177,2.013422727584839,4.737573623657227,224.29360961914062,0.14509788155555725,0.5872876644134521,0.11069056391716003,0.3372184634208679,0.3554149568080902,2.1496834754943848,0.6022173762321472,1.5428627729415894,0.1124013289809227,0.29473820328712463,0.5360355973243713,0.9656163454055786,0.39162370562553406,1.793858289718628,1.6182421445846558,4.9811553955078125,1.9833463430404663,2.496009111404419,5.831353664398193,16.512367248535156,0.14668303728103638,0.10723529756069183,0.10038244724273682,0.5527907609939575,0.25628337264060974,0.27442216873168945,0.7731466293334961,0.0,0.0,0.0,4.737573623657227,224.29360961914062
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@87:r0,True,150,0.3333333333333333,0,87,8,3.0,1,3.0,,0.0006896551349200308,0.03448275849223137,0.0,23.89779281616211,0.12123297154903412,0.01264367625117302,0.949999988079071,0.2396000623703003,0.0017470194725319743,2.1812081336975098,6.825579643249512,282.42529296875,0.11855661123991013,0.24400724470615387,0.14743761718273163,0.6592201590538025,0.23350581526756287,0.512523353099823,1.1005274057388306,2.946030855178833,0.10168476402759552,0.15410451591014862,0.5281158089637756,0.7872652411460876,0.43763065338134766,0.8875983357429504,2.5865631103515625,6.430522441864014,2.0745744705200195,2.284116268157959,8.772924423217773,18.054031372070312,0.11981318145990372,0.15564045310020447,0.08696219325065613,0.5519396066665649,0.3928554654121399,0.2790606617927551,1.1629899740219116,0.0,0.0,0.0,6.825579643249512,282.42529296875
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@87:r1,True,150,0.3333333333333333,1,87,9,3.0,1,3.0,,0.0,0.0,0.0,21.679197311401367,0.11238235235214233,0.00873563066124916,0.949999988079071,0.24851828813552856,0.002090265043079853,1.1744966506958008,6.384589195251465,271.0047912597656,0.13826847076416016,0.312981516122818,0.1584947109222412,0.5622862577438354,0.2444472461938858,0.6788896322250366,1.1065223217010498,2.1615631580352783,0.09905213862657547,0.17441679537296295,0.5120396018028259,1.0329139232635498,0.4446261525154114,0.8946588635444641,2.460620880126953,3.5463128089904785,2.065859079360962,2.360889434814453,8.37325382232666,11.484354019165039,0.14055301249027252,0.1633625626564026,0.08357615768909454,0.5292709469795227,0.39664942026138306,0.2814405560493469,1.1193920373916626,0.0,0.0,0.0,6.384589195251465,271.0047912597656
