clip,condition_id,full_window,horizon_steps,phase,replicate,start_frame,world_id,actual_window_s,success,survival_s,termination_causes,effort_sat_mean,effort_sat_peak,effort_sat_terminal,absolute_mechanical_work_per_actuator_j,action_delta_mean_per_step,joint_limit_exposure,foot_contact_fraction,contacting_ankle_link_speed_mean_mps,foot_penetration_mean_m,foot_contact_switch_rate_hz,body_acceleration_error_mean_mps2,body_jerk_error_mean_mps3,error_anchor_pos_mean,error_anchor_pos_terminal,error_anchor_rot_mean,error_anchor_rot_terminal,error_anchor_lin_vel_mean,error_anchor_lin_vel_terminal,error_anchor_ang_vel_mean,error_anchor_ang_vel_terminal,error_body_pos_mean,error_body_pos_terminal,error_body_rot_mean,error_body_rot_terminal,error_body_lin_vel_mean,error_body_lin_vel_terminal,error_body_ang_vel_mean,error_body_ang_vel_terminal,error_joint_pos_mean,error_joint_pos_terminal,error_joint_vel_mean,error_joint_vel_terminal,common_anchor_position_error_m_mean,common_anchor_orientation_error_rad_mean,common_root_relative_mpkpe_m_mean,common_body_orientation_error_rad_mean,common_root_relative_velocity_error_mps_mean,common_joint_position_error_rad_mean,common_joint_velocity_error_rps_mean,active_to_common_root_relative_mpkpe_m_mean,active_to_common_body_orientation_error_rad_mean,active_to_common_root_relative_velocity_error_mps_mean,common_body_acceleration_error_mps2_mean,common_body_jerk_error_mps3_mean
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r0,True,150,0.0,0,0,0,3.0,1,3.0,,0.0,0.0,0.0,10.69552993774414,0.09017374366521835,0.0,0.9766666889190674,0.08714909106492996,0.0015304642729461193,0.6711409091949463,4.398332595825195,198.50772094726562,0.10982047766447067,0.1584838330745697,0.21737638115882874,0.17645277082920074,0.19073788821697235,0.3805549144744873,0.6036611199378967,0.27323827147483826,0.0983801931142807,0.09748117625713348,0.40325474739074707,0.43667149543762207,0.2437831163406372,0.32898518443107605,1.2094001770019531,1.230882167816162,1.339475393295288,1.7661948204040527,4.17789888381958,4.742361545562744,0.11086469143629074,0.2134818583726883,0.0828617513179779,0.39681780338287354,0.19874879717826843,0.17654336988925934,0.5789543390274048,0.0,0.0,0.0,4.398332595825195,198.50772094726562
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r1,True,150,0.0,1,0,1,3.0,1,3.0,,0.0,0.0,0.0,10.809255599975586,0.10451049357652664,0.0,0.9800000190734863,0.10573262721300125,0.0016657717060297728,0.33557045459747314,5.014858722686768,229.2350311279297,0.10318782925605774,0.1604117453098297,0.18510207533836365,0.14524808526039124,0.20206813514232635,0.37772250175476074,0.6197698712348938,0.5630674958229065,0.09533073008060455,0.101212278008461,0.39425361156463623,0.4412514269351959,0.24279670417308807,0.29765552282333374,1.256555438041687,1.5114057064056396,1.3360333442687988,1.772803783416748,4.6572585105896,5.652807712554932,0.10406041145324707,0.17983748018741608,0.08046560734510422,0.3891744315624237,0.21071641147136688,0.17797473073005676,0.6268454194068909,0.0,0.0,0.0,5.014858722686768,229.2350311279297
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r2,True,150,0.0,2,0,2,3.0,1,3.0,,0.0,0.0,0.0,9.912343978881836,0.0841323584318161,0.0,0.9733333587646484,0.07535463571548462,0.0009973946725949645,0.6711409091949463,4.136211395263672,190.9122314453125,0.11167249083518982,0.18741263449192047,0.2189875990152359,0.19705064594745636,0.17658880352973938,0.25838735699653625,0.584554135799408,0.8085265755653381,0.09702746570110321,0.10284130275249481,0.40323153138160706,0.46551433205604553,0.23294571042060852,0.251134991645813,1.140838623046875,1.341706395149231,1.3480552434921265,1.7465777397155762,3.873948574066162,4.662554740905762,0.11267267912626266,0.2152341902256012,0.08210556209087372,0.397049218416214,0.19397898018360138,0.17767731845378876,0.534068763256073,0.0,0.0,0.0,4.136211395263672,190.9122314453125
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@0:r3,True,150,0.0,3,0,3,3.0,1,3.0,,0.0,0.0,0.0,10.679473876953125,0.08778493106365204,0.0,0.9733333587646484,0.10021094977855682,0.0015413268702104688,0.6711409091949463,4.475032329559326,212.79225158691406,0.11704088747501373,0.21366561949253082,0.22431068122386932,0.18118296563625336,0.16803602874279022,0.15411177277565002,0.5653266906738281,0.29413995146751404,0.09461574256420135,0.09355166554450989,0.3993229269981384,0.4285767078399658,0.23706680536270142,0.20846644043922424,1.191870093345642,0.9590277671813965,1.3572698831558228,1.7081513404846191,4.1587395668029785,3.7602334022521973,0.11803442984819412,0.21991635859012604,0.07831987738609314,0.3955240547657013,0.19876396656036377,0.18004916608333588,0.5707929134368896,0.0,0.0,0.0,4.475032329559326,212.79225158691406
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r0,True,150,0.1685823754789272,0,44,4,3.0,1,3.0,,0.0,0.0,0.0,9.995940208435059,0.09562993049621582,0.0,0.9700000286102295,0.10832298547029495,0.0016276175156235695,1.0067113637924194,4.621607303619385,207.39218139648438,0.08638284355401993,0.10671982169151306,0.20027457177639008,0.16339796781539917,0.22393065690994263,0.417047381401062,0.6923289895057678,0.6045355200767517,0.09218674898147583,0.09494400769472122,0.43159016966819763,0.703401505947113,0.32355114817619324,0.5324257612228394,1.502252459526062,2.5871834754943848,1.5874797105789185,2.3214974403381348,5.153189659118652,9.313413619995117,0.08617646992206573,0.19548073410987854,0.0812254399061203,0.43413370847702026,0.25336334109306335,0.2133006602525711,0.7085193991661072,0.0,0.0,0.0,4.621607303619385,207.39218139648438
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r1,True,150,0.1685823754789272,1,44,5,3.0,1,3.0,,0.0,0.0,0.0,8.869511604309082,0.0749664306640625,0.0006896551349200308,0.9766666889190674,0.058761902153491974,0.001033994136378169,0.33557045459747314,3.553755521774292,156.8190460205078,0.09712926298379898,0.09899459779262543,0.1918981671333313,0.14119474589824677,0.2078174203634262,0.4904725253582001,0.6065027713775635,0.7391921877861023,0.0938812792301178,0.10788168758153915,0.43109604716300964,0.7147341966629028,0.29314956068992615,0.5817265510559082,1.303513526916504,2.468862295150757,1.5841550827026367,2.3680853843688965,4.272169589996338,9.431060791015625,0.09724465012550354,0.18842554092407227,0.08570237457752228,0.4378976821899414,0.22503812611103058,0.2145216166973114,0.5899361968040466,0.0,0.0,0.0,3.553755521774292,156.8190460205078
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r2,True,150,0.1685823754789272,2,44,6,3.0,1,3.0,,0.0,0.0,0.0,7.939576625823975,0.06541527062654495,0.0,0.9733333587646484,0.053349629044532776,0.0011003203690052032,0.33557045459747314,3.2479939460754395,138.64356994628906,0.09486988186836243,0.08907808363437653,0.19491206109523773,0.12371104210615158,0.21593885123729706,0.4369743764400482,0.6424942016601562,0.5621120929718018,0.09147225320339203,0.09856366366147995,0.4283851087093353,0.699026346206665,0.30573412775993347,0.5532235503196716,1.3102301359176636,2.446749448776245,1.5836668014526367,2.3281455039978027,4.1498703956604,9.834949493408203,0.09475871920585632,0.18949313461780548,0.08144983649253845,0.43356332182884216,0.22924387454986572,0.2125777155160904,0.5713451504707336,0.0,0.0,0.0,3.2479939460754395,138.64356994628906
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@44:r3,True,150,0.1685823754789272,3,44,7,3.0,1,3.0,,0.0,0.0,0.0,9.075790405273438,0.08044233918190002,0.0006896551349200308,0.9700000286102295,0.10249824076890945,0.0022604167461395264,1.3422818183898926,3.928969383239746,186.21401977539062,0.09964477270841599,0.16449929773807526,0.20394936203956604,0.10185780376195908,0.20936709642410278,0.5288086533546448,0.6165908575057983,0.47189992666244507,0.09053197503089905,0.08706469088792801,0.4336393177509308,0.6783201098442078,0.30552059412002563,0.6116139888763428,1.39914071559906,2.7396230697631836,1.5665335655212402,2.2719099521636963,4.680765151977539,11.043360710144043,0.09939434379339218,0.19805794954299927,0.07897032797336578,0.4380958080291748,0.23677319288253784,0.21206584572792053,0.6323927044868469,0.0,0.0,0.0,3.928969383239746,186.21401977539062
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@87:r0,True,150,0.3333333333333333,0,87,8,3.0,0,2.86,ee_body_pos,0.0,0.0,0.0,16.16357421875,0.1175520047545433,0.006028453353792429,0.9125874042510986,0.2731068730354309,0.00248407619073987,2.992957830429077,6.715194225311279,296.0936584472656,0.1217987909913063,0.5515583753585815,0.2205827236175537,0.19654737412929535,0.3207550048828125,1.967498540878296,0.9759923815727234,3.470703601837158,0.09953208267688751,0.2931180000305176,0.562442421913147,0.9573180675506592,0.47296392917633057,1.5314103364944458,2.401463747024536,6.106199264526367,1.867840051651001,2.241947650909424,8.384756088256836,14.630842208862305,0.12346372753381729,0.22390413284301758,0.08510957658290863,0.578177809715271,0.40633273124694824,0.25049924850463867,1.0840712785720825,0.0,0.0,0.0,6.715194225311279,296.0936584472656
BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos,BMLhandball_S01_Expert_Trial_upper_left_112_poses_120_jpos@87:r1,True,150,0.3333333333333333,1,87,9,3.0,0,2.88,ee_body_pos,0.0,0.0,0.0,19.258220672607422,0.11577903479337692,0.006944442633539438,0.9583333134651184,0.24659363925457,0.0016822743928059936,1.9230769872665405,6.655255317687988,291.75115966796875,0.11705923080444336,0.46454182267189026,0.2231035977602005,0.11828196793794632,0.2834259271621704,1.0410702228546143,1.188730239868164,3.5296192169189453,0.09815123677253723,0.16849252581596375,0.5454161167144775,0.7335255742073059,0.4568822681903839,0.9864999651908875,2.4597089290618896,5.7767744064331055,1.864990234375,2.066833734512329,8.449655532836914,20.06967544555664,0.11893754452466965,0.22616399824619293,0.0845479667186737,0.549554705619812,0.39811304211616516,0.25050944089889526,1.0961527824401855,0.0,0.0,0.0,6.655255317687988,291.75115966796875
